"letdfirst_prp_original_firstorder_Maximum_239","letdfirst_prp_original_shape_Flatness_232","sub"
-0.241850407249706,-0.64267421047591,1916742
-0.270807229879315,1.28457608628835,1980052
-0.485715568412998,1.84523036901419,1926770
0.679368515895827,0.413043555264404,1979045
-0.164270006955848,-0.328047517622282,2196212
-0.238652623386832,-0.291985151356299,2393207
1.41752805821904,-0.528314067990482,2146138
-3.36759486248163,0.8145535692941,2228399
1.29253426025119,-1.78008913203599,2144796
1.74817914611893,0.6377264452726,2234271
-1.30349632262086,0.121211634441,2296332
0.748548599882129,1.94747991436161,1684230
0.261584468697397,-0.6180690513483,1720713
0.482577996600753,0.575586157211942,2186951
-0.202839099473877,0.175276587266919,2439458
-0.0581407098717961,1.79791734893736,2135748
-2.14348538720197,0.440290818245564,2141116
0.26489280637472,1.36389450175301,2108003
-0.205217484476714,1.09354569320099,2006164
0.968272828108356,0.625816226726678,308862
-0.852932773839719,1.28773345349569,1085983
0.149494724782969,0.737846437338638,2004451
0.181547645414034,-0.850597043827389,2359944
0.255770047493594,-0.145958635348486,2069079
0.535271373509227,0.525719999175031,2059713
-1.47334540941178,-1.40836934733967,2294873
1.32513462918268,-0.438286432328717,2033049
0.322223531521387,1.33641822073201,1485662
0.921992163634822,0.631565493020373,1526417
-0.210365626809475,1.13132504707476,1386095
0.725079857784791,1.29532511725848,983079
1.35677962397434,1.13369558143128,2132424
0.136892181132595,0.783177178161988,2138375
0.0243081966359214,1.6632028401022,2490180
-0.233660557027411,-1.79073282161041,2034136
1.57052448707039,-4.22190341723805,2510402
0.104928531228705,-1.36273625294635,1330263
-0.147539135571244,0.263990263337629,1768972
-0.359055777669115,0.547164505167734,2306459
0.585734755828913,-0.204675141783792,2181724
-1.43044757342102,-0.60273044499853,2217034
-0.0118464478702803,0.979008561160571,2218615
0.808028325646571,0.443166114885667,92173
0.553681835197849,0.0458054154770858,2414406
0.53057667917477,0.778892049501306,2381907
1.54751274015257,1.21514314131311,2002465
-0.231843217852985,-0.426910296383551,2474709
-0.194179838937824,1.76403107856737,2176530
0.71689769312179,0.0528274881475087,1279943
0.749971019548255,0.658637599585313,1976407
0.432423219046536,0.624340718853475,2250836
-1.17355893643683,0.409043395832256,1915938
0.146746841737188,1.59196354678907,2133380
1.32097851519562,-1.28998300882318,2271329
-0.486423822261718,0.664071923898817,2286108
-1.18441212855268,0.10561975626748,2040495
0.234987703967694,0.0020267008965909,1125173
0.857794095661174,0.585517402794183,1767700
0.713617141697296,-0.724198244843071,2138678
-0.305713857795662,-0.567264780748301,2443354
1.55196149658964,-0.969468971940137,2234422
-0.144707302570104,0.291625665280973,2151024
-2.5326025938349,-0.792943967962082,2057358
-0.894396957423841,0.536827174401405,2425694
-0.395592926549375,-1.26781607634885,2500377
0.585670906567092,-1.34604519638911,2183356
0.442560471754374,-1.42002239532435,2131601
1.23662477237691,1.32731360223754,2152442
1.76824909741803,-1.16979167552753,2306893
0.889495254155352,-1.45908008711461,2009915
0.0120911133439475,-2.09450994798636,58325
-0.198419902880242,0.161537398873571,2395943
-0.994802877621875,0.229202371128953,2480330
1.30397805803889,0.907037747004497,2076301
-0.75829870867094,0.343758951748071,2205389
1.70907975000967,0.588422874739778,1975401
0.201603407988286,0.208550713804973,2250648
-0.498397332443781,1.19583206199727,2185290
-0.140484383336879,-0.985487323490489,2091555
-1.42657523393095,0.132815037026109,1232870
0.431960311898333,-0.962986255005978,2139733
0.339751336285019,-0.0471667575146214,2559453
-0.108367613443995,-0.501455208153722,1938156
0.77185476284057,0.130367613621219,2158101
0.114867141788655,-1.20342931660949,2199403
-0.910131662084663,-0.966375781886615,2430773
-0.628749147632783,1.27242234677475,1738800
0.906826190361703,0.146881836117694,1565177
0.404837381955475,-0.146249655437749,1978972
-0.899809364756917,-0.0950324706052901,2487135
0.454060433244598,0.177952322718098,1612262
-0.132830748674511,0.711869429427091,2051378
