"lemdfirst_gtv_original_firstorder_90Percentile_250","sub"
0.766129739019957,1916742
-1.60565856116745,1980052
0.736190189851608,1926770
1.38308820455054,1979045
0.737827984730733,2196212
0.697121883116516,2393207
0.752960916623768,2146138
0.0237118670932665,2228399
1.41953896738048,2144796
0.796504740332926,2234271
-1.17391592129851,2296332
0.784809164753817,1684230
0.112072566066369,1720713
0.0597082928141792,2186951
0.733013563162702,2439458
1.37297859999471,2135748
-1.09219189656457,2141116
-1.13063341279465,2108003
0.757538031778496,2006164
-1.74462606054142,308862
0.766642853750805,1085983
-2.33574147703372,2004451
0.711509956878153,2359944
-1.80082969097796,2069079
-2.32355818626892,2059713
0.6882444858901,2294873
-2.27834992377735,2033049
-1.73662600898746,1485662
-0.542595806316975,1526417
0.747564940628254,1386095
-1.64112430474875,983079
-1.04831334052101,2132424
-0.407694942478217,2138375
0.762510706420449,2490180
0.670360204995204,2034136
0.712671089399601,2510402
0.141344334109237,1330263
-1.03419836676806,1768972
0.730701106589666,2306459
0.18770216391151,2181724
1.30977904180989,2217034
0.148097538826503,2218615
0.133401742621444,92173
0.746832672473119,2414406
0.684657806601717,2381907
1.43185035383414,2002465
0.76441457434475,2474709
0.729319722680883,2176530
1.35756005131428,1279943
-1.79212811423421,1976407
0.1093862164769,2250836
-1.76229880055583,1915938
-0.489157505611766,2133380
0.726260358445436,2271329
0.731512428084202,2286108
-2.43254412108859,2040495
0.135095972801212,1125173
-1.06595292205139,1767700
-0.425849175887705,2138678
0.737106257020869,2443354
0.79449071011621,2234422
-0.539002392855241,2151024
-1.14475285159734,2057358
0.724855038942215,2425694
0.695041316339114,2500377
0.748847654257839,2183356
0.15095663460209,2131601
-0.951872951074262,2152442
0.855510372466612,2306893
-1.68480237273985,2009915
0.709867477356673,58325
0.679261903803732,2395943
0.70103033877533,2480330
0.161695811169335,2076301
0.117089671612971,2205389
-2.32228557389938,1975401
0.76212349145238,2250648
0.121393979549172,2185290
1.36128404918112,2091555
-1.02441332008907,1232870
0.811950518496946,2139733
0.693406376163906,2559453
0.711356974026856,1938156
0.814564402525281,2158101
-0.549115510892821,2199403
0.739119848052396,2430773
0.770722298854886,1738800
-0.461449456541084,1565177
0.182111775259067,1978972
0.741787751862646,2487135
0.0754988313750997,1612262
-0.475651022979722,2051378
0.810881468476408,1497807
-1.11077601910593,2026671
0.752737737334985,2340322
-0.512545582473453,2293123
0.765384148913187,2395415
-1.69688955513921,1966316
-2.33808745807846,1973544
-2.36141565935529,2010259
-0.486262909030976,2145694
0.730587650408089,965005
-1.12357372999207,2096627
0.746637308248226,2047354
-0.392764840958815,1364384
0.75155706107129,2244172
-0.557311878239651,2132982
0.696989249180388,2134220
0.728436082020279,1889409
-1.69061110964367,1938561
-1.11791746355676,2055667
0.170317017018002,2176784
0.71924034870764,923666
-0.451536606963385,2086044
0.144276920211492,2078198
0.699170389372938,1501387
0.680036480134952,1518948
-1.06433964834699,1606693
0.681918022810621,2305115
0.760903581309112,2237571
1.36855834716071,2285214
0.697075549075915,2426863
-1.82621664616631,1979422
0.757385780902572,2480056
-1.08247968143441,1668599
0.766339596357104,2339674
-0.509109982900395,2133204
0.669043527708688,2294852
0.721153073533854,2445526
0.121784342011322,2200416
0.0892082907758618,2168082
0.726492394636131,2075846
0.68502803974133,215131
0.118633700447847,2274521
-2.32407642482733,277752
0.156909936640507,2078899
-1.12576614260524,2172217
0.163401752954933,1614566
-0.999500684937223,2100050
-0.454297618040063,2183291
0.68798258510452,2336735
0.735088713322396,2352038
0.715091512338973,2305114
0.714813727687948,2448298
0.116755085673644,1329352
-2.29386048176117,1183075
-1.08797945153669,2110540
-0.502180811305399,2070958
0.690753258256014,2340155
-1.74790091832431,2075832
0.659039986383252,2498991
-0.414754405688181,1919296
0.701377441493409,2401405
-1.16724015957486,1644034
0.695136399939023,2405144
0.762363506174555,2158329
-1.13679569379976,2319068
0.733750662355215,2504802
0.727074241853761,2331869
0.678292402432827,2317120
-1.73026463068307,2072215
0.031429888539102,2228400
0.129357285939809,2145166
-1.01228822136579,1692385
-0.490208768630946,2109902
0.735538072998962,2219842
0.714798209810216,2520618
0.737972696260406,2419459
0.0531763642497643,2276121
0.734516747772198,2350037
0.159349976519657,2001182
1.26359439737896,2278618
-0.477663296455569,1740845
1.35474172656652,2321962
-0.52016478724501,2212664
0.757229943347379,2453577
0.584564860083741,2224150
-0.556961774422593,1967281
-1.67366207367261,1742294
0.662218955393356,2488660
-1.13312410536904,2085349
0.808887787174822,2247869
0.697544525692258,2157529
0.725619148025715,2119177
-2.32284033802849,2010554
0.758733567142102,2493534
0.783921864216392,2200813
0.712754095405985,2116787
0.745533269805223,1154608
0.164893372353679,2267382
0.799614171683343,1181124
0.132015674070325,2137799
0.730854967811378,1458656
0.166631960240566,2269346
-1.66777098954022,2092954
-0.419065886982941,2007309
0.832751062443444,1671370
