"mkm9d_ptvper_wavelet.HHH_firstorder_Median_250","mkm9d_ptvper_wavelet.HHH_firstorder_Skewness_232","sub"
0.102202397779996,0.236741932350857,1085983
-0.146269390982753,0.372731235097991,1125173
1.3304257416024,0.721013865112983,1154608
0.058180558672641,-0.264127096312237,1181124
-2.20176963983188,0.857267492799237,1183075
-1.66957269958052,-0.0127303373940984,1232870
0.201201272190082,-1.76830223251377,1279943
0.48063448131382,-0.697898495306604,1329352
0.138322196556551,-0.412802590235942,1330263
-1.48373528928455,-1.14705166018977,1364384
0.867193634692184,1.46483718252292,1386095
-0.473045829653475,0.210641072942565,1458656
-1.65953848893344,0.371277831222767,1485662
-1.32261554104621,-0.633084115404891,1497807
1.07822371410465,0.914435497315557,1501387
-1.17402108817099,0.736696071838768,1518948
-0.0296984279448291,0.154784829633632,1526417
-0.177303477349415,0.00532738117603139,1565177
-0.0634386731093297,0.030605651925033,1606693
0.752422313248702,-0.167170488472436,1612262
1.06347458494766,0.277032515683412,1614566
-0.89666971552115,-0.958272383154399,1644034
0.116820841625182,0.723880246367329,1668599
0.789376617190007,0.624713089719704,1671370
-0.172936880054355,0.351060057966548,1684230
0.395190976000982,-1.37063623798669,1692385
0.0178915633590205,-0.136769121838056,1720713
-0.275574248651553,-0.345434881721816,1738800
-0.50734215216954,0.327971661847576,1740845
-0.948151383536157,-0.0689926865939246,1742294
-0.131511365712314,0.314560032644576,1767700
0.183847203198011,0.999908283329084,1768972
0.708624682142788,-1.11483447704641,1889409
0.221372204166993,-1.19209729949939,1915938
-0.212868928273984,-0.862396100853103,1916742
0.339911975476756,-0.513944090470176,1919296
0.291097714659686,0.73515869437619,1926770
-0.0597148227133966,-1.14129186824516,1938156
-0.579237211788124,0.0387072570603283,1938561
-0.733644577598594,-0.336763042882017,1966316
-0.104493015223357,-0.204770237369238,1967281
-0.996133063256756,5.98372304799422,1973544
0.00807289970378124,0.909828688335717,1975401
-0.187068966999685,-0.280030849806822,1976407
0.665055323362321,-1.24383120207778,1978972
0.229210988050757,-0.225059977489846,1979045
0.114995808815072,-0.219533096435399,1979422
0.512992294228764,0.637168024646424,1980052
0.183079678309074,0.552325206769252,2001182
1.68695542087164,-0.421867540220571,2002465
0.771967258258326,1.83961908307076,2004451
0.153234503998651,0.793664154117799,2006164
-1.15407749350882,-0.161583996422489,2007309
0.496412187106868,0.465345230262699,2009915
-1.49836832578242,0.325505282821608,2010259
0.605233381442393,1.74874838596874,2010554
-1.15907739031157,0.378285857094197,2026671
0.297124858545691,-0.890446683820366,2033049
0.00768405685430489,-0.668878098791195,2034136
0.924350352907392,-0.96371846588314,2040495
0.875859681461219,-1.42845346194074,2047354
0.0807970949313971,-0.397537321869522,2051378
-0.887649294288745,0.108415870871326,2055667
0.425531024996681,0.840533075330373,2057358
0.048284394519941,-0.000880811476635705,2059713
-1.35499955587975,-3.33050025132729,2069079
-0.100395830724937,-1.65246179106077,2070958
0.636936578767362,0.581923411626155,2072215
-0.362589134042758,0.392867101019003,2075832
-0.000278905099102698,-0.0315383445619731,2075846
1.68117603860945,-0.518479511925498,2076301
0.158796471949933,0.872091818090189,2078198
-0.849385975354936,-0.71987650581743,2078899
1.02672371339413,0.259566744300689,2085349
-0.0723876660091963,-1.93571049081482,2086044
-0.0207453274834666,0.448560433981996,2091555
0.0726741434577248,0.0221819694931312,2092954
0.0481955712049356,-0.603104206871767,2096627
0.113754525349761,0.0642218263675962,2100050
-0.590755052028771,-0.774365540071031,2108003
-0.532617058990942,0.00607407956493982,2109902
0.684429242482504,-0.24370164888204,2110540
1.30757576613821,-0.00628420684416093,2116787
0.367957346052152,-2.29665649110425,2119177
0.48756121359554,0.779350435535105,2131601
0.700574747979391,-0.324890550477693,2132424
-0.125555315068305,-0.235967792772224,2132982
-1.12332444001408,0.361671934011323,2133204
-1.11010090243415,-0.052745570465523,2133380
0.0358152754649647,-0.395131188716381,2134220
-0.331076484333708,0.296722369925725,2135748
2.62765462686224,-0.336929797821369,2137799
-0.611578832263276,0.370210982288426,2138375
