"mkm8d_ptvper_wavelet.LLL_gldm_LargeDependenceLowGrayLevelEmphasis_232","mkm8d_ptvper_original_gldm_LargeDependenceLowGrayLevelEmphasis_227","sub"
-0.236549611968606,-0.198118560088929,2331869
-0.122786058385139,-0.207584546609564,2336735
-0.266490159138565,-0.220388822310238,2339674
-0.238921314701279,-0.221741115140413,2340155
-0.195430739498117,0.0278952093618135,2340322
-0.216756165235496,-0.206929073257971,2350037
-0.215383020127569,-0.222734318222628,2352038
-0.169426347460029,-0.213350539970152,2359944
-0.244539229814154,-0.226361341657,2381907
-0.254843875425177,-0.220725247166726,2393207
-0.250826963087353,-0.221436389723753,2395415
-0.242081680129512,-0.148534775268237,2395943
-0.244557691221174,-0.228711491248849,2401405
-0.259043300358715,-0.229078041515415,2405144
0.225266693892127,0.462168459367791,2414406
-0.182551691171117,-0.198140334657559,2419459
-0.243673391821094,-0.226514032617358,2425694
-0.265887926120719,-0.231882427895814,2426863
-0.165511703309151,-0.213385796701381,2430773
-0.0842679665258859,-0.14571306982779,2439458
0.147402728807535,-0.154418312174083,2443354
0.197584932190291,-0.114303557971475,2445526
-0.2133546478452,-0.223179086933024,2448298
-0.21411891030718,-0.220849879119411,2453577
-0.167736899195989,-0.214850531660434,2474709
-0.186529942126433,-0.211385648344108,2480056
-0.266080562229586,-0.223609523466486,2480330
0.247093691668648,0.0500112673915706,2487135
1.32519635895238,0.161124018053376,2488660
-0.201855416704648,-0.222524527188041,2490180
-0.258884550183733,-0.230386218491362,2493534
-0.161075367447159,-0.179532154187091,2498991
-0.218559042820282,-0.13968287150439,2500377
0.00765400567578943,-0.161996363173045,2504802
-0.233846067281558,-0.227916839396953,2510402
9.6608706703323,5.5022083277247,2520618
-0.260324104177615,-0.230497862560532,2559453
0.0389474927503632,-0.118604094545757,277752
-0.187797324199394,-0.0763736077571763,308862
-0.257220683937847,-0.22238192663218,58325
-0.26365423429036,-0.158390503395975,92173
-0.174994191863989,-0.226824517082633,923666
-0.236452838939426,-0.225675475286263,965005
-0.0881717989232502,-0.182349024740353,983079
