"mkm5d_gtvper_lbp.3D.m1_glcm_Autocorrelation_242","mkm5d_gtvper_lbp.3D.m1_firstorder_RootMeanSquared_242","sub"
-0.191738156187941,0.234142000409542,1085983
0.167956587122375,0.0956724967950025,1125173
-1.33616375881645,-1.61460293241701,1154608
-0.600738999790293,-1.32254110953213,1181124
0.739442371733628,0.744768140998412,1183075
0.154337259380434,0.491891764660332,1232870
-0.440688740421992,-0.00278968448833087,1279943
-0.518424908743053,-0.0986469246124428,1329352
-0.468128391955444,-1.03338483104297,1330263
-4.25478089365108,-1.36817039236528,1364384
0.752252385915713,0.834666254978332,1386095
0.707215704569489,1.16172508380482,1458656
0.684354821621637,0.580787393268357,1485662
0.188546352474626,-0.478782057107496,1497807
0.288059207654046,0.202302100409717,1501387
-3.55890949365691,-2.54236199446431,1518948
-0.449059000192364,-0.294277665811394,1526417
-0.509196060358768,-0.534455030472462,1565177
-1.98289966009595,-2.5837197880147,1606693
1.43065802527415,0.659549739758726,1612262
0.00756478685322015,-0.39273226760749,1614566
2.1449300982493,1.45963129342685,1644034
-1.36408296596081,-0.678759513074484,1668599
-0.220133007093121,0.192185618312221,1671370
2.05230315224347,2.65204363390644,1684230
0.644010390027875,0.655376034286195,1692385
-0.143867213698889,-0.525023681749038,1720713
0.415427100643398,0.0662340137732534,1738800
-0.302200062460375,0.128356116537502,1740845
0.447522345899256,0.803367619493199,1742294
-1.24552135503707,-0.344510976389044,1767700
-0.237668230456446,-1.15027800615085,1768972
-0.310142013798797,-0.89920107897865,1889409
0.151446899294665,-0.614327426179645,1915938
0.38482032230023,0.752714175287483,1916742
1.9139872306947,1.09638557043123,1919296
2.30425749657585,1.97867140369209,1926770
-0.280213308344036,-0.792100230319555,1938156
-0.842929259991914,-1.19378829985674,1938561
1.86775495297599,1.22679003059304,1966316
1.45555273069884,0.629995991093957,1967281
2.61757074606871,1.58700915082714,1973544
-0.188536288009093,0.862866299414337,1975401
1.17890105070301,1.1485910721319,1976407
0.386514893401617,-0.119269489886366,1978972
-1.0032354285924,-0.07031362710621,1980052
-0.595632180921476,-0.6581117807009,2001182
0.225817686027382,1.8951953001226,2002465
1.84346379451922,1.35546665953941,2004451
-1.39453775780649,-1.50903576023474,2006164
0.62161883904626,0.145886888762819,2007309
0.636617373842324,0.675801589086746,2009915
-0.430537729422481,-0.0969914233059653,2010259
-1.07683445644925,-1.30133290150667,2010554
-1.5567832452306,-2.04982332678356,2026671
0.267966640147222,0.753595857145989,2033049
-0.188137184997623,-0.240173251056341,2034136
-1.71324645499947,-2.03739717486367,2040495
0.891930234104402,0.270057198271663,2047354
-0.598228116506676,-0.553626742984706,2051378
1.06727721167086,0.353133203576606,2055667
0.280589187984009,-0.430056703892609,2057358
0.248638821680177,0.630487633178622,2059713
-1.19287829360551,1.67897647597858,2069079
-0.730131522500443,-1.11781530895577,2070958
1.42941036314987,1.68147192620327,2072215
-0.101932227433022,-0.932102612000171,2075832
0.89480034049127,0.480366169122653,2075846
0.0446407890774094,0.983457280265717,2076301
0.280262901182866,-0.630890139619713,2078198
0.39604305357867,1.38601528095827,2078899
-1.33622511970894,-1.06618035467336,2085349
-0.789374196710848,-0.884745209091922,2086044
-0.97797978214447,-1.1198090179567,2091555
0.368997484329325,0.20803220766391,2092954
-1.87676658372405,-2.15848978651315,2096627
0.276949476054014,1.42556540235677,2100050
-0.620719739097435,-0.215093155011988,2108003
-0.789280425133216,-1.3099752783024,2109902
-1.7180813105147,-2.11372940586149,2110540
-0.0214487538064882,1.05447915512156,2116787
0.963929238406279,0.395093840064187,2119177
-0.470635327112446,-1.19965091626526,2131601
0.131549750920091,0.888458390193935,2132424
-1.34938388043434,-0.507469851116583,2132982
-0.70247388528682,-0.762237605453478,2133204
0.0206825962959841,0.910462365581822,2133380
0.319392034950196,0.485546484149111,2134220
-0.406643170962816,-0.71810318619527,2135748
-0.793942062324947,-0.15133147267868,2137799
-0.352328903807379,-1.20790819386655,2138375
-0.978622053216944,-1.04077278533852,2138678
0.439006430554992,-0.0488326328736159,2139733
-1.95229757752312,-0.896582732904562,2141116
-0.39066368459186,-0.0246513189813401,2145166
-0.664508834225995,-0.651172725628875,2145694
0.450472759979512,0.805804164791933,2146138
-0.290980831013429,-0.316642840397193,2151024
0.214198160397012,0.229711771394463,215131
0.760368368637516,0.0312453272418528,2152442
1.01969833025787,1.14765413307159,2157529
0.626441814106783,0.887042220525821,2158101
0.439720482038487,0.189336642576743,2158329
-3.1419807769309,-3.2669589063314,2168082
-0.447929266591541,-0.833323821892046,2172217
-0.143289774524441,-0.873184960815538,2176530
-0.0375520601953387,-0.106949081809078,2176784
0.959277117549973,0.247863583424143,2181724
-0.595695703214959,-1.22984890871313,2183291
0.386542652974525,-0.103831105844841,2183356
-1.41465874697462,-1.70848564011222,2185290
0.237829028263113,-0.255663628883476,2186951
