"lemd_prc_log.sigma.3.0.mm.3D_glcm_Idmn_232","lemd_prc_log.sigma.4.0.mm.3D_glrlm_ShortRunLowGrayLevelEmphasis_232","sub"
0.122120372110487,-0.354112283997477,1916742
-0.814035138282014,3.34876578056982,1980052
-1.32955930054409,0.900491570683205,1926770
-0.209424008871899,-0.248095897564813,1979045
1.31218544867133,-0.819747984688655,2196212
1.08599657331628,-0.687742545084604,2393207
-0.801276113976477,-0.382326210519344,2146138
-0.721060747258289,0.806670030407616,2228399
-0.922699788295829,0.135264650782061,2144796
-0.503573418660028,0.147608575837089,2234271
0.535468089464997,-0.74479695186986,2296332
-3.26852169764475,1.32457878337839,1684230
0.744649505817279,-0.799064831372091,1720713
0.989404627192701,-0.718363414458898,2186951
0.38281664295737,-0.0217337858317103,2439458
1.06912286846954,-0.793239445452464,2135748
0.260517372108465,0.1658415576066,2141116
-0.777800509954092,0.221139395638659,2108003
-0.891275822951077,1.1644463691761,2006164
-0.452593051338526,0.52168991947317,308862
-0.263366950095902,-0.0465787775928707,1085983
-0.221265513261486,2.11883319348707,2004451
-0.717415825729895,0.107083695999066,2359944
0.320409842031634,-0.411144789862526,2069079
0.319265787853357,0.259363117141193,2059713
0.462995230092823,-0.451746851740886,2294873
-0.427990365021233,0.623431051459709,2033049
0.212969329691547,-0.339412380782365,1485662
0.378107448846621,0.145421728025897,1526417
0.195630114073762,0.618603297140718,1386095
-1.89843468726143,1.38746821053788,983079
0.113143035150523,-0.280366295991473,2132424
0.222869286974538,-0.412380259683328,2138375
0.451360339484536,-0.29488912830105,2490180
0.474312669375052,-0.728584353125243,2034136
1.09643756133256,-0.484538031753115,2510402
0.0764028457704199,-0.741982633586711,1330263
0.83882848714657,-0.307087114383025,1768972
-1.88503642528847,0.745792724407173,2306459
-0.280472035760899,0.172612611118282,2181724
-0.115223015727415,-0.469683937976022,2217034
-0.433287310415663,0.533135331983862,2218615
0.542351817195268,-0.854903200485813,92173
1.18830893797606,-0.87295190540545,2414406
-0.127174340064277,-0.625916672855264,2381907
-1.48611856859989,1.83464214826729,2002465
-0.0754453442635644,-0.289096916146752,2474709
-0.185510797176142,-0.3450588638759,2176530
-0.152990616962736,-0.51932542653715,1279943
-0.986755388751455,0.240728585030091,1976407
-0.232073110089569,0.325820813998595,2250836
-1.76991464268755,0.460770921995108,1915938
-0.818435238976128,0.17968706365307,2133380
-0.555201714242086,0.325970865913792,2271329
0.355478032824602,-0.722873511528628,2286108
-0.161944720965301,1.17811528978177,2040495
0.247686552990546,-0.661049896298629,1125173
0.0553800895352077,0.296823170920656,1767700
1.31449963575749,-0.630939665402479,2138678
1.14315651669778,-0.681523700944056,2443354
-0.722282274565793,-0.389638552813646,2234422
-0.000801195421557596,-0.63163511054217,2151024
0.397551387561635,-0.207699349088301,2057358
-0.692363681628115,-0.569370353945125,2425694
1.00282207106937,-0.684117303966335,2500377
0.474681910135088,-0.73103884578337,2183356
0.546907316496943,-0.430468956205913,2131601
-0.161586021778035,1.35417764497053,2152442
-0.32771611996646,-0.559844114686481,2306893
-0.537561408405573,0.805259298181259,2009915
1.28611775539777,-0.800748040509973,58325
0.0622282917608217,-0.616202035940802,2395943
0.944604999541868,-0.909372255389256,2480330
-0.653781458352617,0.214031544531026,2076301
-0.236812530307634,-0.285402749832108,2205389
-0.0364133572944182,3.24519204766087,1975401
0.104483086614264,0.114381359236019,2250648
0.478920942695146,0.763429211787442,2185290
0.164779810414985,-0.641554533619561,2091555
-1.38136437358951,1.18587499727958,1232870
0.142566948936769,-0.376154060537063,2139733
0.914146664358898,-0.846831639305781,2559453
1.40432209131824,-0.867041473296954,1938156
-0.137153296797159,-0.277789764000393,2158101
0.989335626314705,-0.243153272325785,2199403
-0.137701199261569,-0.0780259867760136,2430773
0.193774754050064,-0.587104527242703,1738800
1.03386868663123,-0.775712221676836,1565177
0.00128602093242756,-0.0353909671956728,1978972
1.08671762192402,-0.513453102556296,2487135
-1.24666059240616,0.288089186250033,1612262
0.173036627059666,-0.0508862153668215,2051378
0.239908932306579,-0.219925132439075,1497807
0.288398356786715,-0.233254803536679,2026671
1.15958019684319,-0.871037282020544,2340322
0.778077655436982,-0.839190158905704,2293123
1.20372605723779,-0.71031558226447,2395415
-0.207415859778222,0.137331160278943,1966316
-6.49184939909035,3.45281400407922,1973544
0.0828778080274016,-0.493192539854516,2010259
0.380379517592165,0.513618862619242,2145694
-0.133530547884059,-0.652409435887015,965005
0.336357064538283,-0.535784742701542,2096627
0.321876111880618,2.6325492463424,2047354
-1.13982917674463,1.65115942302055,1364384
0.50548038307593,-0.533790027211113,2244172
0.747427093288077,-0.696747699437266,2132982
-0.0583968487001769,-0.658192251673416,2134220
1.19928300129686,-0.754307536552948,1889409
-0.133318969614407,0.809061802551899,1938561
-0.106323468004467,1.15465816587982,2055667
-0.29334684579237,2.42443044492333,2176784
-0.949955340669179,-0.490439682549535,923666
0.78564564463277,0.0664268948696662,2086044
1.29448096213044,-0.701799806308766,2078198
0.375666826144879,-0.703925720191477,1501387
-1.61074115401988,2.18770792270536,1518948
-0.00511939709516171,-0.735098203887882,1606693
1.05622417727324,-0.442398993242375,2305115
-0.32524298166864,-0.53339393671996,2237571
0.507105562874734,-0.531804180614027,2285214
1.25593517518283,-0.86817547151059,2426863
-0.163237154714112,-0.514068057484865,1979422
-1.36554437068199,-0.480439077664408,2480056
0.49192977583404,-0.508732477529208,1668599
1.29113245075965,-0.825216902820294,2339674
0.313766127418407,-0.311819608679683,2133204
1.1051653861677,-0.540606058876702,2294852
1.25727939050706,-0.86311095894182,2445526
-1.10450587723855,3.25230427219417,2200416
-1.26863478526856,2.93360216142647,2168082
0.313386165475017,0.185029370289322,2075846
-0.786472569211665,0.0564384029162758,215131
0.226361732553533,-0.581305423874372,2274521
-1.16477242449539,6.07519529401628,277752
0.690931505192204,-0.797700810337252,2078899
-0.689301891163477,0.807082842845535,2172217
0.478632530969104,-0.442432970816362,1614566
-1.56811703602784,1.06327826835554,2100050
1.2365086844051,-0.666292305812615,2183291
-0.893865581552861,0.446804935480961,2336735
-0.261335692003447,-0.464806489365612,2352038
-0.427640393893917,-0.501597308625854,2305114
-0.0446552297093016,-0.473685056164241,2448298
0.270810977273069,-0.632017258758241,1329352
0.127389606906026,1.57374105522645,1183075
