"mkm9d_ptvper_wavelet.LHL_glcm_ClusterProminence_233","mkm9d_ptvper_wavelet.HHH_firstorder_Median_230","sub"
-0.339689554256936,0.102202397779996,1085983
-0.182587747189456,-0.146269390982753,1125173
-0.122976315878977,1.3304257416024,1154608
0.282478701927835,0.058180558672641,1181124
-0.263541681566328,-2.20176963983188,1183075
-0.313961471604186,-1.66957269958052,1232870
0.327691641187619,0.201201272190082,1279943
0.192535470411852,0.48063448131382,1329352
-0.186638785761642,0.138322196556551,1330263
-0.313365229959268,-1.48373528928455,1364384
-0.0835593283898826,0.867193634692184,1386095
-0.0327031271335384,-0.473045829653475,1458656
-0.316672587256888,-1.65953848893344,1485662
-0.0564120777392895,-1.32261554104621,1497807
0.0729051520117076,1.07822371410465,1501387
-0.358193698020937,-1.17402108817099,1518948
-0.232763185146892,-0.0296984279448291,1526417
0.213232322072631,-0.177303477349415,1565177
-0.34030587719045,-0.0634386731093297,1606693
-0.00636675272525008,0.752422313248702,1612262
0.0712504931463075,1.06347458494766,1614566
-0.337051089380833,-0.89666971552115,1644034
-0.322795502857796,0.116820841625182,1668599
-0.0161578271656063,0.789376617190007,1671370
0.0952410091573776,-0.172936880054355,1684230
-0.193117878615892,0.395190976000982,1692385
-0.12539501107013,0.0178915633590205,1720713
-0.297028015982913,-0.275574248651553,1738800
-0.189904023023867,-0.50734215216954,1740845
-0.280230580768634,-0.948151383536157,1742294
-0.207254076891172,-0.131511365712314,1767700
0.138089890789403,0.183847203198011,1768972
0.355625654654397,0.708624682142788,1889409
-0.156577402300619,0.221372204166993,1915938
-0.124440070628571,-0.212868928273984,1916742
-0.181874906108655,0.339911975476756,1919296
0.0301456359200128,0.291097714659686,1926770
-0.16842436136394,-0.0597148227133966,1938156
-0.34548714384887,-0.579237211788124,1938561
-0.320520064364079,-0.733644577598594,1966316
-0.286898029456759,-0.104493015223357,1967281
-0.256942820625816,-0.996133063256756,1973544
-0.253100369060074,0.00807289970378124,1975401
-0.331172358562167,-0.187068966999685,1976407
-0.206046994025874,0.665055323362321,1978972
-0.0850768176549368,0.229210988050757,1979045
-0.377331148453853,0.114995808815072,1979422
-0.0732123224983013,0.512992294228764,1980052
-0.0851150449284095,0.183079678309074,2001182
0.253798156814362,1.68695542087164,2002465
-0.237357238439033,0.771967258258326,2004451
-0.0855201199945428,0.153234503998651,2006164
-0.242537516976975,-1.15407749350882,2007309
-0.296647789536883,0.496412187106868,2009915
-0.3164009437982,-1.49836832578242,2010259
-0.154408276833806,0.605233381442393,2010554
-0.171897479126776,-1.15907739031157,2026671
-0.314023474345058,0.297124858545691,2033049
-0.109873869552855,0.00768405685430489,2034136
-0.340364352836265,0.924350352907392,2040495
0.489493859067868,0.875859681461219,2047354
-0.279848549430133,0.0807970949313971,2051378
-0.324762232016138,-0.887649294288745,2055667
-0.294420267597252,0.425531024996681,2057358
-0.356376716153921,0.048284394519941,2059713
-0.117489081311833,-1.35499955587975,2069079
-0.315131025722367,-0.100395830724937,2070958
-0.228847988673921,0.636936578767362,2072215
-0.354411067150583,-0.362589134042758,2075832
-0.208592166272966,-0.000278905099102698,2075846
-0.22368502001827,1.68117603860945,2076301
-0.0795554111068778,0.158796471949933,2078198
0.144433165871695,-0.849385975354936,2078899
-0.288062490542829,1.02672371339413,2085349
-0.0955408380671372,-0.0723876660091963,2086044
-0.306106057342881,-0.0207453274834666,2091555
-0.238566094320836,0.0726741434577248,2092954
-0.181399978692093,0.0481955712049356,2096627
-0.121084381199834,0.113754525349761,2100050
-0.28605976608797,-0.590755052028771,2108003
-0.312480523343208,-0.532617058990942,2109902
-0.309776172601456,0.684429242482504,2110540
-0.0883106351160477,1.30757576613821,2116787
-0.189435373672843,0.367957346052152,2119177
0.0181823268676809,0.48756121359554,2131601
-0.291808674816678,0.700574747979391,2132424
-0.319011906714438,-0.125555315068305,2132982
-0.279272835932379,-1.12332444001408,2133204
-0.143732070470512,-1.11010090243415,2133380
1.23219476038881,0.0358152754649647,2134220
0.333997227022872,-0.331076484333708,2135748
-0.0485562638934836,2.62765462686224,2137799
-0.198340035657757,-0.611578832263276,2138375
-0.189916989000764,0.0930566959219662,2138678
-0.111345077991761,0.204729445922912,2139733
-0.289558795714227,1.59983231204439,2141116
0.0665020808421249,-7.99720165810478,2144796
-0.0847236752030341,-0.114768361348989,2145166
-0.263229954213276,0.914337544817581,2145694
-0.18269474716176,-0.0195352398667796,2146138
-0.268404813581392,-0.128243260073721,2151024
-0.140842529232081,0.352307104377944,215131
-0.235261488085885,0.0808677449891262,2152442
0.0772107747128942,1.03966867182966,2157529
-0.0842820227895461,0.015809937667886,2158101
0.528230185433879,-0.132071983000267,2158329
-0.384713787195153,-0.290414263011325,2168082
-0.296613837915532,0.736378869845615,2172217
-0.170478580165875,3.48958853073248,2176530
-0.126590946465414,-0.684694291639777,2176784
-0.158224294852547,-0.804172792082562,2181724
-0.145771080554895,0.149047904372089,2183291
0.135123570100303,0.0820947654876114,2183356
-0.370136951031936,-0.205630259124769,2185290
-0.0779359268613469,-0.114239869515681,2186951
0.049035109909527,-1.18914071937491,2196212
-0.130993794909707,0.0441493934323286,2199403
-0.31344604515291,-0.769233095723774,2200416
-0.136128898187286,0.196992248520565,2200813
-0.0346986508500027,0.295983842818369,2205389
-0.158253203921483,0.109803051190722,2212664
-0.154361891614507,0.366140528365033,2217034
0.109105812414462,0.731204120635613,2218615
1.13705917031139,-0.182409262763776,2219842
-0.00649743016174244,0.0580736323612798,2224150
-0.0448453189043686,0.373974858787386,2228399
-0.0986323541999716,-0.12899890005775,2228400
-0.0848076724990307,-0.289959620809965,2234271
0.239866581374913,2.03394898537205,2234422
1.26857099308858,0.465286988540604,2237571
-0.0431687167742865,-0.680561133550151,2244172
-0.27698916365995,-0.251682325357698,2247869
0.409982126238472,0.0330294407834782,2250648
0.176473330210588,0.0556192130362769,2250836
-0.27389538346175,-0.093975236494489,2267382
0.0127520147499198,0.776728786781843,2269346
0.352845668393484,0.712286270553941,2271329
0.114689357672695,-0.388874976604531,2274521
0.425606345506047,0.515268575097314,2276121
0.0643236944630562,0.065512296517855,2278618
0.0449839018011072,0.894674518224322,2285214
-0.101072753970209,0.0876722016507372,2286108
-0.194844505252713,0.18938733621713,2293123
1.06534365811828,0.0452328762752774,2294852
0.565425385584889,0.0582872687965551,2294873
-0.200698176924461,-0.48297562176358,2296332
0.378475553691137,0.0189768243437221,2305114
-0.0617654818173747,0.820696903308581,2305115
0.0498861150683893,-1.56005594375252,2306459
-0.113882533817691,0.0801444304331322,2306893
0.164897367970421,0.0123260661476637,2317120
-0.274242568866269,0.26269604555264,2319068
-0.115591225327837,0.718761408877306,2321962
-0.105851160926073,0.0686312436272852,2331869
-0.142941046257061,-1.38620163070222,2336735
-0.162428707602967,0.0576249569334611,2339674
-0.233228153260568,-1.0250521986373,2340155
0.1167200460533,0.480660834563628,2340322
-0.38498726525869,0.613775487947976,2350037
-0.149231375116865,-1.35630563072297,2352038
13.3162757874274,0.800948007061314,2359944
0.00734049407496638,0.0578829982703814,2381907
-0.159238053099052,0.221608324096772,2393207
-0.179887901789033,-0.125056203109066,2395415
-0.149456231006502,0.139330916375589,2395943
-0.258600737001026,0.217419368027037,2401405
-0.147470976196507,-0.162052987883736,2405144
0.297572798710948,-0.620373337613408,2414406
0.0985620367880587,0.182892741023522,2419459
-0.246103181842342,-0.194065938582984,2425694
-0.290153711347469,0.524979282848475,2426863
0.166817012619931,2.91871133243674,2430773
-0.0797292451423003,-1.02266129518427,2439458
0.160894699308643,-0.236826042892528,2443354
-0.0401688347208324,-0.281636663519561,2445526
-0.0570260422490939,-1.75335847954859,2448298
0.0195195025285144,-0.279611203327196,2453577
0.00211257369082073,-1.67712455948442,2474709
0.413233386823267,0.222014280885034,2480056
-0.308452498436508,-1.15320517715956,2480330
-0.146164894992135,0.399079323425453,2487135
-0.00050463957411827,-0.276811013799219,2488660
-0.140534949726049,1.48153471391293,2490180
-0.169354545649241,1.54552209070834,2493534
0.283204698298967,2.13398228969332,2498991
-0.0145695087699736,-0.21432306989976,2500377
-0.244548550203027,-0.542283318602968,2504802
0.0858497583437863,0.161657599314576,2510402
0.0601300959764322,0.0417282615695008,2520618
-0.0181267879499076,-0.567078721666587,2559453
-0.341898927662558,-1.31387776328221,277752
-0.294379404132624,-0.232061033751112,308862
-0.0985622827546464,-0.0723932328359604,58325
0.0133711459846177,-0.19223740353623,92173
1.81109621346864,-0.505197442981326,923666
-0.130789834674796,-0.00814851731283017,965005
-0.325867834610601,1.57445670511011,983079
