"mkm7d_gtv_original_glszm_LargeAreaHighGrayLevelEmphasis_250","mkm7d_gtv_wavelet.HHH_glcm_ClusterShade_249","mkm7d_gtv_log.sigma.4.0.mm.3D_glszm_LargeAreaHighGrayLevelEmphasis_240","mkm7d_gtv_wavelet.LLL_glrlm_ShortRunLowGrayLevelEmphasis_238","mkm7d_gtv_log.sigma.2.0.mm.3D_firstorder_Kurtosis_234","mkm7d_gtv_wavelet.HHH_gldm_LargeDependenceHighGrayLevelEmphasis_232","mkm7d_gtv_wavelet.HHL_glszm_LargeAreaLowGrayLevelEmphasis_228","sub"
-0.228587004591046,0.207493165821138,-0.2361898817241,-0.369585732493334,-0.231215348959087,-0.390411158455542,-0.221372353042206,1085983
-0.344897395389494,0.0814043570651641,0.643345476576988,-0.449881131881586,-0.235413214790614,-0.374903266605028,-0.201130252464736,1125173
-0.218381663803622,-3.50732154472751,-0.317187125759308,0.136184974715712,-0.502049666879399,-0.426218807791189,-0.222688536537008,1154608
-0.300809539466536,0.110217256766379,-0.302520029810305,-0.393271881718339,-0.319761593954506,-0.20140543264932,-0.0711768302081308,1181124
-0.473182858955557,-0.41080881474985,-0.316581634757429,0.0884114241030943,-0.501687662992477,-0.318017132650044,-0.219670640126839,1183075
-0.481424182546034,-0.209112183659601,-0.317737415884877,1.05868343325551,0.00752892840442726,-0.57985018197529,-0.125688785877899,1232870
-0.163584999788418,0.0942998727894825,0.756932924538974,-0.455789368596386,-0.126155531013822,-0.243677333164388,-0.201501677192278,1279943
-0.467453910791273,0.0108072554287683,-0.310091945365959,-0.0482511803931855,-0.568912725754008,-0.459769531349425,-0.221731330969299,1329352
-0.404535281324003,0.0485759675083397,-0.262745710739338,-0.382538237639563,-0.317304907777051,-0.476502544238174,-0.199367445378227,1330263
-0.489942310099192,0.860320905575729,-0.319657484809978,7.95020359881993,-0.550240116501274,-0.747459011343193,-0.222114666218393,1364384
-0.462085857688171,0.208744681172926,-0.317562432275477,0.513627113692081,-0.6067679428845,-0.605633447296828,-0.221927056893542,1386095
0.235204195023688,0.263509158834227,1.1819488366142,-0.450245702946474,4.64029147327521,0.158630897795906,-0.22247607394048,1458656
-0.24078155700015,0.00604241323702692,-0.0203181877935976,-0.284595362247358,-0.569902442253542,-0.513808109715083,-0.0564167497508134,1485662
-0.43406134268143,0.045988596093644,-0.284515201578226,-0.364103211125306,-0.517747778097344,-0.206746107895546,-0.0445281211719436,1497807
-0.386048132971447,0.125816850690153,0.00661041176540582,-0.248265445375039,-0.0455811960440425,-0.535210909870312,-0.193083838033367,1501387
-0.478013872888887,0.395886841859961,-0.319201515004152,0.885263583150138,-0.479715785281574,-0.700245566945133,-0.222494022572538,1518948
-0.446964963821241,0.841598416599511,-0.317586216884108,0.215587541998893,-0.547572815100681,-0.186659314100855,-0.219591597385618,1526417
2.33530505983268,-2.55886193669952,-0.283084383315551,-0.44912922812,-0.294458499330238,1.71187081909421,-0.222542112515298,1565177
-0.164162468499205,0.103579235128184,1.68638541183825,-0.45990479501265,0.797303487869803,-0.138385992309051,2.27044629365633,1606693
-0.337320691552132,0.0853821656823876,-0.151612594291457,-0.0913800892065467,-0.260567074351974,-0.620611811322866,0.0922717553302352,1612262
-0.42773250275225,0.227541242703922,-0.309065693417615,-0.267050247881242,0.207707926307677,-0.415092181836032,-0.207936852680841,1614566
-0.0277671928280993,0.0866910496981552,-0.210868601320036,-0.19466045601773,-0.00986627248450143,-0.47744042991492,1.13657517253724,1644034
-0.0676370176780214,0.264075062189095,-0.220903034338894,-0.425912834692186,-0.0576254279676834,0.30299861958967,-0.22159758864916,1668599
-0.470308218333327,-3.16518927902103,-0.319158273258468,0.265383919214981,-0.603665289099132,-0.431699519780855,-0.223319427721592,1671370
-0.47413139080533,1.34309321199498,-0.299232197842509,0.0343967121336703,-0.193818267740389,-0.590714646417276,-0.221625515648014,1684230
-0.471574568489998,0.0314908852947431,-0.313245733582935,0.181434615182188,-0.539412557236024,-0.64325070968584,-0.147908929488921,1692385
-0.0565237278680239,-0.0814959581597297,0.214794687182909,-0.435106155322145,0.603950545789186,2.94401395462698,-0.165158655856038,1720713
1.06172483112192,-0.0223100719462047,0.214556730669031,-0.445752948294554,-0.261152971060276,0.202739311202051,0.0633095666766466,1738800
-0.370449442922173,0.0876220589091652,0.813041406400423,-0.393969618883898,0.122497391751449,0.106488113673445,-0.128192903188652,1740845
-0.479413465034213,0.924561164476819,-0.314755459981334,0.259992853143841,-0.505705607940585,-0.532234152450608,-0.221948705804441,1742294
-0.199683439072224,1.1495232742404,-0.300157427458732,-0.333721769276783,-0.034501786969855,-0.11823133013037,-0.223477111179007,1767700
-0.0987756495522668,0.0933997445887817,-0.240729320949646,-0.456635106930589,-0.012227490298984,2.06938842119345,0.296953259090333,1768972
2.54471226452066,-0.262126937484754,-0.190491473037315,-0.452302960188775,-0.0514959251127278,0.575655689942317,-0.215643261439972,1889409
-0.474608677397246,0.0807810967589574,-0.314696394814448,0.57598301579801,-0.543300290965653,-0.741617621654161,0.716575594857501,1915938
-0.40201754497081,-0.00577030173046769,-0.0365409609162844,-0.384169176078714,0.317024954935925,-0.201700801748635,0.170446750061928,1916742
-0.473157595196723,0.0950745939215693,-0.318919166153198,0.602895271009261,-0.587822763406993,-0.747817366583966,0.273644859678029,1919296
-0.472037157751746,0.151993799615439,-0.313132121196769,0.271316679075124,-0.574786937985849,-0.682114817075175,-0.215527192516627,1926770
5.22200360850803,0.373341892606513,-0.0985550063778343,-0.465488368816968,1.4115353580574,0.891573425752975,-0.135827826849031,1938156
-0.208529592688307,0.179574528602919,-0.23864829331248,-0.349987028116081,-0.243606378959414,-0.48005664863005,0.550489788835613,1938561
