"mkm10d_ptv2_log.sigma.4.0.mm.3D_gldm_SmallDependenceLowGrayLevelEmphasis_249","mkm10d_ptv2_gradient_firstorder_Minimum_241","sub"
-0.12942578603277,-0.0871245359982964,1085983
-0.717048259122609,-0.677090447144492,1125173
0.0453311213190254,2.97381535409346,1154608
-0.20131580884707,0.177581736702992,1181124
0.391339903164104,1.05603319282274,1183075
1.49263793209363,0.602508628703116,1232870
-0.192870252040926,-0.971719848939919,1279943
-0.717843293418798,0.233726385209179,1329352
-0.769212812970591,-0.0888620223208576,1330263
2.17403713791891,6.37148811741308,1364384
0.18843658771124,0.500321621356177,1386095
-0.674440290645602,-0.828955199993542,1458656
-0.544422182083004,-0.787666368157387,1485662
-0.505247227401755,-0.468830555605984,1497807
-0.617469175538298,-0.592056488050812,1501387
3.31938647997202,0.788607147089439,1518948
0.174816447373493,0.951897942782404,1526417
-0.754318759433562,-0.10513874069784,1565177
-0.867798287133713,-0.658159857285258,1606693
0.230441609252875,-0.575686028737688,1612262
-0.391256544515704,-0.562430044518968,1614566
0.39362999600548,-0.848760544521277,1644034
-0.542401050853299,0.240643283283253,1668599
-0.0107769097607885,1.85908928978073,1671370
0.724355742386509,0.554826896481197,1684230
1.59967642901502,1.18793324798203,1692385
-0.679131184086011,-0.260003203503425,1720713
-0.530193594054603,-0.720520950759349,1738800
-0.846263819951741,-0.399307378145627,1740845
0.259319596567678,0.215375921870389,1742294
-0.0669774488657888,0.921554168918232,1767700
-0.352216133086611,-0.703642535159539,1768972
-0.909256990727245,0.0107781633783131,1889409
1.60256172680013,-0.357202524387997,1915938
-0.640073655720396,-0.557638005291635,1916742
1.62619940282679,2.70306992766666,1919296
1.0968523253925,1.07509796466669,1926770
-0.949845483865917,-0.666727444518799,1938156
-0.167502996756528,-0.224675150769216,1938561
0.267454127825786,-0.39718309794664,1966316
0.0607622045154822,0.28054940416422,1967281
3.35329672267301,0.592342302019575,1973544
1.37698652040612,-0.43643547545402,1975401
1.24992608094935,-0.665809452004237,1976407
0.30788526963191,-0.123224954895654,1978972
-0.141499853198052,-0.190371433147908,1979045
-0.0533326252032704,-0.672908109767249,1979422
3.97390418057872,3.42885803274269,1980052
-0.620236765373136,-0.692746340775669,2001182
1.14122601879762,3.29752968156431,2002465
1.59490736434569,-0.406306572789153,2004451
0.560355040673576,-0.073509597289536,2006164
-0.0464133090297215,-0.78178743556553,2007309
0.0915252657334961,-0.224441891430175,2009915
-0.47149974877921,-0.903538394885511,2010259
0.243580729755085,-0.593131358400893,2010554
-0.303248356453909,0.341207376562915,2026671
0.1226386954443,-0.395841599570373,2033049
-0.696865832514986,-0.756401772834079,2034136
0.6632315193883,3.20290302859385,2040495
1.94696880645632,3.03642992743088,2047354
-0.10003629547492,-0.206607003240164,2051378
0.167994712533754,-0.72071714449504,2055667
0.0819727811781929,-0.31503794132332,2057358
-0.0163572553695241,-0.916431470521205,2059713
0.13623260896334,2.29411538532493,2069079
-0.164018790446064,-0.697911414921722,2070958
0.884588559083913,-0.409745604979335,2072215
0.0121251749608884,-0.0209726246467126,2075832
-0.676991689027771,-0.704724542165252,2075846
0.359956545328503,0.426281198057423,2076301
-0.951406617643984,-0.480984280147603,2078198
-0.941109605511283,-0.967360959703523,2078899
-0.0472493222562358,-0.715464244478774,2085349
0.335916096793159,0.0904569303916655,2086044
-0.715856804626672,0.78774894817612,2091555
0.120479739302514,0.514484089428575,2092954
-0.457563987590977,-0.280872520515209,2096627
1.5021298911567,0.5084256474446,2100050
0.168544306919206,-0.497343809447596,2108003
-0.730978476356452,-0.496783678421762,2109902
-0.407179993895011,0.414128180751949,2110540
-0.606215574147397,-0.506388266724596,2116787
-0.687290777681174,-0.562648451898991,2119177
-0.598733455646465,-0.0365446786477599,2131601
-0.0207351099648778,-0.146530700422589,2132424
-0.740732278536871,-0.83169130375105,2132982
-0.676866961233519,-0.670387327268409,2133204
0.216987708271813,-0.0355654780596677,2133380
-0.760003729140122,-0.720045270158496,2134220
-0.892626319519717,-0.486027838265324,2135748
-0.326014816668043,0.0410548141030249,2137799
-0.445714869672828,-0.994027700341599,2138375
-0.655949065159965,-0.695389668009959,2138678
-0.498105092231986,1.33593565566178,2139733
0.368972294334598,-0.25606749865776,2141116
0.552934257241412,2.88703104983824,2144796
0.950545551668618,0.625087206885906,2145166
0.0323602636860599,-0.260220903647304,2145694
0.0343663916457025,-0.074293986467128,2146138
-0.720851892938777,-0.762029122241352,2151024
-0.196046351509904,-0.752977946220987,215131
1.21977841463068,2.43161829380325,2152442
1.71996051878528,-0.0739672433687245,2157529
0.441994167987467,1.56941282343533,2158101
-0.202589977306338,0.777706066346757,2158329
2.62879251436485,-0.507356794476338,2168082
0.627811117125424,0.135826643365534,2172217
-0.124211619475877,-0.574824743703014,2176530
3.8505083846634,1.17816104471313,2176784
-0.0745909936443483,-0.201432799318437,2181724
-0.515731429000148,0.133604121636764,2183291
-0.735773302908103,0.26864430527422,2183356
-0.205140171972377,-0.157474472510675,2185290
-0.525677386804182,0.569893340933672,2186951
-0.896980737066691,-0.385089038417875,2196212
-0.208542239053184,-0.20544797178898,2199403
1.21625359985507,1.41756485137115,2200416
-0.137418429162545,-0.263412210304596,2200813
-0.269353761234826,-0.511899822286883,2205389
0.135612752236489,-0.956884702853541,2212664
-0.568643926385769,-0.160469939050348,2217034
1.29794424032524,0.99510235586095,2218615
-0.66605896467045,-0.138405843015024,2219842
-0.730277859646842,-0.171679503340086,2224150
0.942534091644345,-0.613982865920693,2228399
0.115955686789787,-0.988770621202666,2228400
-0.477704970622064,-0.453396669829744,2234271
-0.394399385133891,-0.147436477040123,2234422
-0.488243337094016,-0.790364184721842,2237571
0.120723098162051,0.673488648325363,2244172
0.211703826305371,-0.110918531641185,2247869
1.14965093417568,0.714591026996352,2250648
0.0575225462255504,-0.437864928288889,2250836
-0.523040083879969,-0.711103747887506,2267382
-0.623341140315762,0.684114421325549,2269346
0.278283536752644,0.597388367610897,2271329
-0.758893123834811,-0.599518086543948,2274521
-0.758074309207368,-0.821284227454764,2276121
-0.294183153685623,1.08487916912288,2278618
-0.549775202140508,-0.811720948172143,2285214
-0.575772651351917,-0.417593868760507,2286108
-0.811561598754174,-0.598036555411223,2293123
-0.82505462042439,-0.671132304104537,2294852
-0.0543146072838,0.176441929216078,2294873
-0.690755328830937,-0.872452987483346,2296332
-0.270173460467969,-0.530471329067686,2305114
-0.63248132879229,-0.870481020232041,2305115
1.94780237666509,1.53534024344463,2306459
-0.399475581634331,-0.50158143983244,2306893
-1.01140634190495,-0.399175767928698,2317120
-0.856253936561802,-0.809769972975467,2319068
-0.844813617681164,-0.744863504472993,2321962
-0.832065150016884,-0.745657312750136,2331869
0.802470973267747,-0.590362850369162,2336735
-0.837421219105697,-0.646492904093111,2339674
-0.765026728079647,-0.394727574055608,2340155
-0.891771277612683,-0.779400738610122,2340322
-0.127778708761157,-0.294452483181952,2350037
0.335427085278428,-0.532965815240818,2352038
-0.0647865877124011,0.822858979295475,2359944
-0.520452474391547,-0.820090187814465,2381907
-0.806598898436042,-0.263675237855869,2393207
-0.636331330065775,-0.368537462357761,2395415
-0.689324442004932,-0.817845645323946,2395943
-0.700354053994086,-0.456061214148346,2401405
-0.846548829884204,-0.235813798561996,2405144
-0.955065989673897,0.101312748021149,2414406
-0.273207573357046,-0.613015559758655,2419459
-0.574730870702492,-0.486553957662065,2425694
-0.994459538925136,-0.835822913008529,2426863
0.416635357551572,0.830999138721424,2430773
0.292653065984804,1.27015986535027,2439458
-0.384737041509557,-0.538870401216434,2443354
-0.880804212462142,-0.651183165609942,2445526
-0.668083712885005,-0.237131250909377,2448298
