"mkm10d_ptv2_log.sigma.4.0.mm.3D_gldm_SmallDependenceLowGrayLevelEmphasis_249","mkm10d_ptv2_gradient_firstorder_Minimum_241","sub"
-0.296100949223665,-0.774093735028861,2453577
0.0715407124941187,-0.0615110146401741,2474709
-0.122220557983472,0.387826840096951,2480056
-0.917111889444804,-0.696372211896185,2480330
-0.738625319411842,-0.349394508772823,2487135
-0.354655614004466,-0.0839275714518552,2488660
-0.403186993135382,0.0740871140204902,2490180
-0.839854288590458,-0.739955767841965,2493534
-0.241319648876269,0.273937131985509,2498991
-0.659180038699567,-0.224404793679726,2500377
1.35952328887092,0.187474941646663,2504802
-0.416462910734806,-1.05092227633692,2510402
-0.868134320924574,0.0926151579255514,2520618
-0.989658762842481,-0.754413667739858,2559453
5.66700926008796,0.633869536730361,277752
0.304466850202713,-0.146014675214446,308862
-0.821934531448499,-0.540536713865258,58325
-0.819749654498284,-0.00681877199642951,92173
-0.530414661563771,0.120993072486932,923666
-0.62392551816504,-0.942232505898708,965005
2.52549617830206,1.29832252294717,983079
