"letm_prc_max_250","letm_prc_energy_250","letm_prc_v27_250","letm_prc_grady_250","letm_prc_subvol_x2of2_248","letm_prc_m301_248","letm_prc_subvol_x1of3_244","letm_prc_m111_242","letm_prc_density_242","letm_prc_m120_241","letm_prc_m013_240","letm_prc_m040_239","letm_prc_m103_239","letm_prc_d5_234","letm_prc_subvol_z3of3_233","letm_prc_eigen_max_233","letm_prc_gradz_228","letm_prc_m210_228","sub"
-0.943728804582301,-0.559426234180886,-0.94319318170483,-0.032135503569088,-1.51604899288968,0.0743330561023666,0.421782503011249,-0.0598712299194196,-0.339997586823418,-0.119409999739518,-0.12663668767885,-0.470673708450336,0.0518415052269178,-0.761960774103833,-0.289559579915383,-0.339804036586172,0.445320180145064,-0.0578142663658448,1085983
0.430881916352894,0.753788059956256,0.301326352666267,-0.541721505963586,-1.28819447720195,0.0396145130978249,0.534570557365075,-0.238134136363328,-0.452123285700162,-0.0211546807976273,-0.0509548298239398,-0.439379335195833,-0.0337980703833866,-0.0701151915430755,0.481286091774007,1.64961366963474,0.66599833412841,-0.193530832069534,1125173
-0.334068936678063,-1.31864163016603,0.301326352666267,0.678075623592773,1.03494637447436,0.308843161753133,0.676196825602189,-0.149857055029126,0.396744611910513,-0.500605753381087,0.022373372359951,-0.320951873403113,0.248660391674645,0.779268220786293,0.182569812735566,-0.61305067497457,-2.19079192707169,0.124272027202412,1154608
2.07955044328326,0.0201307008450221,-0.923802089443653,0.665396181059389,-1.4743076420696,0.135768769776631,1.05022569407178,-0.185359330965313,-0.355481076765913,0.129036249808102,-0.0373151471116671,-0.380678248604832,0.10834973450862,1.02220455046937,-0.749483845651454,-0.287343880795281,0.371994830537894,-0.0335936442062868,1181124
-1.40580687055082,2.80605852083314,0.301326352666267,-2.10904939954142,1.11864228067792,-12.2403141842773,-1.17984473042311,-5.812551826359,3.74125307368185,0.57909691492831,7.42575273683166,7.78449227375576,-5.71669676609069,-0.340457907657809,0.143455161488897,-0.651827585017399,1.6178472301306,-2.36755130756353,1183075
-1.19836419655772,0.0706058734048142,0.301326352666267,-0.901940990802103,-0.776530809021192,-0.0178309808664944,0.534217444641828,0.119438273545803,0.417891348432999,-0.0583188047020073,-0.00957083698413909,-0.513404684963549,-0.019118469673031,-0.796922566616173,0.600362725904709,-0.613755776876285,0.261001782647528,-0.0901160483491176,1232870
1.74992027651573,2.42587828182114,0.301326352666267,-0.921174962377445,-1.58395496131781,0.0912725413974772,0.685649829067215,-0.0196652063901855,-0.427385253107045,-0.275733590131355,-0.250701276531096,-0.4811540898717,0.0530647484366794,-0.0692590582551621,0.193534441531089,0.513264408475429,0.744613324823439,-0.216721337339309,1279943
0.253556507435954,0.311375389186635,0.0123153715984909,-0.477336076376802,0.294909358521909,-0.285808257109916,-1.08635750120927,-0.535221779752758,-0.326056537553109,-0.532452046072385,-0.276305260295588,-0.341377427429773,-0.234485824820363,-0.205999158461192,-1.12903770444889,-0.301766007841022,-0.986941157711703,0.735068671731363,1329352
0.0599096537926191,-1.14016575968982,0.232999623310587,-0.386196185420455,0.792089649577667,0.406189509880715,-0.475292681466605,0.00067317687259027,-0.398938947362935,0.325687699137186,-0.0628037822857915,-0.389805952658297,0.26439757938706,0.77278142018299,-0.611551510414787,0.118138453932887,-1.15731274592841,0.605160002615068,1330263
1.63417838962278,-0.544607215100655,0.301326352666267,-3.69679327552224,3.15184123758343,0.285853325721514,0.859267923698043,0.0555972468817605,2.46385069204772,-0.167753408715191,-0.145459409125376,-0.499014129035712,0.206021940377408,2.94691163065337,2.63806750435253,-0.645041104700771,-5.12535097201929,-0.117737743058043,1364384
