"mkm7d_ctvper_wavelet.LLL_gldm_LargeDependenceLowGrayLevelEmphasis_230","mkm7d_ctvper_wavelet.HHH_glcm_ClusterShade_226","sub"
-0.0274669197797515,0.172343912035519,1085983
-0.414998268777976,0.0218102494246344,1125173
-0.00882736271897438,0.0501481139347878,1154608
-0.340852498340143,-0.375717461043575,1181124
0.748662255329046,-0.888073547918724,1183075
0.308128565076356,-0.0443689701396203,1232870
-0.35657775357951,0.0195125797504376,1279943
-0.288807963116905,-0.637937596480004,1329352
-0.360374722312338,0.0736450524489783,1330263
0.88293026489415,-0.296473917057737,1364384
0.0252344314271843,0.0480405248141057,1386095
-0.415427671308085,0.256540984726013,1458656
-0.309050597931904,-0.0531031308988216,1485662
-0.255469476730427,0.0632409320774867,1497807
-0.328243489388806,-0.00996523260899072,1501387
0.0460783815347095,-0.0182754926397151,1518948
-0.199124645012938,-0.0667190910453066,1526417
0.928310127005432,-0.121541200113922,1565177
-0.418936893911886,0.0262658425601739,1606693
-0.289469535398302,0.00782054203052161,1612262
-0.295145455335396,-0.030384820682312,1614566
0.812712916939711,0.026742661516914,1644034
-0.276746138869661,-0.724516881202409,1668599
-0.117272962690239,0.108893687201363,1671370
-0.11059999452294,0.0827541884550335,1684230
0.193040740096703,0.0386750187980847,1692385
-0.369645725803594,-0.278739119152363,1720713
-0.34514257091751,-0.0180979194320888,1738800
-0.344575756008673,-0.366121747540935,1740845
4.70334538181837,-0.36238208574452,1742294
0.0272391521953674,-1.48313090212985,1767700
-0.399144922865126,-0.100252749119404,1768972
0.622987729274939,-0.0819773694737455,1889409
0.13973691671338,0.0119127270324298,1915938
-0.363568456194135,-0.0629479497345287,1916742
0.185617547283787,-0.0162376325367132,1919296
0.0744395277425557,-0.0327089413034713,1926770
-0.419445359420854,0.0183831453680867,1938156
-0.195691008467141,-0.0353837304476006,1938561
0.0709043035519643,0.007261635028088,1966316
10.9412913427721,0.0301945996046907,1967281
0.941250387444034,-0.292615369234272,1973544
0.0358471816661212,-0.293978517854475,1975401
-0.126470589252684,-0.0361938749726572,1976407
-0.100110526590251,0.0953681082557333,1978972
-0.100390678354921,-0.0116098744667901,1979045
-0.395440647230385,0.0103846009868704,1979422
1.3532805864326,0.0885315310640779,1980052
-0.407075693493284,-0.0525036826792775,2001182
0.19775497761945,1.21600362602394,2002465
0.346200863334691,-0.0516140970976586,2004451
-0.0569773531292035,0.16309363220397,2006164
-0.111934174310054,0.193268804915745,2007309
-0.142760282707842,0.00244071976773137,2009915
-0.229050854033195,-0.450504356814012,2010259
-0.309979663781016,-0.334726401588947,2010554
-0.148368080300268,-0.0378752736625983,2026671
-0.165072053915316,-0.245219750956183,2033049
-0.425476911525666,-0.0136904202783436,2034136
0.0378043321360422,-0.0263446933023581,2040495
0.345681861746112,-1.99845506389049,2047354
-0.152782454170556,-0.285610797241726,2051378
-0.101945588595535,-0.0965694642790812,2055667
-0.29151505564263,-0.067632555111718,2057358
-0.27434543603627,0.295787496226728,2059713
