"mkm2d_ctvper_wavelet.HHH_firstorder_Median_250","mkm2d_ctvper_original_shape_Flatness_248","mkm2d_ctvper_original_gldm_LargeDependenceLowGrayLevelEmphasis_248","mkm2d_ctvper_wavelet.LHH_glcm_ClusterShade_247","mkm2d_ctvper_wavelet.HHH_firstorder_Mean_247","mkm2d_ctvper_wavelet.HHH_glcm_ClusterShade_246","mkm2d_ctvper_wavelet.HHL_firstorder_Skewness_236","mkm2d_ctvper_wavelet.HHL_glcm_ClusterShade_236","mkm2d_ctvper_lbp.3D.k_gldm_SmallDependenceLowGrayLevelEmphasis_234","mkm2d_ctvper_wavelet.LHH_firstorder_Kurtosis_233","mkm2d_ctvper_wavelet.HHH_firstorder_Skewness_231","sub"
-0.268558946999807,1.40288253780765,0.862616966133417,-0.144990148925708,0.275721800463347,0.141302119791627,-0.783529173411963,-0.44324435660651,-0.332278959587244,-0.628442136658657,1.17369929853163,1085983
-0.0542653484659368,0.200657181245088,-0.453696828191531,-0.122104946262199,0.662222399085186,-0.00689022574929549,-0.980562175537428,-0.559219650070832,-0.957386667556602,-0.536967338003344,0.180979947640694,1125173
-0.645292897954761,-1.31277195749427,-0.168991145073896,-0.110304444002877,-0.37689534789921,0.00672351484263847,-0.494584907454371,-0.35756051039144,0.477326028769902,-0.641156909620724,0.20559110600113,1154608
-0.323498342047303,0.850921800261826,-0.42958571853175,-0.112155509348786,0.284407900431235,-0.38262934020151,3.3578512242586,2.52515196281093,-0.238192085132343,0.126952960829509,-1.21682514605131,1181124
-2.95338206820538,-0.460845108394831,0.483588620346246,-0.144241505402282,-2.60559730428733,-0.550975534687903,4.02758899052383,4.4451342132283,3.20813439339108,-0.55496825059997,-0.265591798535475,1183075
-1.27365754432093,0.0637789562715629,0.0797886325273965,-0.163742693725624,-1.58946326024356,-0.0486426824450612,-0.544562659034565,-0.383003029448382,3.79947013613327,-0.661200098218767,-0.10767886201963,1232870
-0.144279942722791,0.346969164738446,-0.380619721883324,0.0625284951354875,0.100955663497937,-0.00277020692826966,-0.965456851648818,-0.490313391125339,-1.42399846659942,-0.12851925447158,0.667915833699956,1279943
-1.68668116690368,-1.00254485212489,-0.349335077116285,-0.124233544460257,-0.286030518188971,-0.468373814055168,0.543841792248102,0.274453113345094,-0.553903468299865,0.438760301634603,-0.545880281388669,1329352
0.401658900385372,-1.39734278488104,-0.412799335494938,-0.15173421948935,-0.0754253696697907,0.0928448920244961,-0.166926973019234,-0.24776198362566,1.14045093662445,1.12191728126794,0.836852107278272,1330263
-0.357384251778512,-1.21982328972274,0.54161240971789,-0.335968986421685,2.91267111087295,-0.471419464116879,0.621878447060206,-0.118659254044846,-0.756297394678927,0.250453339229606,-0.143297919415287,1364384
-0.567913871347314,1.07223304739818,-0.15603517271466,-0.237595686152442,0.256753848208916,0.054645994841985,-1.45888532715739,-0.62889174932743,1.57703729896593,-0.534460153809424,0.574889049546936,1386095
-0.14846212167327,-1.33500992228802,-0.478955667864415,-0.0896133972513434,0.180239320408321,0.155037239200059,-0.492667643379227,0.469114686067872,0.283120388153689,-0.484227979235588,0.614255305353697,1458656
0.0893357567715045,1.28943635094053,-0.389626155096582,-0.186518544278312,0.0330913492775756,-0.078528941985855,1.28799967509449,0.107153615953002,-0.655386260308215,-0.0852366016826854,-0.631091132175875,1485662
0.52361955183708,0.25612905997972,-0.218181764018387,-0.0944321005270188,0.245284565316123,0.159969248288591,-0.143653158023363,-0.225408885467594,-0.427292194392658,-0.547922641705161,0.361956841825869,1497807
-0.998428921494285,-0.279562392966169,-0.288732376589766,-0.109771308283066,-1.07670773972138,-0.0232394122820458,1.37710396278687,0.709351493978623,0.0165423797918556,-0.53971729331098,-0.0565628586797367,1501387
