"mkm2d_ctvper_original_shape_Flatness_250","mkm2d_ctvper_original_shape_Sphericity_250","mkm2d_ctvper_original_firstorder_Skewness_250","mkm2d_ctvper_original_gldm_LargeDependenceLowGrayLevelEmphasis_250","mkm2d_ctvper_log.sigma.3.0.mm.3D_firstorder_Kurtosis_250","mkm2d_ctvper_log.sigma.3.0.mm.3D_glcm_ClusterShade_250","mkm2d_ctvper_log.sigma.3.0.mm.3D_glcm_Correlation_250","mkm2d_ctvper_log.sigma.4.0.mm.3D_glcm_Correlation_250","mkm2d_ctvper_wavelet.LLH_firstorder_Skewness_250","mkm2d_ctvper_wavelet.LLH_glcm_Imc2_250","mkm2d_ctvper_wavelet.LHL_firstorder_Kurtosis_250","mkm2d_ctvper_wavelet.LHL_glcm_JointAverage_250","mkm2d_ctvper_wavelet.LHL_glcm_ClusterShade_250","mkm2d_ctvper_wavelet.LHL_glcm_Correlation_250","mkm2d_ctvper_wavelet.LHL_glcm_Imc2_250","mkm2d_ctvper_wavelet.LHL_glszm_SizeZoneNonUniformityNormalized_250","mkm2d_ctvper_wavelet.LHL_gldm_LargeDependenceLowGrayLevelEmphasis_250","mkm2d_ctvper_wavelet.LHH_firstorder_Kurtosis_250","mkm2d_ctvper_wavelet.LHH_firstorder_Median_250","sub"
1.40288253780765,0.0158421053703826,0.0597323217417434,0.862616966133417,-0.856596608261733,0.565252872978892,0.659713135507004,0.129742365369942,-0.2136088360516,-0.924182752532343,-0.869884015654681,-1.4999109115529,0.930330685509282,0.184760242377567,-0.318148067870365,-0.554838187742223,0.993311021081681,-0.628442136658657,-0.323458554618501,1085983
0.200657181245088,-0.858247149825437,0.613989764494025,-0.453696828191531,-0.586740995744496,-0.147543510902887,0.301171683320745,0.574932481419312,0.2330670594362,-1.47841426554585,-0.206129327333786,-0.314911379031506,0.46118419029361,-0.115908213491624,-1.98902722636868,-0.256064016862741,-0.435252979730589,-0.536967338003344,0.257140719080401,1125173
-1.31277195749427,1.77112991594406,0.0650865555155988,-0.168991145073896,0.4723051485223,-0.200899667109318,0.293623183231357,-0.334514587833577,0.704550414409739,1.08463479889929,-0.197213641986364,0.106830190783466,-0.892729785817816,0.824333006423177,0.831427806781056,-0.243095974868902,-0.264526515056058,-0.641156909620724,-0.345728476941461,1154608
0.850921800261826,-0.119052065307708,0.00832457362890931,-0.42958571853175,-0.533646151294298,-0.521382331906875,0.519356690980586,0.507716773777947,1.93897554863997,0.782585183502979,0.219862192945497,0.683001698188956,0.14969253267713,-0.318116061629718,0.377657448960312,-0.00678751287340446,-0.491781580876191,0.126952960829509,-0.0415676207403213,1181124
-0.460845108394831,-0.481428769758493,1.08039081888247,0.483588620346246,0.0931528953508806,-0.257809910825553,0.555935704713877,0.892725544822182,0.345863003540469,1.14084621226038,-0.222779128220842,0.125525903757713,-0.224042027037915,0.55267029189404,1.16520254944649,2.50893979157651,3.74712984398327,-0.55496825059997,0.682894282926118,1183075
0.0637789562715629,0.27629413978159,0.14403124066967,0.0797886325273965,0.234729185968851,0.0633049492791685,-4.37466071623214,-3.09475982536809,0.747698674551109,0.926877630953516,-0.619316933879782,-0.582556759142493,0.682285196280306,-0.393626805766162,1.00940794802352,0.372692240163995,-0.0954553159764473,-0.661200098218767,-0.985229730082235,1232870
0.346969164738446,-0.533778645389151,1.45352129892323,-0.380619721883324,0.0353625779741519,-1.22411432764943,0.192664325114046,1.01685548998552,-0.550439920155498,-0.771690819317946,0.590675207595915,1.27322253010208,-0.984705866831426,-0.197722186563026,-0.274389757494454,-0.527127514296705,-0.5704397308327,-0.12851925447158,-0.670766367780092,1279943
-1.00254485212489,0.0412918027578702,0.515243418406447,-0.349335077116285,-0.43347707036377,-0.701359581624753,0.502900514122829,0.344211359215136,0.242357120921757,0.581376815857734,1.06785105637116,1.97037111477634,-0.544157186428873,-0.23834438805599,0.290276352299875,-0.275355956204039,-0.557862517411466,0.438760301634603,-1.70632993057792,1329352
-1.39734278488104,-0.3371789917031,0.126880345408858,-0.412799335494938,-1.02031172615107,-0.339377473914411,0.553654967069256,0.185601940127442,-2.03335850952551,0.689364641261909,0.107753805935341,-0.421232926511533,0.370158998909598,-1.1693358558477,-0.723941419490905,0.246813754009069,-0.29564448799454,1.12191728126794,-0.0403924509721118,1330263
-1.21982328972274,2.77727042251111,-0.103964623159608,0.54161240971789,-1.48269188502706,0.47305777763597,1.07598755545247,-0.206287597353996,-0.516279523300325,1.17724811881369,-0.991521859453952,-1.65741730660796,1.05457525856569,-1.53715378180948,0.99961208494637,0.470155594948558,1.12981893193595,0.250453339229606,-2.61115267015472,1364384
