"mkm7d_ptv2_lbp.3D.m2_firstorder_Maximum_241","mkm7d_ptv2_lbp.3D.m2_firstorder_Skewness_237","mkm7d_ptv2_lbp.3D.k_glszm_SmallAreaEmphasis_237","mkm7d_ptv2_wavelet.HHH_glcm_ClusterShade_236","mkm7d_ptv2_wavelet.HHH_firstorder_Median_232","mkm7d_ptv2_wavelet.HHH_firstorder_Skewness_230","mkm7d_ptv2_lbp.3D.k_firstorder_Range_226","sub"
-0.471689747487559,0.620558745968652,-0.663827381203133,0.309610161916734,0.138090192483783,0.544071671116396,-0.479297129706091,1085983
-0.214737643335104,0.401057785254021,-0.0959015610110668,0.327334571256116,-0.485419161581737,1.12276875879125,0.235560506962613,1125173
-0.471689747487559,-1.39853169478246,-1.86523769427726,0.241145243662768,0.556257481356286,0.633615176433623,0.15373775011562,1154608
-0.471689747487559,0.612112721189668,1.35475851917942,-0.0324317015677922,-0.0197342527484669,-0.518352219583969,-0.0211308857143286,1181124
-0.471689747487559,-0.521306590572852,-0.834605977260099,0.418995083705133,-2.89928320966583,0.715614451657056,-1.31958723560041,1183075
-0.471689747487559,0.466788984806146,-0.0664635480363092,0.313951492505044,-0.147716986599207,0.100600048878606,-0.566263810314105,1232870
-0.214737643335104,0.826102151403859,0.288653765051936,0.263577068609034,0.104385635955239,0.377255673752165,0.268187195485491,1279943
-0.471689747487559,-1.47988061353376,0.13426355461367,-2.73984532011302,-0.648506833031678,-1.4798039977525,0.357611505459626,1329352
-0.471689747487559,-1.93995181668234,1.78736263501527,0.139642652148117,0.572207911103156,0.393631601928616,-0.351787446571321,1330263
-0.471689747487559,-5.36960999435088,-0.390145328606805,-3.58510313866936,2.24912718400458,-1.36408489111981,-0.86694688990638,1364384
-0.471689747487559,-0.797623355171566,-0.25664384241546,0.687658282472162,0.0719852230958161,1.10578904909916,0.120126416120336,1386095
-0.214737643335104,0.187082345900457,-0.215012257658639,0.196479693289017,-0.936577686402592,0.642685015570667,0.0984248922716806,1458656
-0.364582862912501,-0.622491213864153,0.301384378641654,0.206370449800308,-0.21898049727053,-0.392079488106494,-0.268145070434715,1485662
1.34310677661648,-0.389548015115284,0.212726813080469,-0.111817249553298,0.252597012036651,-0.633422620205331,-1.19296259006566,1497807
-0.310613799582128,1.10518165271594,-0.258301919702613,0.264617365623654,-1.70187734106878,0.877595226419949,-0.2864746512643,1501387
-0.471689747487559,-0.645062539536016,-1.93298421950126,0.253446723955282,-0.492706224893934,0.503729001658553,-1.31427077368131,1518948
-0.471689747487559,0.383324881761266,0.123629166958123,0.11854144872644,-0.218268895953374,-0.0848188288217915,0.179180718882123,1526417
3.25947171020907,0.788879765702022,0.110295203040572,-0.181279619948098,0.444584404038533,-0.0451532934374082,-0.344125955489665,1565177
-0.0250540695384471,-0.870115195102098,0.0100908208216929,0.293222563483601,-0.154323688760794,1.2121830883378,3.15249840283331,1606693
0.673044559299911,1.36586938060455,0.978671797367508,0.253250935283965,-0.361228030916008,-0.00492380984454575,-0.355087671922275,1612262
-0.471689747487559,0.0479358850829763,-0.326893300637223,0.0520556803438766,-0.105295163086697,0.0716450394513758,-0.293002344911596,1614566
