"mkm8d_ctvper_wavelet.HHH_glcm_ClusterShade_239","mkm8d_ctvper_wavelet.LHH_glcm_ClusterShade_226","sub"
0.191478377714378,-0.17076320905489,1085983
0.0297558683243622,-0.132489455447982,1125173
0.0986907715617884,-0.1001411879896,1154608
-0.454451539793808,-0.0456731708553862,1181124
-0.933568053625694,-0.146798165027367,1183075
-0.0197247444328355,-0.195265046103014,1232870
0.0337390266895616,0.0928118216357142,1279943
-0.515738776796828,-0.0748317570355276,1329352
0.0501844038672671,-0.0896211075999812,1330263
-0.195524886070745,-0.375194963769709,1364384
0.0732634778725708,-0.271073430055162,1386095
0.264758889544396,-0.0878254543357801,1458656
-0.0380351033529983,-0.203021391332292,1485662
0.148325338883514,-0.0727230624607714,1497807
-0.0010705510974723,-0.1169625449056,1501387
-0.0108632245110381,0.0589876910188812,1518948
-0.0138338835375853,-0.186206011625028,1526417
-0.134263956391981,-0.344048554780297,1565177
0.0525101454066375,0.26206012701786,1606693
0.0215047022597698,-0.184148661606584,1612262
0.000860199935609996,1.49766047927901,1614566
0.0408964956948755,-0.21626216076277,1644034
-0.82496216604437,-0.202165255404514,1668599
0.121422651189023,-0.102975596814956,1671370
0.0584697406214642,0.217416841967855,1684230
0.0435232544837318,-0.196768554561625,1692385
-0.373562097431984,-0.175681856466395,1720713
0.0244903949898635,-0.154116493707717,1738800
-0.551456725146992,-0.151231711732102,1740845
-0.529646637015436,-0.105507969967608,1742294
-1.7285519324196,-0.148054402297448,1767700
-0.0894942170542332,0.4632629601569,1768972
-0.0781933598364318,0.736868490017308,1889409
0.0426072688632764,-0.145693125523003,1915938
-0.0375944812867271,-0.0819459063553834,1916742
0.00332609879044712,-0.0459661391855018,1919296
-0.0413302603633352,0.319436493673323,1926770
0.064649993478941,0.348469674502898,1938156
-0.0877508174648527,-0.180296061877382,1938561
0.00274818467331087,-0.244853583732112,1966316
0.0296120171638973,-0.137117699068015,1967281
-0.234798263435893,1.87006504247133,1973544
-0.264221211970651,-0.26698784669463,1975401
-0.0229087413593523,-0.237468683133921,1976407
0.125006732312566,-0.24021198133124,1978972
-0.011178393175569,-0.234860928887318,1979045
0.0212175412929576,-0.180573655664224,1979422
0.137882259034425,0.181119147456566,1980052
-0.0269321832897018,0.763930262976356,2001182
0.490999304876923,-0.200656069981548,2002465
-0.0544138520276706,-0.301096970373771,2004451
0.149189993341447,-0.144803598354034,2006164
0.132518000704091,-0.253377530323216,2007309
0.0151068383869293,-0.183275569029511,2009915
-0.417797855732089,-0.0909859509517777,2010259
-0.34760341803598,0.316113576559695,2010554
0.00795241958241942,-0.0785721790461288,2026671
-0.179699276448522,-0.223082770803229,2033049
-0.00391178496164468,0.0405168474311627,2034136
-0.0174372174199641,-0.16960396013249,2040495
-1.83448871040762,11.8452187490428,2047354
-0.269107644406753,-0.186635850161172,2051378
-0.121540473090791,-0.139170793370617,2055667
-0.0476837379361989,-0.150112686641295,2057358
0.261250427603265,-0.203257582625097,2059713
-0.0054020690694305,-0.213063163131607,2069079
0.0107749530145346,1.24854688086228,2070958
-0.195649458272844,-0.112372421811293,2072215
0.0229150099595156,-0.189524015172519,2075832
-0.0826296218483031,-0.145418209314937,2075846
-0.128750056683529,-0.14621044601519,2076301
-0.164443905215726,0.526462949014915,2078198
12.0584299691635,0.0272945661020643,2078899
-0.026997891182593,-0.0286069390151631,2085349
1.41489301583248,-0.413560896019093,2086044
0.0182266067281434,-0.169870681019152,2091555
0.025042573903136,-0.142356988225109,2092954
0.0737752418271215,-0.0504909083865436,2096627
0.297816510455711,-0.446133583187487,2100050
-0.00680212550008219,-0.168282713365627,2108003
0.13786878476729,-0.145075121030236,2109902
-0.000844535039718229,-0.0798295608870351,2110540
0.0532041621606777,-0.240644611086176,2116787
0.0206000782601288,0.188636098636696,2119177
-0.151787008693016,0.448617265819918,2131601
0.598220214647141,-0.0858152969635878,2132424
0.111180841699084,-0.167130077211512,2132982
-0.137198245021944,-0.0473455998818577,2133204
0.69762330762394,0.525041229501653,2133380
-0.0623066914764434,-0.305606600841821,2134220
-0.257674050973215,-0.0637123711486325,2135748
0.366780235470637,-0.253427346169882,2137799
-0.108461019024862,0.0501754680122685,2138375
-0.528796041324185,-0.221893086201194,2138678
-0.341685847966522,-0.100147172658821,2139733
0.0433680959885559,0.153141203535545,2141116
-0.465676602584465,-0.237740281949776,2144796
-0.321339705428564,-0.111694557108312,2145166
-0.128747645536033,-0.23830319611156,2145694
0.29377422658764,-0.162280754620489,2146138
0.0659148906647209,-0.170638709288084,2151024
-0.00311429948476915,-0.177076474195098,215131
0.387429493031319,-0.0175776025689707,2152442
-0.00168583217067112,-0.0493375389259403,2157529
0.0899554148747234,-0.224650525353495,2158101
0.0178094553242064,3.27736010688263,2158329
0.0368324245933998,-0.19662732453282,2168082
-0.00958979059842774,0.0876299986991702,2172217
-0.0985245746733889,0.206917597348851,2176530
-0.0525385280701524,-3.88951180930495,2176784
0.696755144445054,-0.0944750216706445,2181724
-0.00841636512369819,0.0432463354788451,2183291
0.370643731243487,-0.111128038803676,2183356
0.0785782549854919,-0.174482005312767,2185290
0.164476165964638,-0.165223792173953,2186951
-0.0901280958533315,-0.0163463652302054,2196212
-1.1560336098224,0.544119032014751,2199403
0.678804344228813,-0.277351777839381,2200416
-0.0125240676006601,-0.180573175233441,2200813
-0.330688697760922,0.599031307944972,2205389
-0.17364545915693,-0.0614218368368881,2212664
0.114601304749819,-0.141617486081734,2217034
0.00777276703380532,0.316422314183621,2218615
-0.00249984276157389,-1.02515962881449,2219842
-0.347838193640721,-0.348652207723984,2224150
0.0218788360944473,-0.162631433308855,2228399
0.640164021240252,-0.0535564348230015,2228400
-0.940985919508515,-0.173422110191262,2234271
0.754271019665837,-0.00365440007323277,2234422
-0.0184592634692034,-2.23219159105573,2237571
0.0428065355251334,0.165854208427126,2244172
-0.444726091484087,-0.150991350083405,2247869
0.0204704038128069,-0.156861306742998,2250648
-0.0356413629207149,-0.225241307955243,2250836
0.0757462165434067,-0.179201536607865,2267382
-5.40973153109054,0.0604266825172958,2269346
-0.172046794419668,0.300870062854456,2271329
-0.00890472450742156,0.075764407128013,2274521
0.014383605123014,0.142727288761137,2276121
-0.0140296948088038,-0.21117384651948,2278618
-0.388016428987219,-0.257320719739697,2285214
-0.005660589202008,-0.17370173064948,2286108
-0.00763474827204026,-0.136500722005751,2293123
-0.0495581892944308,-0.274991656887399,2294852
0.00722225620974596,-0.0386912472786477,2294873
-0.00170891016729702,-0.10596129351401,2296332
-0.00907327510798129,-0.131046632878668,2305114
0.11474030796147,-0.0926763899307648,2305115
-0.000402753322149365,-0.187715662376629,2306459
0.104749812341076,-0.0920040478382928,2306893
0.0145892674595901,0.192431493454718,2317120
0.0230881596511646,-0.207692376749355,2319068
0.0801389474230895,-0.104631089223921,2321962
0.0576850644483042,-0.164844820005733,2331869
0.000637599808714922,-0.128074301339517,2336735
-0.0439628721568163,0.00227738367829648,2339674
-0.0475199133936395,-0.115914420903648,2340155
0.558652702369381,-0.226271467259215,2340322
-0.222338980264029,-0.18274158438888,2350037
-0.0727327648645745,-0.177676085070581,2352038
0.00189755178888917,-0.499476920842537,2359944
0.0166391480890397,-0.019151491183978,2381907
0.56586501352102,-0.230770200782656,2393207
-0.0591579842350994,-0.0841164826052189,2395415
0.0100549944577517,-0.0946253463789792,2395943
-0.0462560293680569,-0.124306634279135,2401405
0.033740340014645,-0.145159707201512,2405144
-0.305959871412833,0.47891104827751,2414406
0.115875681712338,-0.0771299024773299,2419459
-0.0647048740239878,-0.182772036079823,2425694
0.00835360962705987,-0.168957861667033,2426863
0.372543878231736,0.204714754190236,2430773
0.159975973952469,-0.150398626717007,2439458
0.00220635178003337,-0.235856342005867,2443354
0.134369738869152,-0.14487963829215,2445526
0.0692961856720126,-0.146968895329072,2448298
0.1981115495967,-0.229217681303371,2453577
-0.0719129424008746,-0.217651204853709,2474709
0.0578396952471458,-0.0810825751634304,2480056
-0.29964980045686,0.0877498789715521,2480330
-0.20233557452052,-0.215072549278703,2487135
0.0709104805635468,-0.139194034796502,2488660
-0.00333330744141906,-0.163496215477886,2490180
0.000170794474854191,-0.166515696486674,2493534
-0.0279683559083873,-0.193861892155599,2498991
0.0840475948378846,-0.193927587449148,2500377
-0.193005267039953,-0.0935814541666931,2504802
0.053062871294148,0.0834433262653604,2510402
0.0261453304510796,-0.15148889113311,2520618
0.0127090301373806,-0.165868412319675,2559453
0.0888789686017537,-0.337107557081328,277752
0.0333599916743896,-0.592885145471556,308862
-0.344131807212627,2.62102867761485,58325
-0.40299058711145,0.150154712938174,92173
-0.0693507899706277,0.510100852994142,923666
-0.39719627656666,-0.119338953145794,965005
-0.0424392388019622,-0.0422476184201075,983079
