"letd_prc_original_glszm_LargeAreaLowGrayLevelEmphasis_236","letd_prc_log.sigma.2.0.mm.3D_glcm_Correlation_229","sub"
-0.273578697269718,0.463755200064513,1889409
-0.240844847918537,0.681433883367324,1938561
0.860955861985159,-0.786363011963804,2055667
1.19272476463696,-0.319242562885148,2176784
-0.581743334435647,0.251235066381512,923666
-0.429444500267082,0.0770561476364236,2086044
0.0402083725556018,0.46444702986987,2078198
-0.567740240046435,-0.606484441641313,1501387
0.249584313250128,-0.932273756072297,1518948
0.219621422228509,-0.0630789356122695,1606693
-0.582541697471612,-0.179337467242262,2305115
-0.555217671923179,-3.06207662760397,2237571
1.73226326534493,-0.595187003044926,2285214
-0.679512101895216,0.190330777828106,2426863
-0.129544477148805,0.294298485038969,1979422
1.27456855094374,1.52082589262791,2480056
-0.428385411279251,0.133982692827379,1668599
-0.172217537341539,0.365944166720688,2339674
-0.474945180744675,0.196400256140647,2133204
-0.676407263102224,-0.876012702116092,2294852
-0.602381524822352,0.71132315488245,2445526
-0.279742933293665,0.0217970378425346,2200416
0.610077190444504,0.126623735201098,2168082
-0.518199788462007,-0.206692383240673,2075846
-0.465302260332468,0.722289868742446,215131
0.13171146483793,0.0664625917076631,2274521
1.14860267004371,-0.831896035962763,277752
-0.641396585734905,-2.23319097269073,2078899
-0.120793969248477,0.310331528964038,2172217
-0.36756672448454,-0.581225901224292,1614566
0.119801861821292,0.58167803648261,2100050
-0.432843980371538,0.14957268214471,2183291
0.309663518978186,-0.80700572919068,2336735
-0.501553529656333,-0.475143133180398,2352038
-0.444181296599177,1.11394635395277,2305114
-0.272456774060996,-0.434482467236199,2448298
-0.404467086473473,0.743691468062963,1329352
0.998532716842954,1.96459726275311,1183075
-0.44820744666616,-0.0857938866236419,2110540
-0.405663537105919,0.570757631593592,2070958
-0.389490167130052,-0.741548676620777,2340155
0.10705520124279,-0.168430423578013,2075832
-0.391407521270069,0.338955044903437,2498991
0.327620193021631,0.485149045615661,1919296
-0.604721740187573,-1.30347686659545,2401405
-0.154900092358222,-0.417568266774996,1644034
-0.425858224974543,1.41717329106946,2405144
-0.310517323914986,0.28556780683669,2158329
-0.646105589914037,-0.307142305191162,2319068
2.78668639837731,1.45142100906185,2504802
-0.636220483355931,0.489534260218561,2331869
-0.537764057952817,-0.603920819239614,2317120
-0.279545482818035,-0.0185838139950067,2072215
-0.257971526951765,-2.00961815810883,2228400
0.110489432562861,0.878070367312132,2145166
0.185549569743585,0.418045993221809,1692385
0.138709084545051,1.49641776844513,2109902
-0.453172091122193,1.20185251781447,2219842
-0.0361948680396428,0.0277150668295519,2520618
-0.438233424541437,1.81054894104498,2419459
-0.633058012914074,-0.642906391964374,2276121
-0.490235672044404,1.04029707906291,2350037
-0.639080680294247,-0.130303636748903,2001182
-0.203579391177163,-0.0143797710178117,2278618
-0.520172305055647,1.35789617081001,1740845
-0.394079728857075,0.873393939181092,2321962
-0.496420662475509,-1.5809784272536,2212664
0.223192980686297,-0.522008431808578,2453577
-0.175667314924351,0.614685226082815,2224150
0.204374378703002,-0.00734827566133548,1967281
0.243601694083746,0.0725975510062424,1742294
-0.250396050272328,0.100157096586031,2488660
-0.467884444521714,0.0361637197550356,2085349
2.72233539056556,-0.510532569512273,2247869
1.73585842838771,-1.54774285027417,2157529
-0.595903897577662,-0.0534624052541048,2119177
-0.490725431524751,0.214240671273476,2010554
-0.640678619402515,-1.03895478780063,2493534
-0.472420806677625,1.91487969391816,2200813
-0.572901489334685,-0.0161503826830907,2116787
-0.0488699691817305,-0.494305650214555,1154608
0.0899010272927727,0.688669573887305,2267382
-0.173207723988324,0.615487321778759,1181124
-0.253452614067019,0.134116921048349,2137799
-0.502757339385282,-0.0286991436417877,1458656
-0.00715629161565139,-0.392214770823157,2269346
-0.337401365886812,-0.0903271305980763,2092954
-0.263546894662085,1.0624488012727,2007309
-0.233691178153524,-0.0182802155375165,1671370
