"letd_prc_original_glszm_LargeAreaLowGrayLevelEmphasis_236","letd_prc_log.sigma.2.0.mm.3D_glcm_Correlation_229","sub"
-0.178790140293695,-0.803267388878098,1916742
2.18968225958401,1.17775916987943,1980052
-0.0384753097838644,0.6572956041294,1926770
-0.21602531435162,-0.271376480818455,1979045
-0.66464713120527,-0.166606879102236,2196212
-0.590725259268323,0.191748963661637,2393207
0.708787392541105,0.481560482307114,2146138
0.903710163424039,-1.68672375864746,2228399
-0.0768708684877561,0.487290167639687,2144796
-0.335262399193435,-0.599861131498404,2234271
-0.617235603884842,0.210050854025014,2296332
-0.301428253224404,0.134400771322428,1684230
-0.56531872149354,0.569618231380324,1720713
-0.356062528162219,-0.431317721217392,2186951
-0.0928464418413378,0.927225601933163,2439458
2.78026343725221,0.333158391576429,2135748
-0.151115130492081,-1.19113759233587,2141116
-0.338279876883732,-0.252651387394431,2108003
0.359119350716789,1.78676203516852,2006164
1.74459464780511,-4.58299941523934,308862
1.0646590631127,0.186815661739719,1085983
0.108440775627075,-1.23164998408245,2004451
-0.259900847005837,0.602592856647687,2359944
-0.348445941057519,0.366769027788794,2069079
-0.431786774449316,-1.67500956189079,2059713
1.19760103807894,-0.339085683009347,2294873
0.164024539835016,-0.908417792856805,2033049
-0.430303049128186,1.841582984466,1485662
-0.39436252800977,-2.32610616941427,1526417
-0.0324167623244125,0.784167067266119,1386095
-0.180929036839707,-0.729597589398643,983079
-0.141726620997538,-0.300620399972655,2132424
-0.255272108431493,-0.360831394330179,2138375
-0.500307859461826,-0.147620876430412,2490180
-0.645010677357587,0.559718533218359,2034136
-0.602607704054368,0.407971962504178,2510402
1.26500320659659,0.120733251144026,1330263
4.83168598319888,-0.819060453832826,1768972
0.120275140296629,-0.0516537307010373,2306459
0.0359009176638653,0.0100717105552308,2181724
-0.0479888975469917,-0.768386924367491,2217034
-0.116051731913532,-0.1438709505456,2218615
-0.66386202538648,0.58248499522943,92173
-0.581721846450424,0.0290825430862663,2414406
0.0578857957856901,-0.499987717635433,2381907
0.235202854705328,1.72153918306803,2002465
-0.295821937716177,1.15670989986624,2474709
0.0901864773330088,1.30879389076384,2176530
-0.545613684945099,-3.15123905918601,1279943
1.20456295613474,1.0862572471091,1976407
-0.325850005177032,-1.27539482190173,2250836
0.568048807037164,-1.35108085844665,1915938
-0.430854110645912,0.766841688625149,2133380
-0.436387819111352,-0.315189960734241,2271329
-0.642690323229344,1.23084653163995,2286108
2.34429511999786,-0.8313064531445,2040495
-0.678956700521034,-2.0333225649619,1125173
-0.0724913327808837,0.613147550665865,1767700
-0.450092673852503,0.333884258003603,2138678
-0.563924123809591,0.476714428936003,2443354
4.0108082620882,1.13448679812213,2234422
0.0145774999093933,-0.346816051059684,2151024
-0.0800473989088297,-0.111393091865874,2057358
-0.56724583444426,1.99369995135158,2425694
-0.609719083521772,0.476538715653449,2500377
8.41394683557553,-0.325435111422106,2183356
-0.412039930351394,0.194273947315878,2131601
0.747566334395625,-0.268118289657524,2152442
-0.367225724494669,-0.530318092016749,2306893
-0.307528481009208,1.74915169829887,2009915
-0.644306754493393,0.0790802611412039,58325
-0.582779773528754,-1.10088923072745,2395943
-0.529128429775457,0.796523367075264,2480330
-0.254566038874963,-1.01944079619446,2076301
-0.406696135601774,0.709177756577389,2205389
0.0782325651404338,-0.0543125313551661,1975401
-0.170069325379567,-0.563920465177122,2250648
-0.0764250705319577,1.052027991963,2185290
-0.243726047616994,0.72889552323058,2091555
0.349436999019481,2.06824528374981,1232870
-0.351562086691633,0.805366136699992,2139733
-0.528840549427362,0.902399638879674,2559453
0.0242651082931411,0.0193809105162326,1938156
0.0673072520949096,1.73816664524259,2158101
-0.0346516987150285,0.14759173688445,2199403
-0.30828550318674,-0.503931715723024,2430773
-0.570199272784919,0.0606948904041794,1738800
-0.602133160068444,-0.299403340063442,1565177
-0.174455288599896,0.868943897515229,1978972
-0.626249596135258,0.516532422230377,2487135
-0.577702267787241,-2.25077016931055,1612262
-0.354305776653978,-0.586241146151943,2051378
-0.18211133756828,0.174450737532517,1497807
-0.156996926418968,-0.285731698237747,2026671
-0.443875015061716,0.26634509562184,2340322
-0.688051305610222,0.0562010558259983,2293123
-0.648658723257403,0.724032042488113,2395415
-0.0645857000628613,-0.885460701365162,1966316
0.804992286681741,-0.744104637786067,1973544
-0.508599592794975,0.683462544988471,2010259
-0.423584640099186,-0.230983907104929,2145694
-0.475405589645931,-1.07718256976343,965005
0.028315172586965,-0.884434847139085,2096627
0.426066872077885,-0.272116784531038,2047354
0.722417096098036,-3.31676878449548,1364384
-0.540805887672161,-0.935784504585012,2244172
-0.587815306219461,0.498175590430758,2132982
-0.604441733367916,1.23759834218064,2134220
