"mkm5d_ptv4_wavelet.HHL_firstorder_Median_250","mkm5d_ptv4_wavelet.HHL_glcm_Imc1_250","mkm5d_ptv4_wavelet.HHH_glszm_LargeAreaHighGrayLevelEmphasis_250","mkm5d_ptv4_wavelet.LLL_glrlm_LowGrayLevelRunEmphasis_250","mkm5d_ptv4_original_glszm_LargeAreaHighGrayLevelEmphasis_241","mkm5d_ptv4_wavelet.HHH_firstorder_Median_241","mkm5d_ptv4_log.sigma.4.0.mm.3D_gldm_LargeDependenceLowGrayLevelEmphasis_240","mkm5d_ptv4_wavelet.LHH_firstorder_Skewness_239","mkm5d_ptv4_wavelet.HHH_firstorder_Energy_230","sub"
-0.55290094792853,-0.33760929947793,-0.501846140837102,-0.443262884435082,-0.303491756037733,0.0253849214149179,0.0393332636554068,-2.14754985557474,-0.19096268595566,1085983
-0.293592688155078,0.151927936724209,1.22736286917278,-0.217750900639905,0.408273139454267,-1.07654905641587,0.298438582327785,1.17168178297279,0.000900775258282845,1125173
1.72916895912217,0.623450510769737,-0.744840213427635,-0.114631597228147,-0.969899804549103,0.849507617652508,-0.326111795460714,-0.265803357787327,-0.502870603300068,1154608
-0.450275611820857,-1.03020525823253,0.239009483034287,-0.535993868651682,-0.70678857306,-0.131707066335692,-0.465840652490286,-0.781187262081426,-0.195456492836714,1181124
0.62301760800866,-0.670873846846403,-0.710978684911524,0.098974962445334,-1.15130795116549,0.592823686512323,3.13577757343728,-0.890899791658761,-0.473433973760307,1183075
-0.690536428928529,0.0123558271883234,-0.739421154186451,0.245523238504159,-0.559251758651471,-0.653417335327225,0.232312810902479,2.04711585792074,-0.577506541595433,1232870
-0.183517086563365,0.332392837801145,-0.173743264535293,-0.368573143063643,0.928704638642474,-0.456794243727932,-0.211854613332179,-1.1907307100297,-0.282341305760388,1279943
0.187796364425444,-0.708640244410324,-0.414980942229218,-0.375932772324441,-0.542634559894803,-0.347814571612785,-0.181854987034632,-0.133881042989799,0.664232726517384,1329352
0.6493149205903,0.241617119913606,0.393970848644991,-0.00204761854715481,-0.742259901606369,0.360642236514628,-0.565927984152478,0.0122498302239783,-0.289493073199557,1330263
0.360392906374389,-2.37134992061641,-0.73572966627424,0.113537942812143,-1.21635179299042,0.138860238307623,1.67430892784777,0.0091933874277508,-0.463339897992071,1364384
0.563761709873718,0.0228193286018268,-0.713492091387518,0.811042794789218,-0.695876051093232,1.23448200377851,-0.502765858597419,-0.4939871538782,-0.488048688664589,1386095
0.568505294136044,0.0961185235220146,0.735865392873742,-0.0164504851914214,0.186505226686465,0.301164336235285,-0.38507188292595,-0.893211450175143,1.18911583214007,1458656
-0.160739835796373,0.695745281399173,-0.387342698771426,-0.287652374278415,1.05361920324061,-0.159688836582879,0.0899938830271415,0.201482720346817,-0.414167522818114,1485662
-0.312705966913321,0.316956204142253,-0.408116495623732,-0.366402997624748,-0.654503903393368,0.176496747745734,-0.454752096181826,0.161332998589273,-0.0950350810176818,1497807
