"lemm_prg_v45_230","lemm_prg_eigen_max_227","sub"
-0.244301999277469,-0.327583175613538,1085983
-0.2662821479588,0.441293848571674,1125173
-0.2662821479588,-0.570101808405909,1154608
0.042304775372746,-0.196476513064172,1181124
-0.2662821479588,-0.542342532966855,1183075
-0.2662821479588,-0.551303194413352,1232870
4.44592357318506,-0.0179558902217696,1279943
-0.2662821479588,-0.296691595402068,1329352
-0.2662821479588,-0.152570437740501,1330263
-0.2662821479588,-0.579000617228215,1364384
-0.2662821479588,-0.566551664807134,1386095
-0.204871243736842,1.42787789740769,1458656
-0.2662821479588,0.0977312595254576,1485662
-0.0187164370421201,-0.203637742819837,1497807
-0.263517580213924,-0.285707030596415,1501387
-0.2662821479588,-0.561543933497544,1518948
-0.2662821479588,-0.439963863849527,1526417
-0.2662821479588,-0.328717911774447,1565177
-0.2662821479588,1.82985412547614,1606693
-0.2662821479588,-0.382819908572472,1612262
-0.2662821479588,-0.451788862962492,1614566
-0.2662821479588,-0.268702723234942,1644034
-0.2662821479588,-0.111493469736347,1668599
0.325139371952341,-0.528154330107239,1671370
-0.19975689071912,-0.554349785075745,1684230
-0.2662821479588,-0.541181253886924,1692385
-0.2662821479588,-0.0490597138838739,1720713
-0.263229212603344,-0.353376821516963,1738800
-0.2662821479588,1.00951080966359,1740845
-0.2662821479588,-0.537588768417677,1742294
-0.2662821479588,-0.44817253990014,1767700
-0.2662821479588,1.29765015026345,1768972
-0.194722455914093,0.0287721697572259,1889409
-0.2662821479588,-0.526417824709697,1915938
0.241395836459445,0.991226073535627,1916742
-0.2662821479588,-0.569574275988922,1919296
-0.2662821479588,-0.563198504498859,1926770
-0.233292614319028,3.06273416717581,1938156
-0.2662821479588,-0.349266526921609,1938561
-0.2662821479588,-0.509929188478198,1966316
-0.2662821479588,-0.431494912451723,1967281
-0.2662821479588,-0.573031985985964,1973544
-0.2662821479588,-0.503605889695589,1975401
-0.2662821479588,-0.363033207032313,1976407
-0.2662821479588,-0.535009581606026,1978972
3.76782567672778,-0.477503374726571,1979045
-0.2662821479588,0.215754438685038,1979422
-0.2662821479588,-0.580304705050834,1980052
-0.2662821479588,1.68773762834187,2001182
4.44592357318506,-0.570916976154359,2002465
-0.2662821479588,-0.497850317997103,2004451
-0.261028852840467,-0.560027424722537,2006164
-0.2662821479588,-0.0232578153151323,2007309
-0.2662821479588,-0.315112993501663,2009915
-0.2662821479588,-0.369376323248444,2010259
-0.2662821479588,-0.257407604843361,2010554
-0.2662821479588,-0.419055456932242,2026671
-0.2662821479588,-0.314768071913786,2033049
-0.242681785415508,-0.270697724761297,2034136
-0.2662821479588,-0.558158374168706,2040495
-0.219002491893809,-0.576352714509884,2047354
-0.2662821479588,-0.32012420344183,2051378
-0.2662821479588,-0.0190745939083765,2055667
-0.2662821479588,0.336111016481996,2057358
-0.2662821479588,-0.331167110261155,2059713
-0.2662821479588,-0.568232664805734,2069079
-0.2662821479588,-0.250101878410955,2070958
-0.2662821479588,-0.459197936026566,2072215
-0.2662821479588,0.0922872345531253,2075832
-0.235098433627699,-0.193203291946564,2075846
-0.2662821479588,-0.42201263957093,2076301
-0.2662821479588,1.03851382006303,2078198
-0.2662821479588,0.454080334190657,2078899
-0.2662821479588,-0.00914318780192124,2085349
-0.2662821479588,-0.338721574677054,2086044
4.44592357318506,-0.170257812912168,2091555
-0.2662821479588,0.129395781620348,2092954
-0.2662821479588,0.456993251390917,2096627
-0.2662821479588,-0.525663302605757,2100050
-0.2662821479588,0.00641801248738662,2108003
-0.2662821479588,-0.0937187120651422,2109902
-0.2662821479588,-0.117165413210025,2110540
-0.264252774263216,0.0920443493432452,2116787
-0.164965751762201,-0.0395450790191045,2119177
-0.263816315556317,-0.20628129688495,2131601
-0.2662821479588,-0.487609722867404,2132424
-0.2662821479588,0.964777455314856,2132982
-0.2662821479588,0.22553372346046,2133204
-0.2662821479588,-0.448958690539153,2133380
-0.2662821479588,-0.321328219846119,2134220
4.12241003799473,0.171164861692687,2135748
-0.2662821479588,-0.485201816118316,2137799
-0.2662821479588,-0.100345675581867,2138375
-0.2662821479588,0.69112920435405,2138678
0.0422215399723775,-0.428296205588695,2139733
-0.2662821479588,-0.461064436403903,2141116
4.15993037286607,-0.505580670127579,2144796
-0.2662821479588,-0.559205685687641,2145166
-0.2662821479588,-0.0606911904153014,2145694
-0.261896661014973,-0.46589635473561,2146138
-0.2662821479588,-0.0129497834525463,2151024
-0.2662821479588,-0.306314772529162,215131
-0.2662821479588,-0.569824956656448,2152442
-0.2662821479588,-0.56168140415007,2157529
-0.0523886043404118,-0.524723290148584,2158101
-0.0570343332892506,5.42719664251421,2158329
-0.2662821479588,-0.545952794703993,2168082
-0.2662821479588,-0.444931640418773,2172217
-0.0420185329015261,-0.515487929653928,2176530
-0.2662821479588,-0.576269976349883,2176784
-0.2662821479588,-0.526431790116131,2181724
-0.2662821479588,-0.38312555699761,2183291
-0.243771611074356,-0.169032178354732,2183356
-0.2662821479588,-0.461762628121866,2185290
-0.2662821479588,-0.354459986335494,2186951
-0.198534781360884,-0.137634011050313,2196212
-0.2662821479588,-0.0567031888779632,2199403
-0.2662821479588,-0.47948280415657,2200416
