"letd_prc_original_shape_Flatness_248","letd_prc_wavelet.HHH_firstorder_Median_245","letd_prc_original_glszm_LargeAreaLowGrayLevelEmphasis_244","letd_prc_log.sigma.2.0.mm.3D_gldm_LargeDependenceLowGrayLevelEmphasis_243","letd_prc_wavelet.HLH_firstorder_Median_241","letd_prc_lbp.3D.m2_gldm_LargeDependenceEmphasis_226","sub"
-0.4623670994657,-0.15389801232528,-0.178790140293695,-0.449575622862211,-0.73366182785539,0.084879558461415,1916742
1.37700705184394,0.790797085334335,2.18968225958401,1.83319820237179,1.01416816971536,-1.18269437711737,1980052
1.63032286950499,0.879726620701218,-0.0384753097838644,0.30520099155658,0.395244462061713,-1.02175154698901,1926770
0.0217609510748518,0.328817553466873,-0.21602531435162,-0.076771817326292,0.559576899736742,-0.683224652955526,1979045
-0.395939666445105,0.788696746963365,-0.66464713120527,-0.449054056373579,-0.447526337440002,-0.048501729341486,2196212
-0.237738205342645,-0.0585901414031673,-0.590725259268323,-0.458193683236268,0.153835661092126,0.569886806279261,2393207
-0.752260725158333,0.928880368615768,0.708787392541105,-0.020076778599596,-1.1786743358223,0.392205722311166,2146138
0.909120020681207,-0.233516028821481,0.903710163424039,0.165062136914563,0.111176666223935,-0.947002534779419,2228399
-2.18358983681797,7.7469273018665,-0.0768708684877561,0.0456197924639848,-1.8619191425312,-0.845489883269976,2144796
0.592483730435698,-0.0675296474548683,-0.335262399193435,-0.310085343720154,-0.157496625347387,3.03228947549299,2234271
0.300651962068788,-0.107284831384452,-0.617235603884842,-0.438758151518155,-0.530450156845863,-0.602445823016328,2296332
2.0424851190512,-0.23560109578508,-0.301428253224404,-0.161187066244594,0.359016967701336,-0.683313615355381,1684230
-0.648442907020276,-0.739639223424199,-0.56531872149354,-0.425306870374905,-0.145112360657282,0.684377340587314,1720713
0.484925006428526,0.105165570003082,-0.356062528162219,-0.285651207840249,-1.41918582643002,0.334424223907767,2186951
-0.150093691221457,1.66878751499845,-0.0928464418413378,-0.0740331768591874,-1.00126132067559,1.18543397763705,2439458
1.91474410892739,-0.312597495246077,2.78026343725221,-0.424645694871143,0.602829687143439,-0.309037039971618,2135748
0.393879047941912,-1.41840564497526,-0.151115130492081,-0.0977164377829156,-0.550552432435686,-1.28942113743188,2141116
1.53844019720649,-0.420334756042971,-0.338279876883732,-0.240317939613525,1.15159794205154,-0.0680766128267127,2108003
1.12472467021306,0.40271996674829,0.359119350716789,0.37606640030573,-0.343884832206947,0.406479619821622,2006164
