"mkm6d_gtvper_wavelet.LLH_glszm_LowGrayLevelZoneEmphasis_227","sub"
-0.392267090663732,1085983
-0.489883945884315,1125173
0.118756765137463,1154608
-0.596430515551065,1181124
1.01206663210098,1183075
2.13691190060117,1232870
-0.35249074611043,1279943
-0.389721560635902,1329352
-0.599554351055166,1330263
3.49391580923015,1364384
-0.0399575345336508,1386095
-0.626856423063228,1458656
-0.796166035295646,1485662
-0.574346623622554,1497807
0.752554942768637,1501387
0.571769726366623,1518948
-0.559988816363628,1526417
-0.718857128122195,1565177
-0.839809849257807,1606693
1.64035427421314,1612262
-0.709739298190694,1614566
1.34935079976511,1644034
0.767122707012729,1668599
0.20193612229077,1671370
-0.291486749568663,1684230
0.537462677407774,1692385
0.299875983033432,1720713
0.0646816966497576,1738800
-0.651386570736563,1740845
0.217847832299186,1742294
1.10422031376861,1767700
-0.809741280222398,1768972
-0.792186935641265,1889409
0.190966258700721,1915938
-0.869075985136357,1916742
1.54505844315051,1919296
2.24101197219421,1926770
-0.964782222521184,1938156
0.507960026249105,1938561
0.117156212426534,1966316
0.925695483316148,1967281
0.905709407097231,1973544
0.213056504287035,1975401
-0.0907569597644391,1976407
1.14185973399786,1978972
1.86190578833111,1980052
-0.772952488851498,2001182
0.761089483353383,2002465
0.325797923587471,2004451
1.17513341703867,2006164
-0.350852148999045,2007309
0.932844173196531,2009915
-0.462519572181907,2010259
-0.835389512525927,2010554
-0.0591436512285516,2026671
0.00508158832894278,2033049
-0.689138091065702,2034136
-0.0912109929821568,2040495
0.40378964983783,2047354
0.647964143330816,2051378
-0.162068262044791,2055667
-0.423693060999946,2057358
-0.311182236891131,2059713
3.72916697662923,2069079
-0.488396880177101,2070958
-0.314062475041571,2072215
0.0958983282532535,2075832
-0.491653643301648,2075846
-0.317310876196489,2076301
-0.945605692720292,2078198
-0.579541498749701,2078899
-0.430431973603159,2085349
-0.679206981873715,2086044
-0.166452269208972,2091555
-0.419907511879324,2092954
-0.632211199212062,2096627
-0.24494196399047,2100050
0.024783643323449,2108003
0.527609286398255,2109902
-0.768562431162882,2110540
-0.301188241814503,2116787
-0.865571684477851,2119177
-0.859494591877103,2131601
0.0496197687996354,2132424
-0.49920066585155,2132982
-0.846131018890562,2133204
-0.319940645611914,2133380
-0.0743850130490393,2134220
-0.626302446504887,2135748
0.0829794482989312,2137799
-0.531647664332539,2138375
-0.864876075303224,2138678
-0.166935495587272,2139733
0.832888103440778,2141116
0.65505630911315,2145166
-0.350188534040137,2145694
-0.132122480798653,2146138
-0.434664398476044,2151024
-0.121897973271719,215131
0.00176225108284105,2152442
3.30588824720139,2157529
0.0276478630388102,2158101
-0.986804258381899,2158329
1.84128825761702,2168082
0.910703524282651,2172217
-0.287511948667045,2176530
0.531233211892619,2176784
-0.0952584424498233,2181724
-0.416601018128848,2183291
-0.404433659688612,2183356
2.89319125568594,2185290
-0.752331610887027,2186951
-0.583216297787264,2196212
-0.806351952341698,2199403
-0.137655043841012,2200416
0.205363813714419,2200813
-0.602336766521841,2205389
-0.396151180893419,2212664
-0.137387700964607,2217034
-0.389708505696696,2218615
-0.605533724732706,2219842
-0.885772436899376,2224150
7.17002245565627,2228399
-0.189564718087208,2228400
-0.450485173215648,2234271
-0.000443859186530588,2234422
-0.525179157866984,2237571
-0.591115921831254,2247869
0.270707241542022,2250648
-0.518571647776936,2250836
-0.033645180330503,2267382
-0.861407820982453,2269346
-0.454586228193816,2271329
-0.744803765684985,2274521
-0.512473191672244,2276121
-0.542335436335119,2278618
-0.346940745756231,2285214
-0.5395399834201,2286108
-0.762407897393029,2293123
-0.881752982797427,2294852
0.630931762193082,2294873
-0.229274155930777,2296332
0.511718269679903,2305114
-0.765998219871343,2305115
1.59161953118676,2306459
0.0101317825677864,2306893
-0.840262511193117,2317120
-0.790907407683308,2319068
-0.253941200421497,2321962
1.43099530348271,2331869
1.39251871353742,2336735
-0.73559710798224,2339674
-0.41229612408633,2340155
-0.842547569455278,2340322
0.0760788035957309,2350037
-0.0427407100601953,2352038
0.799455727078824,2359944
0.123297556188989,2381907
-0.780477750852211,2393207
-0.662846714658348,2395415
-0.189696086420125,2395943
-0.313658980418013,2401405
-0.682118602112085,2405144
-0.920765728413025,2414406
-0.451389280843736,2419459
-0.540575795414668,2425694
-0.48427293432252,2426863
-0.200289916632643,2430773
0.288938741530686,2439458
-0.709091329135271,2443354
-0.635513345162918,2445526
-0.208893291363003,2448298
-0.473459241480066,2453577
0.611748797129471,2474709
-0.0835088197922197,2480056
-0.463801741112923,2480330
-0.590849014304218,2487135
-0.188920128854102,2488660
-0.0814895408835099,2490180
-0.050206566790277,2493534
0.552727323013488,2498991
-0.831402761487722,2500377
1.52682719238259,2504802
-0.56982335840798,2510402
-0.889692044946067,2520618
-0.670416329505712,2559453
2.13907097185803,277752
0.523053938662988,308862
-0.918217308162341,58325
-0.527294859005607,92173
-0.717210773431236,923666
0.442391684596141,965005
