"mkm10d_ptv6_wavelet.HLL_firstorder_Skewness_240","sub"
-0.233378676925216,1085983
-0.178012844685583,1125173
1.26590390987606,1154608
-0.457512763325027,1181124
0.0247466091069067,1183075
0.0941046811139631,1232870
-3.89103360049454,1279943
0.640331248847196,1329352
0.713370059946358,1330263
1.24924254478595,1364384
1.13287545218017,1386095
0.65125577454941,1458656
0.556695165304852,1485662
-0.582994476782975,1497807
1.00815129404569,1501387
0.485063084205943,1518948
-1.57335527262291,1526417
-0.110649158572555,1565177
-0.808968542157623,1606693
-0.0740992902395912,1612262
-1.11021550022953,1614566
1.17303642279844,1644034
-2.74266697999511,1668599
0.420429889288732,1671370
-0.158356614427975,1684230
0.888926191969949,1692385
0.666677547397055,1720713
0.757370218567583,1738800
0.500075935368773,1740845
0.583202879788438,1742294
0.733710768523026,1767700
0.660416904025944,1768972
-0.46095359728568,1889409
-1.00655203470638,1915938
0.267557877197453,1916742
-0.527602510550576,1919296
-1.71988462009068,1926770
-0.240675734088236,1938156
1.06947733358528,1938561
-0.393239380380109,1966316
1.25079486689891,1967281
0.797516705079624,1973544
-2.52753403965794,1975401
0.151789695110448,1976407
0.526367733784572,1978972
-1.14107621433821,1979045
0.203281699845806,1979422
-0.371031844891968,1980052
0.798693045376921,2001182
0.881078039550943,2002465
0.588614576015599,2004451
0.391761782817219,2006164
0.672192097871025,2007309
-2.51173393494957,2009915
0.646789174818612,2010259
0.203175954370227,2010554
0.00722264200520751,2026671
-2.18650205398203,2033049
-0.428873399848055,2034136
0.480696843315139,2040495
-1.03396483072347,2047354
-1.51247336361272,2051378
0.568314121485914,2055667
0.142077780271661,2057358
0.354116769923776,2059713
0.924734645731888,2069079
0.767438359894275,2070958
-2.66223016416475,2072215
0.646512192830125,2075832
0.869916572964249,2075846
-2.93666617984989,2076301
0.550168437620704,2078198
1.0921126760913,2078899
-1.66625227277332,2085349
0.467899755188903,2086044
0.645230805316784,2091555
-0.632993323674625,2092954
-0.707048587814148,2096627
-0.908623790272809,2100050
0.595815084212169,2108003
0.409163299862015,2109902
-0.325347722197381,2110540
-1.09140489808906,2116787
-0.00189898230089794,2119177
0.409857695030598,2131601
-1.03062220310762,2132424
-1.69326248250592,2132982
0.0333351155579453,2133204
-1.0669790684312,2133380
0.272392475084019,2134220
-1.10846809918805,2135748
0.783590088553646,2137799
0.653153834984112,2138375
0.383310975933251,2138678
0.937742917512594,2139733
0.726670149425126,2141116
0.990074201912666,2144796
-1.62063386585272,2145166
-0.485085121798326,2145694
-0.502020485144166,2146138
0.0516986825992526,2151024
-0.978359752374935,215131
-2.92820918225816,2152442
1.05330315670882,2157529
0.968797453343274,2158101
0.338193760003244,2158329
0.149133481401763,2168082
-1.13972887764284,2172217
1.2625482658595,2176530
0.707268668649835,2176784
0.278165922228175,2181724
0.380354414511438,2183291
0.765802120842111,2183356
-0.579317083679886,2185290
-0.755340790984408,2186951
0.697631390258646,2196212
0.459536818280632,2199403
-0.274333739860026,2200416
-1.42768565684889,2200813
0.7452039303255,2205389
1.03128072140737,2212664
-0.846698366323363,2217034
-0.729579144581823,2218615
0.502419297952949,2219842
-0.48305035178721,2224150
1.61605018111806,2228399
0.971217627943394,2228400
1.159839366361,2234271
1.38710296996385,2234422
0.635195049785177,2237571
-0.817583719983929,2244172
0.620103396698873,2247869
0.775983573227391,2250648
0.284088161366505,2250836
-0.620770880836877,2267382
-0.430353437929206,2269346
1.5199801181195,2271329
0.436561673546774,2274521
0.582635043599224,2276121
0.222983296506032,2278618
0.842548886309513,2285214
0.184307192175111,2286108
-0.415822705511225,2293123
1.00369405529511,2294852
1.16412676125844,2294873
0.0468632514001889,2296332
-1.79481973003039,2305114
0.806091756402397,2305115
-0.668258986717705,2306459
-0.745908308519934,2306893
-0.855920694915325,2317120
-0.356521997309747,2319068
0.756921439103952,2321962
-0.778430602256855,2331869
0.712137205265834,2336735
-0.681179946818922,2339674
1.03187533108338,2340155
0.160392886824714,2340322
0.650283883199995,2350037
1.23037248607677,2352038
0.855279468661019,2359944
-2.26415980575943,2381907
-0.56160297840062,2393207
0.444979752578561,2395415
-1.58623152182022,2395943
-1.39807418156475,2401405
-0.0649164247772749,2405144
0.606872392439601,2414406
-0.728653900974548,2419459
-0.529943283416688,2425694
-0.814008966846774,2426863
-0.00353566123689203,2430773
-0.121218474538064,2439458
-0.200230668576213,2443354
0.852438295573567,2445526
1.29171632146054,2448298
0.952106078443824,2453577
0.905774299685618,2474709
-1.37808338688184,2480056
0.142590705000615,2480330
1.08591703506822,2487135
1.40204310624216,2488660
-0.127436020259727,2490180
0.845106429559466,2493534
1.22736932037075,2498991
0.358631006637969,2500377
0.22927569479218,2504802
-1.0720379713748,2510402
-0.15537490327146,2520618
0.685768138591082,2559453
0.588368654845294,277752
0.472508774646557,308862
0.603295501424177,58325
-1.79808919760483,92173
0.341194691075031,923666
-1.25802892386637,965005
0.342224806250245,983079
