"letd_ctv_wavelet.HHH_glszm_LargeAreaHighGrayLevelEmphasis_473","letd_ctv_wavelet.LLL_glcm_Imc2_473","letd_ctv_lbp.3D.m1_firstorder_Median_473","letd_ctv_lbp.3D.m2_firstorder_Maximum_473","letd_ctv_wavelet.LHL_glszm_LargeAreaEmphasis_441","letd_ctv_wavelet.LLH_glszm_LargeAreaHighGrayLevelEmphasis_439","letd_ctv_log.sigma.4.0.mm.3D_firstorder_Mean_430","letd_ctv_wavelet.HLH_glszm_SmallAreaLowGrayLevelEmphasis_429","sub"
-0.0691201550681665,-0.167808281561121,-0.885998999891781,0.166976170030923,0.187296027764039,-0.15353556939649,-0.254335587892554,-0.432164754289392,1916742
-0.357484936951869,0.36070921920305,1.28672053926185,-2.13094240705739,-0.377852800918336,-0.162306623496365,1.15064289628246,1.45160634156835,1980052
-0.350980735272656,0.370904813354484,1.28672053926185,0.227564705121749,-0.350204777055444,-0.160447507576308,-0.835288708600899,3.56051269876822,1926770
-0.349077055905458,0.379207331661755,0.562480692877363,0.166976170030923,-0.248936857134415,-0.162148705415441,0.234179419535708,0.40667599934679,1979045
-0.2724445877692,-0.781558392948677,-0.161759153507194,0.166976170030923,-0.302323356358051,-0.153191993475754,-0.522661466244214,-0.397852034069036,2196212
4.3948327429129,0.229236072233973,-0.161759153507194,0.166976170030923,0.226942549438374,-0.0376841687161019,-0.45005069397697,-0.422560704131641,2393207
-0.349451915238101,0.359563800237837,-0.885998999891781,0.166976170030923,-0.306438863564589,-0.162003393582871,0.582268314509419,-0.338048091733348,2146138
-0.338431029929854,-0.797682942943009,2.73520023203098,0.166976170030923,1.65644962609877,-0.153770659953499,-1.21963070435722,0.622998973111937,2228399
-0.357508490507188,0.387482301262988,0.562480692877363,-0.996951704106134,-0.37510480340826,-0.162295342201259,2.31190100444663,0.00829668434395279,2144796
-0.355407366301824,0.275561350246483,-0.161759153507194,0.227564705121749,-0.331461805903316,-0.160463866245721,1.20255581864034,-0.408912412812904,2234271
-0.109926325438284,0.331756925036772,1.28672053926185,0.166976170030923,-0.19587227200714,-0.10471494625191,-0.476772884709238,-0.115834827663365,2296332
-0.356870116245586,0.374222032754499,1.28672053926185,0.166976170030923,-0.333535971819059,-0.162269875618642,2.22757614011968,-0.120395545795334,1684230
0.428099243001514,0.29385432340985,-0.161759153507194,0.528837054977764,-0.00988211683294532,0.239995343345331,-0.107402548543849,-0.418192671059341,1720713
1.04980780703693,0.391533541867855,0.562480692877363,0.166976170030923,-0.185988852323538,-0.0121443870526832,-0.664703667213052,-0.323710114659029,2186951
-0.353198193553535,0.372040562462966,0.562480692877363,0.166976170030923,-0.301894283034608,-0.155442532228395,0.563619519809748,0.752671522019245,2439458
1.97477208515124,0.382460663043282,-0.161759153507194,0.166976170030923,-0.0774810277569283,0.0539907226070899,-0.921852642423725,-0.443013141497066,2135748
-0.356955276133052,-1.26772895492077,0.562480692877363,0.227564705121749,-0.341668117814126,-0.159548090884874,-2.22167934115962,0.00329787366447912,2141116
-0.191285728304665,0.170566171734677,-0.885998999891781,0.166976170030923,-0.044321085985436,-0.11997352160724,0.208080340097795,-0.365299347551442,2108003
-0.348150696328791,0.382115091852953,-0.161759153507194,0.166976170030923,-0.234024743442241,-0.159701215047248,0.767737953996963,-0.0695759043720154,2006164
-0.243212098993438,0.349186172654292,-0.161759153507194,0.166976170030923,-0.344538063235379,-0.158541847012371,0.234960133719361,0.829736658950272,308862
-0.335297462883611,0.317482465500887,-1.61023884627631,0.166976170030923,-0.30940522180014,-0.160405648740477,-0.74953836252332,0.00917824727467962,1085983
-0.312280208926219,0.382200618722001,0.562480692877363,0.166976170030923,-0.377961728201052,-0.160702194739478,0.0674416684721867,-0.132688008546735,2004451
-0.337834966572629,0.378233739887222,-0.161759153507194,0.961891757178812,-0.387576899893283,-0.159060919828381,0.739413480878632,11.8747119884344,2359944
-0.350466167073799,0.394925207100617,1.28672053926185,0.166976170030923,-0.340783796499338,-0.161161306612874,2.58272195858644,-0.0570483493186632,2069079
-0.356597339628035,0.300600740892508,-0.885998999891781,0.166976170030923,-0.222587393734541,-0.157019177334714,0.0742642256646664,-0.403468531243916,2059713
-0.317439506193701,-3.6087019055473,2.01096038564644,0.227564705121749,-0.279478239511042,-0.153673269834396,-1.5230645561382,0.166626294515774,2294873
-0.348230851504672,0.355683535031607,0.562480692877363,0.166976170030923,-0.328153733222811,-0.159210472569603,0.73005751877933,-0.363237075491647,2033049
-0.27054562109026,0.150540783349703,0.562480692877363,0.166976170030923,-0.293883129757205,-0.12238165502611,-1.09902436844207,-0.182195550498026,1485662
-0.34602166960179,0.396188574790635,-0.161759153507194,0.166976170030923,-0.323441914841463,-0.154800891255567,0.0190503408713125,-0.340851927780947,1526417
-0.353764050425953,0.386709262679322,-0.885998999891781,0.166976170030923,-0.312511032834961,-0.158679714135429,-1.59285959017572,0.0276871618774906,1386095
-0.357405810066321,0.385685553776803,2.01096038564644,-0.416201861686847,-0.367921143799681,-0.160016909512911,1.65910042535761,0.796413273168767,983079
-0.353958615656591,0.376023172202307,0.562480692877363,0.166976170030923,-0.359191885189946,-0.157614971657125,1.40664182153218,-0.140164028835077,2132424
0.575616881341209,0.296884255718885,-0.161759153507194,0.166976170030923,-0.179433607812038,-0.155752485150267,-0.186286415943931,-0.396272966975748,2138375
-0.355608876278906,0.34770614388725,-0.161759153507194,0.166976170030923,-0.303079774892177,-0.158816956995855,-0.0409342047343422,0.22718452503403,2490180
-0.199986334989696,-1.39192327849499,-0.161759153507194,0.227564705121749,-0.252029379374974,-0.149325165258934,-0.528423186625592,-0.166115911335135,2034136
-0.341773854074203,0.311493403077813,-0.161759153507194,0.166976170030923,-0.139391919126055,-0.154488917271312,-0.0899585761712234,-0.27872833154149,2510402
0.0256003596485249,0.378670697582841,-0.161759153507194,0.166976170030923,-0.329835065825497,-0.152937347266126,-0.326829065342478,-0.343055482048724,1330263
3.26679289940653,0.283475280331316,-0.161759153507194,0.166976170030923,0.448629433199037,0.138775542021006,-0.200548545208638,-0.419001709956997,1768972
-0.356691064749769,0.375619475131858,1.28672053926185,-2.66305300044144,-0.332751360063624,-0.160038440634042,0.967903746138335,0.270925198557963,2306459
-0.130045046864034,0.395367945405607,1.28672053926185,0.166976170030923,-0.311885609248617,-0.160388478517036,1.53223622403937,-0.0791450585572917,2181724
-0.295772261298633,-6.86854061282114,0.562480692877363,0.227564705121749,3.88145535963621,-0.1564469069333,-0.906688936268962,-0.233138089919776,2217034
-0.344130764115981,0.394905891115586,2.01096038564644,-0.740182901891051,-0.337059288233682,-0.161414939947561,1.9941125463656,0.270685109991687,2218615
-0.297483583203133,-0.0984134458990582,-1.61023884627631,0.166976170030923,-0.246550942832072,-0.1580271526036,-1.20116053300967,-0.375796515035869,92173
0.392151291630306,0.311710325982266,-0.161759153507194,1.26205501645081,-0.269784711750359,0.173677156486124,-0.538415622880472,-0.433357350496528,2414406
-0.27872047210278,0.114790709555862,-0.885998999891781,0.166976170030923,0.47632324363307,0.0264070741837561,-0.623930940758419,0.34004652738313,2381907
-0.357382272145592,0.38781127948373,-1.61023884627631,0.166976170030923,-0.385089541072527,-0.162255702760759,1.44302288409894,0.453065711248689,2002465
-0.355824629248146,0.372064502220077,0.562480692877363,0.166976170030923,-0.300875030448199,-0.160231570387658,0.946653062090463,-0.106396763097857,2474709
