"letdfirst_ctv_original_shape_Sphericity_250","sub"
-0.189121296947248,1916742
1.03764967139655,1980052
1.56168235854584,1926770
-0.26905589386865,1979045
-1.24596929320772,2196212
-0.0812628250430405,2393207
0.181596337199893,2146138
1.18817350833874,2228399
-0.855622942957469,2144796
0.753286258832974,2234271
-2.3295175933097,2296332
0.760065250371955,1684230
0.1691916361502,1720713
0.503218184305781,2186951
1.21248677247374,2439458
0.67600649973761,2135748
0.0977854847884844,2141116
0.605953089290088,2108003
0.287082726471118,2006164
1.11047385456653,308862
0.756874590891985,1085983
1.34218986917906,2004451
0.834808829692168,2359944
-0.0395742696621477,2069079
0.150784668461731,2059713
0.033137866001228,2294873
0.412514399029335,2033049
0.461727633678112,1485662
1.09113394106197,1526417
0.608159630327693,1386095
0.942275573250235,983079
0.641174768362378,2132424
0.540341175372911,2138375
-1.07651189193899,2490180
-3.36466006253688,2034136
-1.65854281360406,2510402
-1.05729250984182,1330263
0.452890578677829,1768972
0.832921798662276,2306459
0.685412741321877,2181724
0.656355915920113,2217034
0.992917430247926,2218615
-2.74264180818748,92173
0.064585786602696,2414406
0.117149638269412,2381907
1.27596701440546,2002465
-0.461388475074922,2474709
0.643953822115087,2176530
0.734811943696746,1279943
1.08194167580406,1976407
0.507001758253397,2250836
1.00571782262499,1915938
0.988883859779199,2133380
-1.01667413547773,2271329
-2.26795571217508,2286108
0.773362028833832,2040495
0.647871296591934,1125173
1.0507280624428,1767700
-0.3086280661033,2138678
-1.93924296038509,2443354
-0.899674792736628,2234422
-0.166393524089411,2151024
-0.0625823019575687,2057358
0.0496365847848102,2425694
-1.46983273672545,2500377
-0.140750653084143,2183356
-0.875096137953926,2131601
1.52830161401836,2152442
-0.557017626606195,2306893
0.105198561445718,2009915
-1.51177505083909,58325
0.405320887193298,2395943
-2.56588341150545,2480330
0.981829023928035,2076301
-0.0548578771396551,2205389
1.13426711527018,1975401
0.742747833294498,2250648
0.881286225405275,2185290
-0.792401390776171,2091555
0.50028654513922,1232870
-1.73513082655514,2139733
-0.486223644467715,2559453
-1.04448654363905,1938156
1.04987361907168,2158101
-0.720522768311496,2199403
-0.294803485140224,2430773
-0.312243539638459,1738800
-0.657427609604051,1565177
0.31486279943926,1978972
-0.517499792451909,2487135
0.986246868388634,1612262
1.15573616517605,2051378
0.558519451503541,1497807
0.802317519641497,2026671
-0.925667697659892,2340322
-1.48922020153953,2293123
-0.313964690888149,2395415
0.472062491192796,1966316
1.03323310577209,1973544
-0.106677104261482,2010259
-1.22620133376386,2145694
0.24559158447247,965005
0.683680108758473,2096627
1.58636833616309,2047354
0.137433801184106,1364384
-1.11089922431225,2244172
0.0759187764794777,2132982
-1.33633647993251,2134220
-0.18129187759405,1889409
0.724120523787849,1938561
0.756069156634846,2055667
1.56618520154103,2176784
-0.259428672405505,923666
0.0095698656804175,2086044
0.482923873652441,2078198
-0.95544957602426,1501387
0.691061092737989,1518948
-0.12802766168926,1606693
1.05588656468627,2305115
-0.270054143165651,2237571
0.448574932750356,2285214
-0.258059209725093,2426863
-2.37307588528159,1979422
-0.207177786725797,2480056
0.00610342553951187,1668599
-1.01731551289506,2339674
-0.420223865173836,2133204
0.497405860981688,2294852
0.225810877734399,2445526
-0.3519264694497,2200416
1.30519295504671,2168082
-0.0513933146858051,2075846
0.804795701983483,215131
-0.254866655139231,2274521
1.48353381393137,277752
-0.132851150617698,2078899
0.368252291460186,2172217
-0.361292432301397,1614566
-0.0457797898550831,2100050
-0.383709296694775,2183291
1.09376056557375,2336735
-0.595211790012178,2352038
0.0136111879985216,2305114
-0.223040943689555,2448298
-1.44364209971063,1329352
0.589328838638448,1183075
-1.34276297093944,2110540
-0.0734483552509792,2070958
0.476630687897914,2340155
0.586432514072339,2075832
-3.6765837165261,2498991
1.66818684048951,1919296
-0.389438215268381,2401405
-0.528148299195385,1644034
-1.09806819904454,2405144
-2.72984480570978,2158329
-1.1503065375812,2319068
1.18169002124014,2504802
0.726716016430446,2331869
0.427381974470523,2317120
0.954084172177383,2072215
1.49197694772418,2228400
0.729183744844541,2145166
0.889063357115571,1692385
0.256704523917942,2109902
-0.159018506860755,2219842
-0.800650093960849,2520618
1.04276367977413,2419459
0.558266398962641,2276121
0.492252832000332,2350037
-1.65869683113321,2001182
-0.409157657272073,2278618
-1.34812346248163,1740845
0.277333539026548,2321962
0.0395921135138708,2212664
-1.7677446627099,2453577
-0.64421419603961,2224150
0.791441866992642,1967281
0.240743224413719,1742294
0.624256071890946,2488660
-0.178366953029719,2085349
1.25373509021504,2247869
1.44582037404795,2157529
-1.4497673801157,2119177
-1.06892798307143,2010554
-1.53534243441529,2493534
-0.0432506303309434,2200813
0.150695226543739,2116787
-0.305565190736653,1154608
0.604260009045313,2267382
0.594411557584191,1181124
0.171381426378923,2137799
-1.30959498011922,1458656
0.543311488470333,2269346
-1.08024898267773,2092954
0.574422689750629,2007309
0.120430284106091,1671370
