"lemd_ctv_lbp.3D.m2_firstorder_90Percentile_396","sub"
-0.0192832451611282,1916742
0.130035484849171,1980052
0.443593146537149,1926770
-0.552252651671485,1979045
-0.245641923795891,2196212
-1.74351937615382,2393207
-0.0292026021675079,2146138
-0.951796769811261,2228399
-1.20439530436363,2144796
0.20419960904577,2234271
-2.05629659764494,2296332
0.815735264516291,1684230
0.224879515609262,1720713
-0.482332502821816,2186951
-0.530381264371687,2439458
-0.124243268272127,2135748
-1.08587040653125,2141116
1.47364852000572,2108003
-2.17576041737645,2006164
0.138507075674678,308862
-0.745580380490314,1085983
-0.132382701236907,2004451
0.557825859577966,2359944
0.457034112811362,2069079
0.455877064178035,2059713
2.68757008245802,2294873
1.6125853429563,2033049
0.0425439031005941,1485662
-0.692628745799207,1526417
2.76014615061688,1386095
0.928083423673662,983079
1.02430389733084,2132424
-0.90109000739042,2138375
-0.560670020194536,2490180
0.0332560913048815,2034136
0.0922359031167292,2510402
0.493323152066549,1330263
-0.768464844506165,1768972
-0.517677347512982,2306459
-1.48357832287584,2181724
-0.270922653974662,2217034
0.245071226799167,2218615
0.843789113674114,92173
0.848484552219221,2414406
0.4707168013831,2381907
0.695643119343643,2002465
-0.713977897838036,2474709
-1.72744766547377,2176530
-0.110552036778384,1279943
0.29094101516789,1976407
0.555696732261167,2250836
0.0496217152167207,1915938
1.70496946149459,2133380
0.429113045192292,2271329
0.0368764436880383,2286108
-1.10435693948589,2040495
0.811428004364953,1125173
2.63198233906316,1767700
-0.949187499555811,2138678
-0.751942929617257,2443354
0.551279062284733,2234422
0.492038322229594,2151024
0.225681504121586,2057358
1.30239474621787,2425694
-0.105169677526692,2500377
0.416505013735192,2183356
0.793251352105513,2131601
0.68571453555973,2152442
-0.430796519355558,2306893
-1.80080082702574,2009915
0.294758968742402,58325
-0.17818375347499,2395943
0.432488312539801,2480330
1.03910080344828,2076301
1.15888151663655,2205389
-1.08625605290201,1975401
-0.977523668773044,2250648
0.25248786978911,2185290
0.171802445133138,2091555
-1.02219149407472,1232870
-0.250665209388368,2139733
-1.06397460844264,2559453
0.14870879507936,1938156
-1.94231224749152,2158101
-0.579962199412318,2199403
-0.529638871093589,2430773
-1.31801184706523,1738800
1.53833034601478,1565177
-0.975654927701407,1978972
-1.80362642393574,2487135
-0.213592418386915,1612262
-0.927636249035471,2051378
0.192199356726676,1497807
0.899016981464568,2026671
-0.678027533486708,2340322
1.11093757082816,2293123
-0.575661569003659,2395415
-0.000906137744089675,1966316
0.109091715862482,1973544
0.441967708468302,2010259
-1.09675083855583,2145694
1.13011035931011,965005
-0.396288748246969,2096627
-1.86577195945968,2047354
-0.409998751348463,1364384
-0.657456700573925,2244172
0.699045374654448,2132982
2.71425447211162,2134220
1.33233967702685,1889409
-0.313908670485263,1938561
-0.940682954611963,2055667
-2.23211808845377,2176784
1.16227235373501,923666
-2.94309612627211,2086044
0.0102274304280023,2078198
0.266518776004621,1501387
-0.413181790658387,1518948
0.635988485593102,1606693
-0.227970404468606,2305115
0.232326722278944,2237571
0.155815607079809,2285214
-0.179679023757429,2426863
0.774155627919103,1979422
-0.652383159702601,2480056
0.695724216492939,1668599
-0.225523594808093,2339674
-0.0864327663579819,2133204
0.121968714332316,2294852
-0.813230985341828,2445526
1.84061388306684,2200416
-2.22871859466464,2168082
0.179638007414446,2075846
-0.483487558177776,215131
0.345989541902966,2274521
0.197904723396604,277752
1.61469673468552,2078899
-2.02399349863844,2172217
-0.24568070468287,1614566
-1.14464801632845,2100050
1.23549141999403,2183291
1.33031806686954,2336735
-0.31586842619955,2352038
0.676956533693236,2305114
-0.510718275689599,2448298
0.0412260595530445,1329352
0.760820006028409,1183075
1.23819301137152,2110540
-0.63129583733619,2070958
-1.33094521034829,2340155
-2.63038896217932,2075832
-1.75279063258496,2498991
0.0228083243941387,1919296
0.176788631754458,2401405
-0.289739771653847,1644034
0.0749802226125882,2405144
-1.00570400052211,2158329
0.52230188598619,2319068
0.121754049683364,2504802
0.326434990536877,2331869
0.390829854955111,2317120
0.737225284329059,2072215
-0.116755705318908,2228400
0.111265784909897,2145166
-0.251807408716234,1692385
-0.978974703785004,2109902
0.373647158553544,2219842
0.1638186573455,2520618
0.355078340949935,2419459
1.19458062759351,2276121
0.331470989566489,2350037
1.21168224091502,2001182
-0.243923959309611,2278618
0.974260466447091,1740845
-0.467772007178272,2321962
-0.0474656465726843,2212664
1.54792579234786,2453577
-0.506951597078121,2224150
0.356671189740762,1967281
0.619604465027192,1742294
0.658989912642591,2488660
0.591924621212814,2085349
0.120633085603579,2247869
-0.0400018679816399,2157529
-0.405810658386035,2119177
0.547774119589337,2010554
-0.49746621416088,2493534
0.0949942911477095,2200813
0.937809105309125,2116787
2.24160609387678,1154608
1.29963499550909,2267382
-1.76413513704846,1181124
1.59824104206352,2137799
0.795107443525586,1458656
0.392076240418608,2269346
0.202138409867807,2092954
-0.974313576587425,2007309
-1.49714712721849,1671370
