"mkm7d_ptv4_original_glrlm_LongRunLowGrayLevelEmphasis_250","mkm7d_ptv4_wavelet.HHL_glcm_Imc2_250","mkm7d_ptv4_wavelet.HHL_firstorder_Median_249","mkm7d_ptv4_wavelet.HHH_firstorder_Median_249","mkm7d_ptv4_wavelet.HHH_glszm_LargeAreaHighGrayLevelEmphasis_249","mkm7d_ptv4_original_gldm_LargeDependenceHighGrayLevelEmphasis_248","mkm7d_ptv4_log.sigma.4.0.mm.3D_gldm_LowGrayLevelEmphasis_247","mkm7d_ptv4_wavelet.LHH_firstorder_Skewness_239","sub"
-0.400135641987517,0.53449044363372,-0.569375699592449,0.00126167935998685,-0.554264424137986,-0.0450388846058515,0.0481390708395505,-2.1476065228852,1085983
-0.0635220743149428,0.223625728051889,-0.286217467087806,-1.03218492381544,1.3423870927484,0.65605970994742,-0.546724341474556,1.19382365612223,1125173
-0.344621742578558,-0.495099993497977,1.91998197635874,0.750407624572165,-0.749714335993385,-1.09982264690745,-0.0079168026600116,-0.427413033751965,1154608
-0.460735926057153,0.91367013202493,-0.466748901226043,-0.2283069225306,0.183191923577897,-0.663675872086457,-0.497395119910886,-0.669639825951106,1181124
0.258823865381258,0.76271399444802,0.480181281186281,0.336742293193286,-0.720130692058594,-1.68781618122156,0.712268724079392,-0.840323578651732,1183075
0.219881564717418,-0.0489168861521716,-0.677216849145104,-0.769023563169022,-0.736743800795862,-0.734894447841382,1.59521410004455,2.21359007550675,1232870
-0.222296664191708,-0.117725936203729,-0.171125920116001,-0.456062370612852,-0.00940533317442987,1.68068485695046,-0.322696337573098,-1.18854807309469,1279943
-0.336841590605239,1.03573492435572,0.203075314907838,-0.308950030548345,-0.361892806665508,-0.530220056771021,-0.316779507336441,-0.0874868037235604,1329352
-0.0757471001764295,-0.256060284883451,0.645406436427228,0.418125756106567,0.314207823615653,-0.850576374343081,-0.735534916451447,-0.132481400225544,1330263
-0.364663147308039,1.78735899243289,0.301548229358311,0.299675789827356,-0.750940889612035,-1.78896176273494,3.02703978737751,-0.166310053619456,1364384
