"letd_prp_lbp.3D.m2_firstorder_Range_238","letd_prp_wavelet.LHL_glszm_LargeAreaLowGrayLevelEmphasis_228","sub"
-0.482984574921433,-0.477442716224366,2487135
-0.80253234986442,-0.148390531814281,1612262
0.544456094643397,-0.144564315831154,2051378
0.277537314174694,-0.363363891693038,1497807
0.544456094643397,-0.314496962276498,2026671
-0.0548713972127392,0.00493263198579928,2340322
0.530607923783815,-0.64952568402595,2293123
0.544456094643397,-0.456853200271191,2395415
0.544456094643397,0.097688634703202,1966316
0.463629022195304,0.473041180902001,1973544
0.544456094643397,-0.495680994836887,2010259
0.233371381848912,-0.411271618852383,2145694
0.557834116996548,-0.471600045516695,965005
0.303192269235073,-0.120643917525526,2096627
-0.467499173479046,0.685098166610305,2047354
-1.21669683994357,0.903165129194813,1364384
0.512120029976493,-0.351150917148648,2244172
-0.0250514620581528,0.209285999245985,2132982
0.159458584649425,-0.546968854248817,2134220
0.544456094643397,-0.529646423946117,1889409
0.551009543660428,-0.216368411650462,1938561
-0.147504708248736,-0.137691660327257,2055667
-1.03267774261542,0.755485102754638,2176784
0.713965709520093,-0.428344120027474,923666
0.310161237034369,-0.341272180607585,2086044
0.697349639740846,-0.372463193250597,2078198
-0.682006148065312,-0.45892838567022,1501387
0.576550306016253,2.47449873310304,1518948
0.82202808376152,-0.274527641398068,1606693
0.544456094643397,-0.386975574207408,2305115
0.409246872559066,-0.464067660843834,2237571
-0.100267072767904,-0.328822252492445,2285214
0.544456094643397,-0.542797069449519,2426863
-0.736291993132905,0.600875008868464,1979422
0.544456094643397,0.299963451569139,2480056
0.216765799388071,-0.363510892334608,1668599
0.744805947101461,-0.401449873018896,2339674
0.400324395478599,0.0810603737628584,2133204
0.544456094643397,-0.59996728570676,2294852
0.544456094643397,-0.30693729428373,2445526
-0.172008678693862,-0.0908496585956782,2200416
-8.43081775768662,3.99503737701831,2168082
0.500706472213314,-0.403437226235554,2075846
-0.744371867928721,0.40233108594442,215131
0.544456094643397,-0.369320225809925,2274521
-0.466016313386612,1.43170902338871,277752
0.544456094643397,-0.557836703404468,2078899
0.392885874527022,-0.030384548301611,2172217
0.54318327325121,-0.39245063386912,1614566
0.544456094643397,-0.0191840257683933,2100050
0.544456094643397,-0.444525384597451,2183291
-0.06851085535336,0.0281203075984911,2336735
-0.625633944761551,-0.233608905774708,2352038
-0.0933002920896763,-0.283368798004627,2305114
0.536425548369515,-0.24638636920755,2448298
-0.136754998961072,-0.375494837876934,1329352
-0.799673903126083,0.131519551951906,1183075
0.268375277135613,-0.383331149254177,2110540
0.145361099068318,-0.322788592410488,2070958
0.531122883686311,-0.44607801068071,2340155
0.409963022250865,-0.282193338619576,2075832
0.0594952999422342,-0.28607512726249,2498991
-0.351477383349133,1.31237104603559,1919296
-0.340356337640151,-0.275442341588221,2401405
0.0365620395428548,0.580081734694119,1644034
0.544456094643397,-0.492610459748391,2405144
0.0724337633202222,-0.45451444528659,2158329
-0.136551350410381,-0.618724298118846,2319068
-5.32850077176498,0.607315938185051,2504802
0.288124715208834,0.758918334407325,2331869
0.0192965804061971,-0.133214832636588,2317120
0.17121662727265,-0.282821991459051,2072215
0.544456094643397,-0.066153645771075,2228400
-0.807887186617398,0.572615533099652,2145166
-0.605918369371937,0.77924171301072,1692385
0.544456094643397,-0.0884172656405795,2109902
0.544456094643397,-0.35614096173455,2219842
0.544456094643397,-0.517202306438356,2520618
-1.49583827198511,0.347124065425048,2419459
0.576690529703916,-0.522792338114696,2276121
-0.111644470666123,1.55613431020964,2350037
0.544456094643397,-0.581077807475421,2001182
0.113389416614987,-0.166536861246912,2278618
0.229004401829048,-0.487021512143994,1740845
-0.904882129779776,0.154705435090217,2321962
-0.826483583017003,-0.349726774337601,2212664
0.0698017853147627,-0.360656748605375,2453577
-0.423676336983735,-0.467165206947788,2224150
-0.909433513657127,-0.0684399959848834,1967281
-1.51137327111186,0.131048812714075,1742294
-0.539074875612585,0.130362384146234,2488660
-0.0443749815814157,-0.425433866291574,2085349
-0.519619785508164,9.06340201089139,2247869
0.533748076816583,1.09406411270976,2157529
0.280292969821844,-0.500704083661676,2119177
0.665831190252416,-0.454117630380277,2010554
0.544456094643397,-0.410561309356869,2493534
-1.94679266707751,0.530742001902402,2200813
0.544456094643397,-0.459985103388333,2116787
0.206687617663997,0.174060869505132,1154608
0.544456094643397,-0.203194101735478,2267382
-0.524109642741279,-0.336832301622254,1181124
0.357901227079964,-0.225630933750353,2137799
0.544456094643397,-0.532590908002948,1458656
0.544456094643397,-0.391200590636665,2269346
0.544341794510479,-0.471144679418032,2092954
-0.792073481409589,-0.420217991333302,2007309
0.544456094643397,0.0268495289295823,1671370
