"lemd_ptv4_log.sigma.2.0.mm.3D_glcm_ClusterShade_250","lemd_ptv4_wavelet.HHL_glszm_LargeAreaLowGrayLevelEmphasis_250","lemd_ptv4_wavelet.LLL_glszm_LargeAreaEmphasis_250","lemd_ptv4_lbp.3D.m1_glcm_JointAverage_247","lemd_ptv4_wavelet.LHL_glcm_ClusterShade_237","lemd_ptv4_original_firstorder_10Percentile_235","lemd_ptv4_logarithm_firstorder_Maximum_230","sub"
-0.498737636466453,0.238485127446765,-0.203759992128105,0.214258222348081,-0.251605048568816,0.768380696634384,1.10419109963101,1916742
0.939316104910278,-0.21702618086995,-0.337043328577072,-0.364583310928099,0.767100131413202,-0.769795607525735,-1.65538786092367,1980052
-0.213970660578011,-0.356017732053873,-0.339062453853352,-0.114007553940799,-3.01436659675512,-0.83070768529789,0.582050256996116,1926770
0.0223738843113803,-0.23229234526817,-0.306459932626164,-0.0437732359926253,0.286543110065935,-0.435185461929689,1.29862168214357,1979045
-1.06895127976348,-0.120172561191832,-0.242237747831167,0.269639655076634,-0.335903899560854,0.270873455560866,0.825223183800438,2196212
0.0805226438810819,-0.210959884819064,-0.120273384755221,0.253477346820793,-0.394984776573025,1.76343676108716,0.615419385683228,2393207
0.265587786353135,-0.359250880366897,-0.25583097813589,0.103956154109793,0.321114974461408,-0.338133354549234,0.602114743271369,2146138
0.0198814712235528,0.67909819925779,0.715317424624419,-0.0197884269436594,0.361871178135962,0.230497804149688,-0.138330182312129,2228399
3.1132098640752,-0.366727433349305,-0.333857728145284,-0.161873773673936,2.33890665283139,-0.676053514473953,1.2541750814941,2144796
0.134030766882513,-0.366298770639149,-0.198721167089833,0.0974791772741943,-0.523892206663041,0.197633305556956,0.786409188380005,2234271
-0.0274666847378508,1.30126966742141,0.0871870540561372,0.169563184088823,-0.0221055737775233,-0.124916035286695,-1.24846786257413,2296332
0.550061794606303,-0.359062519481553,-0.32639727750538,0.0114838402609757,-2.18830028132882,-0.176551456470849,0.870894394579294,1684230
-0.670462918100713,-0.31473753441988,0.160699676172568,0.228410012674349,-0.45857731850505,-0.0511476818580335,0.0356151566096317,1720713
0.0120456104470231,-0.270708177747125,-0.23076935704506,0.125832292158536,-0.45561653147859,-0.853711456375657,0.267074559243647,2186951
-0.378661864832714,-0.171110983137079,-0.270018687092802,-0.0528807659513909,0.633834228379035,0.0768296956119027,0.586955122576132,2439458
-0.510211234738958,-0.321189893419569,-0.240260908336281,0.274416264813052,-0.415910255328895,-0.612353084957001,1.43725482551137,2135748
0.0763745093166391,-0.140831102107537,-0.297996069847153,0.0451846764396047,-0.294578678534652,0.52063136552702,-1.03914034922668,2141116
