"letm_gtv_d1_462","sub"
-0.608301278502277,1085983
-0.534056990756069,1125173
1.86337021631148,1154608
-0.023990397889661,1181124
0.103152163777336,1183075
-0.165451894549451,1232870
0.576222147975664,1279943
-0.805774934920844,1329352
-0.344159248516471,1330263
0.979527105166089,1364384
0.736201705939023,1386095
-0.29498871174834,1458656
-0.997876779972991,1485662
-1.0052531941663,1497807
-0.506170135470079,1501387
-0.768716974603314,1518948
0.797891961087524,1526417
0.994196902059288,1565177
-0.462013176368359,1606693
-0.578613026445667,1612262
-0.594526232317448,1614566
-0.796392971002532,1644034
-0.194292224816542,1668599
-0.131673703988218,1671370
-0.0746380729097194,1684230
-0.196897505492731,1692385
0.456746909767838,1720713
-0.815925588546176,1738800
0.298233075081121,1740845
0.23631189968889,1742294
0.624231490077546,1767700
-0.346361399172417,1768972
1.01727990045512,1889409
-1.16029667626721,1915938
-0.726505672890039,1916742
-0.456140792607189,1919296
-0.197181893509287,1926770
1.66562632557258,1938156
-0.651642169153214,1938561
-0.293791914168041,1966316
-1.02517062677319,1967281
0.434472662349193,1973544
0.144242630004028,1975401
-0.411091397244923,1976407
-0.62387286866102,1978972
-0.0217605029949218,1979045
-1.18540423049498,1979422
0.574096236968685,1980052
-0.0381927744452749,2001182
-0.0940310645063248,2002465
0.0497359657100552,2004451
-0.0882352421949365,2006164
-0.679407760579129,2007309
-0.136303840796406,2009915
0.129969325170378,2010259
3.14735621584931,2010554
-0.312054017270475,2026671
-0.112130892223753,2033049
3.92649715798175,2034136
0.215994274506891,2040495
0.231789114570268,2047354
-0.203058145137203,2051378
-0.808961713089923,2055667
-1.46656443673833,2057358
-0.286050475536987,2059713
2.84520668678616,2069079
-0.353659200878073,2070958
-0.165429813624604,2072215
-0.816345137917008,2075832
-0.680119152096338,2075846
-0.190987019456488,2076301
-0.213511413655045,2078198
-0.41379206591504,2078899
-0.324949065478405,2085349
1.19970548268904,2086044
0.0217274173792668,2091555
-0.220355054817683,2092954
0.224121093144682,2096627
0.270534781396157,2100050
-0.238834254140029,2108003
-0.74582816799223,2109902
1.08364640442297,2110540
-0.406665544140996,2116787
1.43700540369193,2119177
3.09878307689623,2131601
-0.322571585757578,2132424
-0.490431953773925,2132982
-1.15575867754779,2133204
-0.512427901288087,2133380
-0.579923785076164,2134220
2.80379381224946,2135748
0.852635331579286,2137799
-0.215636097745409,2138375
0.646315501221462,2138678
0.0719357505489358,2139733
-0.777541605144134,2141116
0.751695460489697,2144796
-0.30770948451718,2145166
-0.470870694672565,2145694
-0.308802760505626,2146138
-0.719504753446433,2151024
-0.780700200340148,215131
0.191425385900487,2152442
-0.826832341598501,2157529
-0.259658578662457,2158101
-0.373910040642719,2158329
-1.25326129886922,2168082
-0.424374716395539,2172217
-0.729783242276741,2176530
0.401696822806449,2176784
-0.248592928547217,2181724
1.64588653413454,2183291
0.560750640806091,2183356
-1.49031909403817,2185290
2.81832859358203,2186951
0.188559575965718,2196212
-0.223181066156386,2199403
-0.131893176048883,2200416
-0.703133951675793,2200813
-0.496930123037843,2205389
-0.297798477815061,2212664
-0.88969933452855,2217034
-0.774896760143821,2218615
-0.856678515739924,2219842
0.12891579682922,2224150
-0.628261967592772,2228399
-1.92468481972874,2228400
-0.484870515111398,2234271
-0.32642537195321,2234422
0.0480193821129276,2237571
-0.410658472841219,2244172
-0.0876099109753607,2247869
-0.192654539246575,2250648
-0.406422408927645,2250836
0.239009915282799,2267382
1.25371498830501,2269346
0.270214990827698,2271329
-0.00225200240389699,2274521
-1.82945116079886,2276121
-0.61129032578391,2278618
-0.304096351816008,2285214
-0.907995191247645,2286108
-0.222448337989517,2293123
-0.579580408299716,2294852
-0.451942773590557,2294873
-0.755896730795263,2296332
-1.28246595239267,2305114
1.38074843313103,2305115
0.0348234266580245,2306459
-0.0770523952330032,2306893
-0.252125223103299,2317120
0.53587646660047,2319068
-0.732309418038906,2321962
-1.77210863755265,2331869
-0.600004439911244,2336735
1.10117644963752,2339674
-0.972341942116292,2340155
3.97504431794856,2340322
-0.429840743132147,2350037
-0.486607198980968,2352038
-0.158245680595337,2359944
-0.486539006610114,2381907
1.9577962471359,2393207
1.76289206826879,2395415
-0.572541704427999,2395943
-0.370045807150224,2401405
-0.613473616269731,2405144
3.0205042018739,2414406
-0.590170482335662,2419459
-0.861093809404357,2425694
1.42606321816241,2426863
-1.03368073194459,2430773
-0.384579450955015,2439458
1.42700390655332,2443354
0.444745895297671,2445526
-0.375191127049141,2448298
0.478119132070649,2453577
0.776168677026339,2474709
0.0523986266208842,2480056
-0.500035512303918,2480330
-0.275114243843011,2487135
-0.438305570300412,2488660
-0.134945309889036,2490180
0.139922881168327,2493534
1.05512225896456,2498991
1.17805375581847,2500377
-0.522837223243918,2504802
0.127337816804275,2510402
4.03070038736949,2520618
-0.460642232190617,2559453
0.0491664225993802,277752
-0.119022263434653,308862
-0.328743803788077,58325
0.517587941455848,92173
0.280043558064583,923666
-0.422441336320162,965005
-0.0118015671871655,983079
