"mkm7d_gtvper_original_shape_Elongation_247","mkm7d_gtvper_wavelet.HHH_glszm_SmallAreaEmphasis_230","sub"
1.02769013153375,0.419253900471483,1085983
0.903315011727641,-1.88266058910117,1125173
-1.09125817683295,-0.934645846760873,1154608
0.128547106063381,-0.531183116024558,1181124
1.3884677017123,1.1698446623615,1183075
-0.515882743954256,-2.571922082972,1232870
0.0607759317154871,-1.00372459478055,1279943
-0.201139121923733,0.696770373011203,1329352
0.300674203552877,0.201316311294451,1330263
-0.778798785706111,1.41611183758898,1364384
0.550834506291019,0.654888373526378,1386095
-0.929661778444626,-0.424635274825445,1458656
0.705670136509656,0.0733053088293448,1485662
0.275885909030906,0.112054070905034,1497807
0.100023363668544,-1.81976351389273,1501387
-1.34544525662363,-1.93382872916362,1518948
1.51096136027969,0.251059727551131,1526417
-0.131026322266124,-0.074976444148795,1565177
-0.149223694264323,-0.41434764184772,1606693
-0.293846978593448,1.05010542239459,1612262
0.92214904460807,-0.719442733300518,1614566
-0.581795491472504,2.59710176292197,1644034
-1.66776710866579,-0.410786160975747,1668599
-0.80111345931503,-0.694098670240126,1671370
0.754346377918268,-0.812796565146702,1684230
1.24984030338684,-0.111829839060664,1692385
-1.0246976716634,0.570370187984413,1720713
1.5400243260392,-0.653797917505411,1738800
-1.25279275877206,0.44613065359093,1740845
-0.453459444402201,-0.244110017515161,1742294
-0.535854702963544,-0.0835934578878923,1767700
0.559456451328435,0.765701286773446,1768972
0.221649289100178,-0.293531472903777,1889409
-0.311505158853065,-0.131395628308331,1915938
0.0583169583995714,0.94883377364398,1916742
1.72662786975157,1.50640441979693,1919296
1.60280737715455,0.400697774361008,1926770
-0.439751588795574,-0.320133589336416,1938156
0.302496441599299,0.891323218511145,1938561
-0.318568089246165,-0.0360850549077861,1966316
-0.690529219166993,-1.58236772466545,1967281
-0.144524629863961,-0.947746553161722,1973544
0.455393621929341,0.365676783577997,1975401
1.15323283817663,-1.31529525125812,1976407
0.723648645318114,-0.0870951097191994,1978972
0.688877247703935,0.0255297756767256,1980052
-2.9864263821688,-1.27476058083074,2001182
0.261628342733366,0.765582699693514,2002465
0.510966742080502,0.985478505748819,2004451
0.96870166927464,0.254217773363334,2006164
1.31920141703189,0.407071023333999,2007309
-0.781552064834679,2.43614523164285,2009915
-0.135162141434392,0.11621852538138,2010259
-0.275691260879174,0.411877360043073,2010554
0.926350145224189,-1.03971680038234,2026671
-1.1870278728144,-0.0035893814905224,2033049
-1.60661375823954,-0.355395024473994,2034136
0.148960976948125,-0.753345468059379,2040495
0.803886159567286,-1.00463519481831,2047354
0.34290483858058,0.140513719132545,2051378
-0.122418874731402,0.0122754946427429,2055667
-1.49914299538566,0.529731646029958,2057358
0.648518761459635,-0.349821875422602,2059713
-1.21274849309538,-0.635316372537316,2069079
0.150743403962046,-0.201497643989308,2070958
0.43957837880919,-0.453653284552154,2072215
-0.129049823230562,-0.134795560862686,2075832
1.2456172226797,-0.586172150025015,2075846
1.58208668831872,-0.396892153783871,2076301
0.297818739295745,0.443088369537658,2078198
0.864616843106924,1.95118327578871,2078899
-1.07667986605487,-1.43035706878649,2085349
-0.193476565605438,0.380058095476888,2086044
-0.782053948758404,0.511346083143047,2091555
-0.754376698936998,-0.900480867997343,2092954
1.11347561505982,-0.183807097887181,2096627
-1.14623529542985,0.14948677149061,2100050
0.434081523904742,-2.844569747019,2108003
-0.389639301657585,0.42078361997723,2109902
-1.54152709113318,0.683695828878497,2110540
0.237361412237521,-1.13223474951146,2116787
0.322986521803897,-0.539591186951953,2119177
-1.76572154900667,0.395033131432862,2131601
0.409184912905064,-2.10694631950188,2132424
1.58523252465738,-0.383428427837667,2132982
0.663905988917079,-0.0959711292408716,2133204
