"mkm9d_ptv_lbp.3D.m2_firstorder_Maximum_250","mkm9d_ptv_wavelet.HHL_glcm_Imc1_250","mkm9d_ptv_log.sigma.2.0.mm.3D_glcm_Correlation_249","mkm9d_ptv_wavelet.LHH_gldm_SmallDependenceLowGrayLevelEmphasis_249","mkm9d_ptv_logarithm_gldm_SmallDependenceLowGrayLevelEmphasis_247","mkm9d_ptv_wavelet.HHL_firstorder_Median_247","mkm9d_ptv_log.sigma.4.0.mm.3D_gldm_LargeDependenceLowGrayLevelEmphasis_242","mkm9d_ptv_logarithm_glszm_LargeAreaHighGrayLevelEmphasis_241","mkm9d_ptv_wavelet.HHH_gldm_SmallDependenceLowGrayLevelEmphasis_238","mkm9d_ptv_lbp.3D.k_firstorder_Kurtosis_238","mkm9d_ptv_wavelet.LHH_firstorder_Kurtosis_232","mkm9d_ptv_gradient_glcm_Idmn_232","mkm9d_ptv_lbp.3D.k_glcm_Idmn_232","mkm9d_ptv_log.sigma.4.0.mm.3D_glrlm_LongRunHighGrayLevelEmphasis_231","sub"
-0.261073104907428,0.426286198698808,-0.0032872994359082,0.379055692682502,-0.151839191089842,-0.122311842676239,-0.219254274976368,-0.367808987671063,0.808788667042873,-0.276947019909834,-0.777010675334133,-2.19734673721258,0.0952675640382302,-0.65326123546799,1085983
-0.0716828021194856,0.737707942147523,0.861993801643582,-0.281312045610311,-0.764536472734797,0.113411502016345,0.0218268832664915,-0.00120564917281836,-0.0211581139526962,-0.642523713967142,-0.565408770229471,0.638867656080894,-0.125655921312807,0.735957725768942,1125173
-0.261073104907428,0.379775830023678,0.0448212231000787,1.79893715017184,0.308325494234236,0.794552272041996,0.691372262125351,-0.412839760089163,0.656034180152843,4.48793868645638,-0.614497789017868,-2.49212016898924,1.2419439092768,-0.66073214150493,1154608
-0.261073104907428,-0.461379997139266,-0.447515263230427,-0.68797259388689,-0.748736921135461,-0.245587055070431,-0.469004703911172,-0.26851149275846,-0.941987906900057,1.20226912395983,-0.0371598193775726,0.818834604162191,0.992775088766479,0.253207756856549,1181124
-0.261073104907428,-0.551757003660732,-3.10330833769251,1.38710923572592,0.712789528859857,-0.978064561775957,0.768807502133729,-0.418180108526385,0.0204936594503308,-1.025982685706,-0.732990098893738,-2.36062037984285,-1.53497359198602,-1.09964058161129,1183075
-0.261073104907428,0.507165682745358,-1.57676238835493,2.41111603168676,1.40735331930535,-1.21431192537275,-0.293849903885529,-0.405324348025675,2.26531205290889,-0.319928383392955,-0.809151244741612,-3.00592134987775,-1.41744977031245,-1.06081172179814,1232870
-0.0716828021194856,0.441544615936377,-0.702008312747531,-0.484420218355204,-0.449905200612754,0.658127695092426,-0.188226590461149,-0.315555944954777,1.33657706058613,-0.137777262856432,-0.385689477568151,0.961327753767254,0.275763295227453,0.993543903799254,1279943
-0.261073104907428,-0.0846657622909585,1.11971064038852,-0.593649815155258,-0.503693511255588,-0.00300335215246715,-0.445756441957147,-0.366443936441784,-0.618997019100042,0.517189502188657,0.267760715078514,-0.17168451317766,0.851170007344032,0.310333759852948,1329352
-0.261073104907428,0.350182475498473,1.08729855060382,-0.922093160830447,-0.607855575950544,0.671318283998962,-0.564200728384574,-0.373859961940262,-0.741809208913538,2.12489836125948,0.951858977087058,-0.219141156288287,0.158233791231272,0.584863584498638,1330263
-9.39448491470593,-2.35743719299404,-0.0803861329933938,0.751737638747176,2.93207129446331,-0.49622333488581,10.2010802804663,-0.421527199573521,1.2745523781822,1.2511217161202,-0.361044303272837,-1.32210366757315,-0.39255842418027,-1.46322025148831,1364384
-0.261073104907428,-0.575790465985393,0.275917135800396,0.0796308064840794,0.164981789024517,2.27704746412996,-0.494618669258428,-0.29044380390488,-0.169642827717897,0.189688056833989,-0.584339342887907,-1.49113020581162,-0.410010091415129,0.266662002608505,1386095
-0.182128410653016,0.0968281020242939,0.353304095931509,-0.0175466532781497,-0.829776312050578,1.44307664852771,-0.361137659644831,0.525912435301543,-0.588667360112237,-0.0352928334162907,-0.539045766272849,1.04632710551284,0.211156706991215,0.901824762543755,1458656
-0.182128410653016,0.355708811126876,0.266459321337608,-0.294240127585814,-0.757501815042224,-0.942153038010419,0.212588520564996,0.84141075364605,0.597457303024972,-0.764290276338664,-0.192735254261495,0.596054020041785,0.194902432342642,-0.218513213234802,1485662
1.34522714750609,0.455654486976499,1.00712282742397,0.0700217131811493,-0.169657457411219,-0.718505558157388,-0.50305155144584,-0.415711891009973,-0.755837217236318,0.453280632325328,-0.448960221262533,0.116027263056724,0.218511345915414,0.226298280241955,1497807
-0.0716828021194856,-0.0234869151915533,0.67317621876286,0.109992054704841,0.14352777636272,-0.337060237499593,-0.437655264517614,-0.396453782407237,0.829366950811146,-0.42047976882868,-0.667689514845662,-0.319395072037761,-0.434126010732565,1.49747222213243,1501387
-0.261073104907428,-0.362355611575014,0.617634094722064,1.48316654739357,0.302447832225727,3.15312848479568,2.24914937821409,-0.360690255578358,2.07982341260926,-0.26581366246736,-0.656604548810368,-0.917659896805137,-1.18546875387374,-1.72464902871136,1518948
