"letd_prp_lbp.3D.m2_firstorder_Range_239","letd_prp_wavelet.LHL_glszm_LargeAreaLowGrayLevelEmphasis_232","letd_prp_lbp.3D.m1_glrlm_LongRunHighGrayLevelEmphasis_228","sub"
0.544456094643397,-0.162289388039208,0.410715451583984,1916742
-1.21219912278358,1.88368302513485,-0.00908226074609928,1980052
0.055426053552451,0.19974764722001,-0.793459522969713,1926770
-0.0728651772523511,0.706833595762204,-0.654451163221439,1979045
0.544456094643397,-0.568650100064492,-0.177603687383359,2196212
0.405212017257701,-0.118269912599179,0.969266285185403,2393207
-0.65917764854203,-0.134185852416069,1.01159593739755,2146138
0.536425548369515,1.25739585370644,-1.47324157876359,2228399
-2.21917017861649,0.114104093887549,-0.442223040941192,2144796
0.544456094643397,-0.202416314022265,1.54858677225989,2234271
0.524781477188417,-0.544969345531512,-1.66732441668623,2296332
0.173079319653102,-0.0646852852313346,0.708917848715317,1684230
0.482122423541134,-0.438739348145035,0.280299281475036,1720713
0.544456094643397,-0.315323305860412,-0.380327978655274,2186951
-1.1432338184619,0.203187043840971,0.78096085851405,2439458
-0.107339892154459,-0.352003209820871,-0.11936347817364,2135748
-0.221264645630101,-0.24610297112275,-1.45096933018521,2141116
0.544456094643397,-0.352225031008984,0.979107963895483,2108003
-0.519006508276516,0.253059216716126,0.708086599915583,2006164
0.416918281476438,-0.313602670152619,0.186202492531195,308862
0.197734002181778,1.89150490976364,1.1924646667598,1085983
0.22127688056806,0.0380827815297147,-0.0524469682246761,2004451
0.47477866708503,-0.238587135727984,0.512424019640142,2359944
-0.887792488396165,-0.0119134881495375,-0.82491886742837,2069079
0.07558522961289,-0.41997227861113,0.554773949718268,2059713
-0.112175469854726,-0.198046071823883,-1.06323788476143,2294873
0.544456094643397,-0.265196381991152,0.925396209378791,2033049
0.360883802278899,-0.473912768584948,-0.54656112833168,1485662
0.544456094643397,-0.200127484085685,0.354296712205059,1526417
-0.189285181151844,0.208002940794646,-0.00437979598132338,1386095
0.839512917052794,0.22231401949148,-0.53231799696273,983079
0.544456094643397,-0.15464907465963,0.605246195137943,2132424
0.325159938567325,-0.399936963740774,-1.3525380756169,2138375
0.544456094643397,-0.345431952726704,-0.490541985513301,2490180
0.557834116996548,-0.584740107940796,-0.0484325319814196,2034136
0.351141455962441,-0.491439260987095,-0.236898532516111,2510402
-0.0698674033198299,-0.410767152877778,-0.1014179206758,1330263
1.27593700993154,-0.276527767382237,-1.06506763769817,1768972
-0.0790408221595903,0.542959844507414,-0.0977784964322879,2306459
-0.440902020162665,0.258710462130975,-0.866231295363016,2181724
-0.579806037185951,0.15658656216807,-1.20145125448835,2217034
0.199311772045717,0.0624861278869955,-0.97676635202392,2218615
0.254605910108967,-0.55224216943068,0.952452549250882,92173
0.462109373487072,-0.568436785262549,-0.130376883034927,2414406
0.839266096509605,-0.430611506904252,0.594282078255795,2381907
-0.330162372825426,0.403571251210956,0.797207684177467,2002465
-0.249146813798539,-0.113178321810699,0.802931109423806,2474709
-1.1369623192373,-0.180554873731684,1.09441571317166,2176530
