"mkm5d_gtv_wavelet.LLL_firstorder_10Percentile_250","mkm5d_gtv_original_firstorder_Maximum_235","sub"
0.166608420049701,-0.460042808030019,2331869
0.761558541119701,0.16286129336131,2336735
0.0863725915038213,1.54981120339984,2339674
0.2937065589686,0.0423989476656445,2340155
-0.372922310057186,2.44089838502657,2340322
0.912035117664975,0.179212823769208,2350037
1.17772595913278,0.0933363468572596,2352038
0.878127967665785,0.398202364471965,2359944
0.59736298312205,0.108529001663199,2381907
-0.226330841389256,2.21840302669673,2393207
0.669112401909747,1.50341180927322,2395415
0.548776413709626,0.204867468896111,2395943
0.811094026614555,0.562650023380337,2401405
0.460645317297497,1.04699697282556,2405144
0.0142608791681417,2.25608487397777,2414406
0.926360437969625,0.0245826218495261,2419459
0.553655035285041,0.0886751565267589,2425694
0.394084418884314,1.1960009358656,2426863
1.20004373832128,-0.207854546367353,2430773
1.18800491492536,0.295053678651216,2439458
1.03466584687649,1.10387879084798,2443354
0.514518343051072,1.22461085973161,2445526
-0.0412521270571992,0.416348546567734,2448298
0.814189041544008,0.480898209505085,2453577
1.00638062860113,0.788247198371747,2474709
0.857119858546357,0.295870437828617,2480056
0.362233328225292,0.602309840706436,2480330
0.527808382848351,0.714300426271102,2487135
0.718715677766904,0.375939108953013,2488660
0.853498214311514,0.549793218087465,2490180
0.69323116988839,1.14110117460321,2493534
1.1374327583516,0.993579521464107,2498991
0.962565706082511,1.52784744570648,2500377
1.17746910070506,-0.00634038268900474,2504802
0.964504460781099,0.908186444551364,2510402
0.561685983202435,2.03623070115083,2520618
-0.377718291952842,0.699298679435863,2559453
-1.10246093327948,-2.10195731873631,277752
-1.07285159292374,-1.46926757835141,308862
0.571721787629569,1.63299511896355,58325
0.172239638804848,0.559110928217074,92173
0.581635917047443,0.921191539215972,923666
0.762470358740124,0.297173516087344,965005
-0.596742595654362,-1.46191616193837,983079
