"mkm5d_gtv_wavelet.LLL_firstorder_10Percentile_250","mkm5d_gtv_original_firstorder_Maximum_235","sub"
0.716862741197297,0.112115385956819,1085983
0.0175885168499936,-0.19043755098536,1125173
0.750833807823802,0.851456418799224,1154608
-0.220485871923962,1.06545140999328,1181124
-1.49467749482669,-2.04983769128577,1183075
-0.3700051889576,-1.05206885874748,1232870
1.09908774829013,1.38817345294095,1279943
0.130537938049114,-0.406697166088741,1329352
0.0194667320235653,0.0300961841593017,1330263
1.15334238660337,-0.0906639079126855,1364384
1.41568969814321,0.632279473024312,1386095
0.209922637489395,1.52827946986036,1458656
-1.3455518585271,-1.87852055642251,1485662
-0.138801216829031,0.0137183820123157,1497807
0.668353795474455,0.0598159430476369,1501387
1.24113914988801,-0.105537215134609,1518948
-0.748349905510192,-0.0613627454004737,1526417
-0.533804185751597,0.0580709157558199,1565177
-1.60300808301099,-0.401467338561107,1606693
0.330721537020668,-0.41458102308061,1612262
-0.423142205063318,0.574507918771469,1614566
-0.406918605624386,-1.34696212420467,1644034
-0.638651590895262,-1.06372300220658,1668599
1.00959036568217,0.525495362330313,1671370
0.93520710508176,0.167085205190114,1684230
-0.312906335223798,-1.15077703684606,1692385
-0.330061915570402,1.03297253468436,1720713
0.585500513994656,0.500090590632951,1738800
-0.296855861940901,-0.281721335617888,1740845
-0.73457530119644,-1.33460623340373,1742294
-0.818572377426564,-0.564921341915557,1767700
-1.9160775838605,-0.659796765189522,1768972
-0.00488709220766324,0.804967700759715,1889409
-1.07481706646109,-2.02064657816951,1915938
0.495816000188778,0.0898550495199881,1916742
-0.307036136817808,-0.830434629643273,1919296
1.36586854952457,0.358802345454618,1926770
-0.714013366886482,1.53970826017973,1938156
-1.19081884184152,-1.52315208285219,1938561
-0.888310533142807,-1.4209182373681,1966316
-0.174404069487901,-1.14948621873224,1967281
-1.35450554998411,-1.77747536117801,1973544
-1.45048552876917,-2.03084877018172,1975401
-1.31362676959714,-1.65625113504882,1976407
0.556528154728217,-0.00510035660408697,1978972
1.74550416343052,1.07410765611432,1979045
-1.5791894798307,-2.08388732468389,1979422
-0.609907037044121,-1.29645324626839,1980052
0.247935002974521,0.246632528247734,2001182
1.83199716657511,0.628541296460409,2002465
-1.59741748880995,-2.01620723808019,2004451
1.08629439084699,0.460635109055308,2006164
-1.0014606436123,-0.748462133159688,2007309
-0.985968584127014,-1.51992474565943,2009915
-1.63330059129628,-1.83125653017171,2010259
-1.63677180548906,-1.05763146163688,2010554
-1.11187470526131,-0.148210109025802,2026671
-1.56634457191424,-1.98270434876329,2033049
-6.34418042393632,1.36039955419434,2034136
-2.53968837752015,-1.78901215753585,2040495
1.33756604843157,0.592714817775351,2047354
0.0153833683760279,-0.743359577612521,2051378
-1.33110357196819,-1.17254813511944,2055667
-1.15609766119874,-1.4504727762084,2057358
-1.61112594164928,-1.96328019251504,2059713
-1.65034969359396,-1.05433756937177,2069079
-0.692348113390505,-0.287481268458659,2070958
-1.19553059483281,-1.66283016233268,2072215
-1.99438374608603,-1.515801834072,2075832
0.572313028848041,0.0134276414330836,2075846
0.545470329886556,-0.0216246966735373,2076301
-1.03563493233591,1.15540234172945,2078198
0.0699168162819121,-0.0667110876622117,2078899
-0.55032338096813,-0.762624935793407,2085349
-0.262352107090178,-0.175755151734138,2086044
1.1573174843243,1.01636470886626,2091555
-1.28637529226781,-1.45631677861425,2092954
-0.665439064301522,-0.856948068730116,2096627
-0.257102798874304,-0.4731366427911,2100050
-0.71464995066963,-0.982825311759874,2108003
-1.07739761958608,-0.517116117839566,2109902
-0.45854769589084,-0.567893551330961,2110540
0.663884448899579,0.141512878179018,2116787
-0.0577939687244352,2.0260425207328,2119177
-0.0650490273888947,1.19851776847016,2131601
-0.423589919434131,-1.1621083298226,2132424
-0.493286209014533,-0.588712445016539,2132982
-0.384579769209793,-0.775888661133919,2133204
-0.171572766517296,-0.773847055098628,2133380
0.366012107043524,0.13794517601097,2134220
-0.268536971969099,2.19648714195015,2135748
0.381416560522148,0.686378238152758,2137799
-0.955520381493139,-0.340092469338343,2138375
-1.04670656356638,0.254909293693063,2138678
0.306690226058886,0.467029650349143,2139733
-0.462457486412921,-1.2787875450897,2141116
1.85423831533941,1.43059355432048,2144796
0.610186734485878,-0.353389472215032,2145166
-0.0664100492782024,-0.647201509654675,2145694
1.0229656276492,0.259977404071204,2146138
-0.430024342240209,-0.873099933920952,2151024
0.745026483116475,0.102702513750073,215131
-0.809697849220472,-0.816743550680275,2152442
1.50037709381363,-0.147205944776245,2157529
0.944809100853426,0.175490994065183,2158101
0.149098740594513,0.374142121999446,2158329
0.351880572814849,-0.611759765993139,2168082
-0.876785724581929,-1.34969438506974,2172217
0.782882806610132,0.0678089737108239,2176530
0.885998652213837,0.438018060783315,2176784
0.337943072978494,-0.124671214620058,2181724
-0.727124767904857,1.03587001559747,2183291
0.0920514373340231,0.879956585177487,2183356
-0.609225011369761,-0.276429623549293,2185290
-0.350341116889452,1.48894425446609,2186951
0.538304863759529,0.707800798020919,2196212
-1.44019341221028,0.00158434145255543,2199403
1.06426053656785,-0.135882825229644,2200416
0.739497123726223,0.141817046536006,2200813
0.183753273130182,-0.208847034288426,2205389
-0.066664672858807,-0.679927923127439,2212664
1.6252448056546,0.300367575743928,2217034
-0.0238310965373296,-0.392832109831343,2218615
0.433631429047473,0.281046171186323,2219842
-0.798468686100465,1.34689529648708,2224150
0.73439447114396,-0.518175744649418,2228399
-0.17833571184838,-1.15232239892081,2228400
0.780959695841307,0.303905503274343,2234271
0.906167402422439,0.287006353060582,2234422
0.757829475233824,0.628902678826965,2237571
-0.0418652697773374,0.517853205338046,2244172
0.997365751996602,0.36741071862887,2247869
0.98916460805605,0.306397231772662,2250648
0.268489040824694,-0.155966694037204,2250836
0.213836798379156,0.354778098842877,2267382
-0.663348141346454,1.72246323451694,2269346
0.928446444261053,0.532957703863937,2271329
0.0851165577653621,0.223384374421223,2274521
-0.530193765415567,-0.865533089247402,2276121
-0.0087065452432763,0.48737565273115,2278618
0.821480503384708,0.928174567465361,2285214
0.347737811897485,0.352590538701546,2286108
-1.22817306968472,-0.0978197458236257,2293123
0.399418800280133,0.311077104228736,2294852
1.04997176842925,0.29220874121628,2294873
-1.560389796961,-1.26563416105336,2296332
0.758855866016029,-0.424749937556644,2305114
0.522104159087646,1.41185655000346,2305115
1.14624451218557,0.340831892102521,2306459
0.777600025350893,0.685339628734176,2306893
0.33638945693167,1.49916921531885,2317120
-0.815393232919279,-0.427335660499253,2319068
1.06765616326508,0.607268777413258,2321962
