"letd_prp_wavelet.HHH_firstorder_Median_237","letd_prp_wavelet.HHH_glcm_ClusterShade_237","sub"
-0.399046285399309,0.138428231091055,1916742
0.22220080889407,0.0642876623685871,1980052
0.386486715358214,0.104848862427457,1926770
1.01363650820743,0.105370628728459,1979045
-0.0328563057183855,0.0374669722636594,2196212
-0.182312938701636,-0.235166890019958,2393207
-0.21439178576789,0.0483189078013196,2146138
-0.337180117249493,0.0940978645392633,2228399
-5.69161767642111,3.83629357503392,2144796
-1.06717979121862,5.2235011385076,2234271
-1.09852971851024,0.103164060336715,2296332
-0.825597056175945,0.919500943372012,1684230
-0.328162232121461,-4.17757593951145,1720713
0.40601356731542,-0.342244194796864,2186951
-1.23231441606176,0.0662729222412838,2439458
-0.201295997751136,0.692781822653181,2135748
4.05824583159195,0.0887059730738913,2141116
-0.227653883438395,0.111538662830028,2108003
0.0213302569588713,0.0511990080861401,2006164
-0.1381183639631,0.189363703426602,308862
-0.169410912906659,0.118663831561396,1085983
0.251428885675778,0.0192732470274802,2004451
-0.296786026206293,0.0633942853185396,2359944
0.230217009910187,-0.800282208480822,2069079
0.102955003646132,1.00757040620151,2059713
1.5475361859489,-0.0356787187366105,2294873
0.0325593658340253,0.331344768709575,2033049
-1.47240334128249,-0.144242076778284,1485662
-0.307654184239501,0.222684753334177,1526417
-1.83329034520172,0.0559836645126442,1386095
1.3049221666837,0.0796804092390667,983079
0.627724152151994,0.383959839449903,2132424
-0.152348167001032,0.0645363422830748,2138375
1.25376537311658,0.152731197113716,2490180
-0.157594963935282,0.0815563216862775,2034136
-0.164347799492928,0.201195038448083,2510402
0.194868012190336,-0.173854169193056,1330263
-0.159386029798928,0.114183525470913,1768972
-0.243280491143132,0.115741852679557,2306459
0.545731654781709,-0.59894672363815,2181724
-0.277483650848315,0.0101583976828395,2217034
1.25539498879164,-0.154613413322918,2218615
-0.285856052366045,-0.195616749015112,92173
-0.053399028015636,0.167098441680161,2414406
-0.105190866720868,0.10617189409419,2381907
3.6547493456779,-0.839034910457058,2002465
-0.209140078216211,0.125703224583886,2474709
4.19155905530787,-0.236583784106545,2176530
-0.0364506798877391,0.0729702502776697,1279943
-0.743904024625211,-0.0484659901845951,1976407
0.0731391259581594,0.0858891044975159,2250836
0.455998523876704,0.0931155639813873,1915938
-0.810458277390978,0.201196501745826,2133380
1.08821580110068,3.20801119239706,2271329
-0.182990927871198,0.154668556792464,2286108
-0.591766112682041,0.0247576981112577,2040495
-0.261888573399654,0.165423286204593,1125173
-2.69099973733839,-1.88383563060661,1767700
-0.684529967539463,-0.110159424034504,2138678
-0.2830942802021,0.0396344353651389,2443354
-0.0729752043967972,-3.15197002456266,2234422
-0.339855066969171,0.212782350322923,2151024
0.596117372287624,0.0798279597932739,2057358
0.11720269633617,0.0537645712195617,2425694
0.42812525916248,-0.0900609309039597,2500377
-0.0982881447966515,-2.2660712527143,2183356
0.287487358489303,0.462892154490983,2131601
