"mkm5d_ptv6_wavelet.HHL_glszm_LargeAreaLowGrayLevelEmphasis_230","mkm5d_ptv6_wavelet.HHH_gldm_DependenceVariance_228","sub"
-0.374890034132899,-1.85958249078824,2141116
-0.431593815206319,-2.18500422338339,2144796
-0.396410641149722,0.61394371520372,2145166
-0.0960459420506724,0.0885809851985357,2145694
-0.387054619644912,2.31330031020512,2146138
-0.0353008977425471,1.82064173897323,2151024
0.176625449691594,0.392939673317728,215131
-0.361501534273553,0.620830869223104,2152442
-0.390655677134571,-1.57524780252768,2157529
-0.409445840207567,-0.877808443061078,2158101
-0.378989201706571,0.23003117153185,2158329
0.00296455655715748,0.2384388936282,2168082
0.139901012679469,-1.62387469344892,2172217
-0.277774983295479,-0.175623944179646,2176530
-0.395553701052935,0.672870175488458,2176784
-0.382173655009856,1.61479577724837,2181724
-0.381111330814575,-0.236378857845618,2183291
-0.294449600615275,1.08258314243797,2183356
-0.289053951382975,0.679719212600514,2185290
-0.295467011244964,1.0727420310713,2186951
-0.238406500451493,-1.99018372335087,2196212
-0.211435500494159,1.71068602968271,2199403
-0.361019091319908,1.93310017367811,2200416
0.967016519107,-0.228128725534425,2200813
-0.164373604119113,-0.226790047125741,2205389
-0.326612459123729,0.840633828446351,2212664
0.943655543738739,-0.868233931809614,2217034
-0.398332248957952,0.723839033015983,2218615
7.6427675849932,1.85729149496793,2219842
-0.039168794976277,0.935092661620379,2224150
0.0922303093553894,-2.22273037750229,2228399
-0.128803493445924,0.295030302745753,2228400
-0.429563882207204,-2.26594083720248,2234271
-0.425654290559663,-1.32297751556437,2234422
-0.200271808491445,0.741338793948212,2237571
-0.33964516651614,0.87082574028881,2244172
-0.263765203800252,1.50629530771083,2247869
-0.328886834167831,-0.0797399985961244,2250648
-0.181885909144526,-0.581813931048556,2250836
0.121121060383547,1.84171260775831,2267382
-0.390323395242296,1.20041733606035,2269346
-0.428638522656238,-1.49302925608242,2271329
0.545851793759787,0.906722288557789,2274521
-0.0822999352450023,0.253717841573961,2276121
-0.386862937524076,0.0499281358724309,2278618
-0.366021892495415,-1.17816261378878,2285214
0.661028913037968,0.0546994684699414,2286108
0.530484558896065,0.480356192806926,2293123
-0.243639513319686,-0.634116935851009,2294852
-0.412335786261276,-0.466773959670841,2294873
0.649073154856877,-0.93297589023947,2296332
-0.356249275965047,-0.187363563472072,2305114
-0.378801868154496,-1.61052607847825,2305115
-0.281633172513954,-0.758996145542152,2306459
-0.353425987254608,1.73729117522585,2306893
-0.307812475326548,0.609170974784184,2317120
1.46750298065867,-1.09092538272246,2319068
-0.382635139510664,-0.840536963810623,2321962
-0.212909615463442,0.497994047562461,2331869
0.00220721601000862,0.071023066968842,2336735
-0.355303427722663,0.216550807036079,2339674
0.653421413661717,0.0258119296748476,2340155
-0.305533028881973,0.838736529621946,2340322
-0.364702133226826,-0.226738575009856,2350037
-0.306282178578524,-1.21790639587812,2352038
-0.407788366589548,0.355294480273514,2359944
-0.227517535579303,-0.581220871645269,2381907
-0.306135800140204,0.183586820639713,2393207
-0.140382813554676,-0.225328863872319,2395415
-0.217364406922115,-1.00928326213599,2395943
-0.156991618261952,0.238920861769509,2401405
-0.174517042187267,-0.0476606704015674,2405144
-0.333165302149365,-0.193597821555239,2414406
-0.17966415498574,1.30604485732223,2419459
0.104462493841486,-0.176582278230275,2425694
1.33774116678299,-0.701942924476868,2426863
-0.351859264026624,-1.01194148391563,2430773
-0.308671083897922,-0.31750590612915,2439458
0.000116715067966956,-0.249185224729743,2443354
-0.0796013500130228,-0.120378019345191,2445526
-0.146192042090429,-0.0762870277855416,2448298
-0.407036815723642,-1.50012261806661,2453577
-0.36295403426389,-0.893636157945781,2474709
-0.34976038524758,1.15279563399024,2480056
-0.238427734145334,1.41049224573066,2480330
-0.289355880720917,-1.14138245484126,2487135
0.159363758788476,-0.211724147351548,2488660
-0.244711975627413,-1.06577803906497,2490180
-0.302603074606148,-0.980800752522937,2493534
-0.365575097446229,-1.67805599845403,2498991
-0.236636744448636,0.276585054219891,2500377
-0.41911470700317,-0.305290083782421,2504802
-0.397499134134933,-0.0552285451151882,2510402
-0.2831726095096,0.555442658233375,2520618
-0.324476755487931,0.129929025119679,2559453
-0.116635463107305,-1.26344888008714,277752
0.1734021371982,-0.687442671337965,308862
1.46622574890321,0.285435663212834,58325
-0.314507048364147,1.45417252474422,92173
0.033195534088764,-0.0798876428967922,923666
-0.399430481452467,0.67079644667933,965005
-0.300968559938369,0.12495911812097,983079
