"mkm5d_ptv6_wavelet.HHL_glszm_LargeAreaLowGrayLevelEmphasis_230","mkm5d_ptv6_wavelet.HHH_gldm_DependenceVariance_228","sub"
-0.200774445254027,2.24032334154911,1085983
-0.400921776337127,0.715524350503965,1125173
-0.346172101612002,-0.290170408967363,1154608
-0.376380807262,1.03398047201727,1181124
-0.347751696704685,0.390412629898279,1183075
-0.255386393731528,0.77055932531655,1232870
-0.151130921435854,0.36848353460208,1279943
-0.348632079791151,0.499491462299127,1329352
0.161771542932923,0.284285504751598,1330263
-0.320379223942045,1.05936427994101,1364384
-0.314761457427467,-1.11349232758763,1386095
-0.414721346797418,-0.212914266898456,1458656
-0.182017975305528,-0.415456938435627,1485662
-0.321357683455909,0.155984925466698,1497807
-0.397610418145135,-0.387794605846734,1501387
-0.353050771224667,-0.538767485191508,1518948
-0.373136078524438,0.437323778444089,1526417
-0.415061502678891,0.4888498433764,1565177
2.48600802441957,-0.410854276221946,1606693
-0.255720400865006,-0.424399603895509,1612262
-0.409175135131056,0.215092979954803,1614566
0.336584302443701,-0.644523176682229,1644034
-0.30077888604071,1.69318043136802,1668599
-0.417295995077644,1.14799385268734,1671370
-0.404570253739055,0.64173241014903,1684230
-0.327406356088416,-0.835392220873438,1692385
-0.350869252860461,0.355233529454636,1720713
0.710891200991913,1.02391254738673,1738800
-0.342380088602493,-0.633494874076433,1740845
-0.3042184598076,-0.589897826920286,1742294
-0.415278906721032,0.646268135903004,1767700
0.396211669774367,0.485616994050816,1768972
-0.262362548014275,-0.0604303976635891,1889409
1.43905856953351,-1.26443933822117,1915938
0.104812599707905,0.0274413220604412,1916742
1.76182004380043,-1.51782573157719,1919296
-0.307579852533533,-0.914210006368941,1926770
0.388066525938577,0.539759038354686,1938156
0.437088519907903,0.160705794659022,1938561
0.194009130758197,-0.0894026998562101,1966316
-0.310106319665249,-0.11553842541159,1967281
-0.0444396371423126,-0.56308674491531,1973544
-0.408916304302802,1.54750414350687,1975401
0.0879660076345583,-0.52017020268566,1976407
-0.337336778265641,0.368646880428138,1978972
0.393509467946317,-0.396629996782727,1979045
9.38186703117973,-2.15186022896137,1979422
-0.0820742706538685,-0.675371069617382,1980052
-0.338777791641461,0.00207067385219427,2001182
-0.430322554197613,-1.10213165691802,2002465
1.0943763849936,-1.25756826629011,2004451
-0.182642697242616,0.373316802041924,2006164
-0.275461081428506,0.134020135064349,2007309
1.96059017560412,-2.39391638453142,2009915
-0.395514950723423,-0.39736214657007,2010259
-0.164617335388206,-0.724502369437678,2010554
-0.200399523062203,-1.18170206915043,2026671
-0.38272187034209,1.36997993004008,2033049
0.193097184678502,-0.106848749336651,2034136
0.0353097022695428,0.0463786918955271,2040495
-0.408784216155937,-0.362655720971125,2047354
-0.206607536949094,-0.174471888101409,2051378
2.08597887561347,-0.481420661539266,2055667
0.764379443856233,-0.929180367826665,2057358
0.0382501594770157,0.961816856234275,2059713
-0.385545990974815,-0.157032915108769,2069079
-0.063131166937937,-0.0727509663401256,2070958
-0.332621897931333,1.00474848732447,2072215
0.166288128764822,-0.262769983958314,2075832
-0.163207860824392,-0.468351433999085,2075846
-0.419653532316892,0.876489728808004,2076301
0.459112710777437,0.845472870368838,2078198
-0.424258642134657,-3.36833195394018,2078899
-0.347837850389066,-0.253736129332088,2085349
-0.392993043202635,0.213267681193348,2086044
0.767609875374079,0.840215878078958,2091555
0.14257600016809,-0.368219796821108,2092954
-0.339774926653549,3.23540598179583,2096627
-0.409936137986241,0.97090918795761,2100050
-0.284593329534939,-1.26357706151333,2108003
-0.159114964038585,-0.144342077892137,2109902
0.622405042675967,-0.494813523136773,2110540
-0.407230851738947,-0.118033063120238,2116787
-0.297210327483333,0.0136551917399414,2119177
-0.0849313472149632,1.33202244206134,2131601
-0.409306184544506,0.214282076099442,2132424
-0.0827199814656779,-0.376195247291312,2132982
-0.0858711742078073,-0.127402032337861,2133204
-0.373411112469408,2.62622478891044,2133380
-0.374445788899489,0.675167174822063,2134220
-0.354778445906733,0.553150257886168,2135748
-0.422174235421907,0.69073699300428,2137799
0.606780298167015,1.1823634602563,2138375
-0.363950892693828,-0.0961113097514853,2138678
-0.409048082794338,-0.262131373749717,2139733
